U,E_p,m_cdw,m_sdw,V,S,E_GS,coherence,E_p_bits
-4.344827586206897,0.010763458025016659,0.14378159513641098,0.00037088665378489017,-2.3448275862068964,0.19788601135649236,-37.26145149051429,0.2697155881942114,0.015528387515508335
-4.344827586206897,0.011337199177422486,0.14935958058288862,-0.00393633344575225,-2.0689655172413794,0.20816977173177267,-34.58474657788473,0.28885779731938266,0.016356121030837834
-4.344827586206897,0.014463084928369119,0.1542253948058677,-0.006795086986420153,-1.793103448275862,0.222423427029407,-31.929581230968417,0.31352382320028066,0.020865820902113974
-4.344827586206897,0.039206756753761285,0.1566369371714639,-0.006437687471186809,-1.5172413793103448,0.24922950843811398,-29.30523954949824,0.3507932225789939,0.05656339353799078
-4.344827586206897,0.05824802693389475,0.1603858289856134,-0.005571516901533957,-1.2413793103448276,0.2791093943028212,-26.724081433444496,0.3901825808583745,0.08403413959909622
-4.344827586206897,0.15564458342719578,0.16462068707293145,-0.0022986382255313106,-0.9655172413793104,0.3531852682829938,-24.20853813161851,0.435840416846294,0.22454766865164322
-4.344827586206897,0.23970079262325528,0.1762081151007215,0.0026365640885454475,-0.6896551724137931,0.43721221850704745,-21.798530565401173,0.505123574735847,0.34581514481472464
-4.344827586206897,0.283789792150966,0.2095320566061139,-0.004489964859284583,-0.41379310344827586,0.55910812696951,-19.662621808831545,0.664354236733214,0.4094221257911088
-4.344827586206897,0.3218642180999678,0.10851182541752814,-0.03274710680887372,-0.13793103448275862,0.6674050500898419,-18.146362037525456,0.7406259695842081,0.4643519112924279
-4.344827586206897,0.33677323088127253,-0.10734018658515353,-0.04110996084871702,0.13793103448275862,0.66719141142071,-17.124062412721216,0.727536348769993,0.48586107009656576
-4.344827586206897,0.31422554669055347,-0.30253130935068,-0.05218926529055902,0.41379310344827586,0.6044041473452092,-16.401278072566278,0.6789958127556861,0.45333163793108433
-4.344827586206897,0.25771478126542546,-0.4732658054086832,-0.06910059111283932,0.6896551724137931,0.5208784298372245,-15.857338426018964,0.6243170243455972,0.37180383689541285
-4.344827586206897,0.19015408733772987,-0.5990836427947771,-0.08655703519576982,0.9655172413793104,0.4400373872177564,-15.44627781815554,0.5701759884475673,0.27433435880690915
-4.344827586206897,0.13468662052083835,-0.6792882896350939,-0.10084138227129494,1.2413793103448276,0.37781262567574153,-15.135355719425453,0.5217631620709707,0.19431171949950743
-4.344827586206897,0.09576790510328004,-0.7288063158558858,-0.11139873887453743,1.5172413793103448,0.33411572850401533,-14.896290711936286,0.48231482329569864,0.13816388176882688
-4.344827586206897,0.06957193480596424,-0.7603105235891584,-0.1189686549880635,1.793103448275862,0.3037062830522911,-14.70804423765815,0.45074563046488836,0.10037108532961447
-4.344827586206897,0.05186082282056281,-0.7813055273623093,-0.12439877719326699,2.0689655172413794,0.2820975816260067,-14.556208686880383,0.42534606942757247,0.07481935189964739
-4.344827586206897,0.03964612012250113,-0.7959425943959008,-0.12834259775269666,2.3448275862068964,0.26630365942447015,-14.431083162187887,0.4046037833349026,0.057197260891220125
