U,V,magnetization,charge_density,doublons
-4.787878787878788,-3.191919191919192,"6.094549548840353e-8, -7.278282002087799e-8, 8.83058115519475e-9, -3.058074626860474e-9, 6.306000499556319e-9, -2.4118238916431833e-10","0.014227297352692656, 0.8991572319059222, 1.9819251271456335, 1.9852373633617613, 1.1019601848638412, 0.017492795370152817","0.0001711531957612792, 0.4340760429719383, 0.9821559073157392, 0.985426004893513, 0.535527136240204, 0.0002112452296849201"
-4.666666666666667,-3.111111111111111,"2.7676230663145618e-8, -3.7136882957700124e-8, -4.7523714685748786e-8, -1.6995754248405603e-8, 7.326181765757167e-8, 7.183036709786919e-10","0.033040780812664566, 1.9630441461722183, 1.9993260604747967, 1.9661640407293755, 0.03805958637087473, 0.00036538544007282527","0.000422516141113806, 0.9655266390441513, 0.9993266597546252, 0.9666108561269955, 0.0025161026176014224, 1.0532874450818819e-6"
-4.545454545454546,-3.0303030303030303,"2.483531105933385e-9, 8.276585580432871e-8, -1.3175767887840806e-7, -1.4391318581274959e-8, 5.719637443113434e-7, -5.110641337537775e-7","0.00036139624114411677, 0.03761318031231636, 1.9642256339371946, 1.999281860557224, 1.9636470495273683, 0.03487087942475124","6.20250215887737e-7, 0.001395145046777247, 0.9647276766775824, 0.9992835734237714, 0.9649904899907571, 0.0004701638601017478"
-4.424242424242424,-2.9494949494949494,"-1.189792924149698e-9, -2.568743169215071e-8, 3.6386396229382e-8, 1.1498002616683323e-7, 5.944172118410584e-7, -7.18906409584788e-7","0.0003703813657855267, 0.03798590846187962, 1.9621505332219726, 1.9992344161401931, 1.9634126043709657, 0.036846156439205247","2.6226350528073745e-7, 0.0006140620720885648, 0.962709885479483, 0.9992353793938782, 0.9639725533388485, 0.0005238603124678808"
-4.303030303030303,-2.8686868686868685,"-3.31249141743322e-9, 5.813764636375396e-9, -4.000817671601098e-8, -7.141784552633368e-8, -4.158634673845363e-7, 5.247882163827988e-7","0.00041541998276919566, 0.04022061259383637, 1.9599161541587375, 1.9991395170135255, 1.961340284130126, 0.03896801212101011","3.238412523622654e-7, 0.0006801065513804937, 0.960543687440284, 0.9991407009445308, 0.9619561924339728, 0.0005856451880179738"
-4.181818181818182,-2.787878787878788,"8.353130142441101e-9, -8.565850367903138e-8, 7.403887475332382e-8, 1.107310743098111e-8, -1.1110123633584212e-8, 3.303515010982393e-9","0.0412644948365178, 1.958974108702845, 1.9990264359921341, 1.9574771826234558, 0.04278747853390698, 0.0004702993111364152","0.0006565005784729197, 0.9597160388076574, 0.9990280753995735, 0.9581826454589248, 0.0008177857133074778, 4.4022322160266166e-7"
-4.0606060606060606,-2.707070707070707,"-2.87742124870094e-7, 3.6715379281293536e-7, -1.495893565128803e-7, -2.121814640654307e-8, 1.0008296709267117e-7, -8.687132036047955e-9","0.0437564101969734, 1.9556279429946029, 1.9988723530133554, 1.954822070965831, 0.04636943349490069, 0.0005517893343381483","0.0007381712349247873, 0.9568916061175207, 0.998875390967841, 0.9556195384968219, 0.0013600062795260373, 9.007289150949192e-7"
-3.9393939393939394,-2.6262626262626263,"-1.4134377464020825e-8, -2.755110646290859e-7, 8.928241065353504e-7, 4.2867614696850964e-7, -1.1492836186066668e-6, 1.1742880733252303e-7","0.01478214820482553, 0.6365910536708541, 1.9661517132424249, 1.9841043962733669, 1.366007687644957, 0.03236300096357396","0.00025746128900422995, 0.29535233896027624, 0.9668044604171027, 0.9844090466445465, 0.6604550015194063, 0.0005767800858636935"
-3.8181818181818183,-2.5454545454545454,"-1.168990085688524e-8, 1.177475221093155e-7, -7.248431987960657e-8, -6.131617846794057e-8, -6.22084454393601e-7, 6.498273314673592e-7","0.0007065819599802903, 0.052427592492479524, 1.9486373954565672, 1.9985396160264102, 1.950156814814335, 0.04953199925022922","1.27733666936441e-6, 0.0015236772515938705, 0.9496709338246444, 0.9985442086668596, 0.9515373283763396, 0.0009449146643195522"
-3.696969696969697,-2.4646464646464645,"4.1536824878403433e-7, -4.127930364750121e-7, 6.554330078678561e-8, -2.1815182715823056e-8, -4.5798203000824156e-8, -5.051273154095537e-10","0.05156371091599336, 1.89991463531724, 1.9971028251134406, 1.9464789088945453, 0.10284458255173905, 0.0020953372070379806","0.001048258830633904, 0.9249231834925671, 0.9971237688299358, 0.9476141193332169, 0.025148440733077905, 2.8164363516966986e-5"
-3.5757575757575757,-2.3838383838383836,"1.4510922227185807e-7, -1.7832938653539188e-7, 2.929982245714058e-8, -8.294297415556429e-9, 2.200267454344207e-8, -9.788035496699488e-9","0.03000229697499544, 1.0445607769093104, 1.9705212114898227, 1.9679457913106284, 0.9594801123722145, 0.027489810943029543","0.0006434574711157442, 0.494772202268339, 0.971219550170519, 0.968705226062798, 0.4521647778952785, 0.0005883268561504318"
-3.4545454545454546,-2.303030303030303,"1.5726416158906575e-9, -7.05564969227801e-8, 1.685825012920361e-8, 1.8904510290518317e-8, -4.3487969392241865e-8, 7.670906423257184e-8","0.027067632985070575, 0.8832512228119423, 1.9637945397010592, 1.9714999402370024, 1.1198071816506125, 0.034579482614316315","0.0006180766182454794, 0.41234462114273157, 0.9646162190242387, 0.9721264258602076, 0.5308342040396711, 0.0007959318572760306"
-3.3333333333333335,-2.2222222222222223,"-1.1203972774499402e-7, 2.8049943892258233e-6, -3.3512270637414687e-6, 1.7705810282375722e-6, -5.928075040073644e-6, 4.815766414111022e-6","0.004949224142696111, 0.1774895588211824, 1.93514122410671, 1.9933445170953947, 1.8275915100463982, 0.061483965787620054","9.783760361437596e-5, 0.05632160880511398, 0.9369278581796805, 0.9934929765598025, 0.8831312959855669, 0.0015384060172714282"
-3.212121212121212,-2.1414141414141414,"2.2044510266557016e-6, -2.8062120174809912e-6, 1.047796332864781e-6, -1.028164877125981e-7, -3.310981238867361e-7, -1.2120730615147388e-8","0.06969367728963438, 1.9155608366170704, 1.9962679769282006, 1.9264945423681992, 0.08997210561613572, 0.0020108611807586017","0.001880054282114584, 0.9250562830181811, 0.9963147158847622, 0.9286295880641398, 0.010017162830892025, 1.9356328683229145e-5"
-3.090909090909091,-2.0606060606060606,"-7.704743875376965e-7, 2.907152909570332e-6, -4.2651164776086326e-6, -5.711136320529775e-7, -2.1961588060892545e-6, 4.895710393647973e-6","0.01342565096312607, 0.3718955777861267, 1.9311080644868421, 1.9836636033069956, 1.6355885544802553, 0.06431854897665595","0.0003546987066354536, 0.148340104206125, 0.9333395457426794, 0.9841615340282291, 0.7820539082760504, 0.0018677124032503338"
-2.9696969696969697,-1.97979797979798,"5.816373058270541e-6, -6.341235453899419e-6, 1.9323194000442356e-7, -1.4154514353381664e-6, 1.2809985841522042e-6, 4.660833067410275e-7","0.0526729511813955, 1.2412137469024977, 1.9637820629897222, 1.9422145528840136, 0.7682210655165743, 0.0318956205257965","0.0016391667971608877, 0.5812582562884006, 0.9650414108784594, 0.9442673423186762, 0.34393661015871896, 0.0009717220463947856"
-2.8484848484848486,-1.898989898989899,"-1.700447354148829e-8, 8.596461239032682e-7, -1.3414023289914923e-6, 2.950539399471097e-7, 2.0283827301126323e-7, 8.684656327417883e-10","0.0026321062661483906, 0.10096421094780712, 1.9048049972893073, 1.9948032006064569, 1.907306897451826, 0.089488587438454","1.6455458517891723e-5, 0.0060761333282450545, 0.9082982557962851, 0.9948227973259475, 0.9128040251202673, 0.003078101427785435"
-2.727272727272727,-1.8181818181818181,"5.011416713204819e-8, 1.4289982029347392e-6, -4.787648411608281e-7, -3.142055637894714e-8, -1.514219759857216e-6, 5.452927872712232e-7","0.037788568453808055, 0.7638611836426522, 1.9287714458710767, 1.9556705084915467, 1.2503567005010168, 0.06355159303990121","0.0013587767429432411, 0.33425330537447545, 0.931898669225818, 0.957564838267227, 0.5786909592819547, 0.0023539775257914934"
-2.606060606060606,-1.7373737373737375,"-4.54087682916042e-7, -8.45738600868673e-6, 1.163345166516061e-5, 4.445549349196831e-7, -6.048389593560355e-6, 2.881856685153089e-6","0.009925221015443533, 0.22493860370763807, 1.8882358421420329, 1.9841725153274314, 1.7909964948061088, 0.10173132300134641","0.00028521735728006907, 0.05907559135705857, 0.893655741926984, 0.9847850309765135, 0.846522671238825, 0.004201689039939951"
-2.484848484848485,-1.6565656565656566,"6.585705140272485e-7, -1.7243389809212806e-6, 9.573510938443164e-7, -9.862043893194006e-7, 2.1286902521233664e-6, -1.034068489773332e-6","0.019277186077149722, 0.35663947246538286, 1.881962747168264, 1.9720745221162925, 1.665266204299606, 0.10477986787330079","0.0007219115967672671, 0.11949871013534086, 0.8885203498442835, 0.9734599606479727, 0.7783657043082874, 0.004764283306085765"
-2.3636363636363638,-1.5757575757575757,"2.4337304831492657e-6, -6.562103916363249e-6, 4.432980544200049e-6, -3.743761447516647e-7, -3.5652546831466125e-8, 1.054215806890052e-7","0.08684411065154606, 1.2525832534043595, 1.9348004046784917, 1.8981081499729324, 0.7757887292859811, 0.05187535200668911","0.004304786668819762, 0.5644650727122905, 0.9385168135181239, 0.9041582559855302, 0.3240877558939439, 0.002465871529842819"
-2.242424242424242,-1.494949494949495,"-1.1396383172226909e-7, -4.962630573146498e-8, 3.729815284403415e-8, -8.849176702518946e-8, 1.5015441900967375e-7, 6.4629332666849e-8","0.07474711422001948, 0.976505310869537, 1.8991045818569887, 1.906584117292423, 1.0612618496967174, 0.08179702606431499","0.004044856074984444, 0.41796446123088205, 0.9059364712376226, 0.9128404874126791, 0.4608384073342325, 0.004461248771621122"
-2.121212121212121,-1.4141414141414141,"-7.111521972344437e-8, 3.3706768648444907e-7, -1.7534856427969814e-7, -9.446337184693121e-8, 7.2007133589124805e-9, -3.3412439898183877e-9","0.08842770452111579, 1.0165223741482432, 1.884820296422268, 1.8865530300134083, 1.0336183170261108, 0.09005827786885345","0.0053725004651115444, 0.4295989908168913, 0.893605960283373, 0.8951857614368114, 0.4382748371260029, 0.005481788638556454"
-2.0,-1.3333333333333333,"5.733414525088687e-8, 8.064506107352543e-8, -1.0558526647441724e-7, -5.8976689421008643e-8, -1.527541848567182e-7, 1.793369345526319e-7","0.10094161150160345, 1.0142183909067664, 1.8606382361622251, 1.8652690806680827, 1.0536220212962253, 0.1053106594650983","0.0068987580996030945, 0.4180418477589843, 0.872838148229554, 0.8769758417566543, 0.43810559603053695, 0.007235248945351599"
-1.878787878787879,-1.2525252525252526,"-7.261880315828639e-9, 4.7286744797592206e-8, -2.6052979884561012e-8, -6.67261257358831e-9, -4.6557703248240045e-9, -2.643501799404202e-9","0.12106625565966689, 1.0458385310048186, 1.8319662861342425, 1.8322169910076247, 1.0476134047473524, 0.12129853144630026","0.009403826904924355, 0.42145693522277483, 0.8487541733189519, 0.848972405626123, 0.4223700406797109, 0.009424062844704399"
-1.7575757575757576,-1.1717171717171717,"4.246814705455293e-11, 1.5777196216149036e-10, -4.728889502203515e-11, -2.9361568731900434e-11, -1.1379552855572683e-10, -9.794096089699167e-12","0.14537305602139589, 1.0652391102495131, 1.7893879850503676, 1.7893879454087336, 1.0652388838527171, 0.14537301941727584","0.01286636191088159, 0.4158877362248423, 0.8136121647182513, 0.8136121305675418, 0.415887618880191, 0.012866357389187533"
-1.6363636363636365,-1.0909090909090908,"-3.4062891396402506e-12, 1.0047518372857667e-11, -1.1717293801893902e-11, 1.062760990322431e-12, -9.42057543085184e-12, 1.34338859480998e-11","0.17854806490974276, 1.091294651739105, 1.7301572953903641, 1.7301572918069232, 1.0912946346089951, 0.17854806154486969","0.018037554532095428, 0.4106159594913068, 0.765846160999978, 0.7658461579383333, 0.4106159505253143, 0.018037554110155476"
-1.5151515151515151,-1.0101010101010102,"-1.4710455076283324e-15, -1.5543122344752192e-15, -5.551115123125783e-17, 7.216449660063518e-16, 4.385380947269368e-15, -2.2343238370581275e-15","0.2240336404715994, 1.1251830429977874, 1.650783320049951, 1.6507833187254772, 1.1251830384249604, 0.22403363933022546","0.025746950112113122, 0.4068108637734524, 0.703457058526483, 0.7034570574518912, 0.40681086134469113, 0.025746949946380427"
-1.393939393939394,-0.9292929292929293,"-5.551115123125783e-17, -1.1102230246251565e-16, -1.6653345369377348e-16, 1.6653345369377348e-16, 1.1102230246251565e-16, 6.938893903907228e-17","0.28376454570786636, 1.16288237969891, 1.5533530743051984, 1.5533530744499298, 1.1628823799833483, 0.2837645458547482","0.036753258864601, 0.40453371000879257, 0.6289834506430542, 0.6289834507599112, 0.4045337101872933, 0.03675325888836048"
-1.2727272727272727,-0.8484848484848485,"-2.3592239273284576e-16, -2.7755575615628914e-16, 0.0, 0.0, 3.885780586188048e-16, 2.220446049250313e-16","0.3555601617398826, 1.1954413905940426, 1.4489984476179918, 1.448998447640852, 1.195441390638178, 0.3555601617690539","0.0512049969636548, 0.40232905003694125, 0.5515721687035249, 0.551572168721379, 0.4023290500421198, 0.05120499694539221"
-1.1515151515151516,-0.7676767676767676,"-4.163336342344337e-17, -2.220446049250313e-16, -4.440892098500626e-16, 3.885780586188048e-16, 2.220446049250313e-16, 9.71445146547012e-17","0.4334032525209647, 1.2144116626442392, 1.3521850848200183, 1.3521850848296864, 1.2144116626585801, 0.43340325252651013","0.06841335899115791, 0.3978059929168032, 0.4819793592173887, 0.48197935922261276, 0.3978059929669841, 0.06841335903128867"
-1.0303030303030303,-0.6868686868686869,"5.551115123125783e-17, 1.1102230246251565e-16, -1.6653345369377348e-16, 1.1102230246251565e-16, 5.551115123125783e-17, -2.7755575615628914e-17","0.5113579766407661, 1.217448148301685, 1.2711938751026222, 1.2711938750738332, 1.217448148271843, 0.5113579766092513","0.08734356218606239, 0.38944072481259606, 0.42557054624819823, 0.42557054622900287, 0.3894407248044901, 0.08734356218402306"
-0.9090909090909091,-0.6060606060606061,"-5.551115123125783e-17, 1.6653345369377348e-16, 1.6653345369377348e-16, -1.6653345369377348e-16, 0.0, 8.326672684688674e-17","0.5860323285012076, 1.207279397304292, 1.2066882741948857, 1.2066882741939384, 1.2072793973028406, 0.5860323285028359","0.10714527007318866, 0.37725394349633706, 0.38195937347407455, 0.3819593734739156, 0.37725394343712326, 0.10714527002968653"
-0.7878787878787878,-0.5252525252525253,"4.440892098500626e-16, 1.1102230246251565e-16, 5.551115123125783e-16, -6.106226635438361e-16, 0.0, -4.163336342344337e-16","0.6561148891164288, 1.1879931284233283, 1.1558919824605631, 1.1558919824600449, 1.187993128420654, 0.6561148891189839","0.1272591262594883, 0.36215924656214354, 0.34849961558741366, 0.34849961558736947, 0.36215924647433717, 0.12725912619626606"
-0.6666666666666666,-0.4444444444444444,"-2.220446049250313e-16, 5.551115123125783e-17, -1.1102230246251565e-16, 1.6653345369377348e-16, 2.220446049250313e-16, -1.6653345369377348e-16","0.7212843008911196, 1.163040902982294, 1.1156747961268612, 1.1156747961264117, 1.163040902980439, 0.7212843008928785","0.1473282207850041, 0.34524331252831636, 0.3225674206685253, 0.32256742066793387, 0.34524331243723094, 0.14732822072066945"
-0.5454545454545454,-0.36363636363636365,"-1.942890293094024e-16, 0.0, -5.551115123125783e-17, 0.0, -1.6653345369377348e-16, 4.163336342344337e-16","0.7816006647682565, 1.1348629729847768, 1.0835363622470302, 1.0835363622468706, 1.1348629729839845, 0.7816006647690839","0.16712015193719162, 0.3274306190935357, 0.30217983990277647, 0.30217983990208874, 0.32743061901534465, 0.16712015188023702"
-0.42424242424242425,-0.2828282828282828,"-5.551115123125783e-17, 1.1102230246251565e-16, 5.551115123125783e-17, -1.6653345369377348e-16, 0.0, -2.7755575615628914e-17","0.837276439559446, 1.10507296859949, 1.0576505918411367, 1.0576505918408836, 1.1050729685992389, 0.8372764395598034","0.18648611766398066, 0.30940506658681877, 0.2859443566493643, 0.2859443566469736, 0.30940506651965327, 0.1864861176184177"
-0.30303030303030304,-0.20202020202020202,"4.440892098500626e-16, 5.551115123125783e-17, 2.220446049250313e-16, -2.7755575615628914e-16, 5.551115123125783e-17, -4.718447854656915e-16","0.8885971649457991, 1.0747084095711772, 1.0366944254830532, 1.0366944254828367, 1.0747084095713366, 0.8885971649457958","0.20533794280357384, 0.2916336537192974, 0.2728862993761887, 0.2728862993749714, 0.29163365367841687, 0.20533794277892997"
-0.18181818181818182,-0.12121212121212122,"1.6653345369377348e-16, 0.0, 1.1102230246251565e-16, -1.1102230246251565e-16, 2.7755575615628914e-16, -3.608224830031759e-16","0.9358861825439232, 1.0444253851468805, 1.019688432309199, 1.019688432309197, 1.0444253851468814, 0.9358861825439211","0.2236314243676038, 0.27441621092043583, 0.26230783595087565, 0.2623078359508745, 0.27441621092043617, 0.2236314243676026"
-0.06060606060606061,-0.04040404040404041,"0.0, 1.1102230246251565e-16, 5.551115123125783e-17, -1.6653345369377348e-16, -2.7755575615628914e-16, 3.3306690738754696e-16","0.9794817581472981, 1.0146316463660494, 1.0058865954866532, 1.0058865954866527, 1.0146316463660487, 0.979481758147297","0.2413527100629465, 0.2579330529501698, 0.25369479528714944, 0.2536947952871492, 0.25793305295016966, 0.241352710062946"
0.06060606060606061,0.04040404040404041,"-1.2212453270876722e-15, 3.608224830031759e-16, -7.771561172376096e-16, 7.494005416219807e-16, -1.3877787807814457e-16, 9.43689570931383e-16","1.0197200502759631, 0.9855741504682269, 0.9947057992558113, 0.9947057992558104, 0.9855741504682269, 1.019720050275962","0.25850735133708774, 0.2422826967188625, 0.24665830762364538, 0.24665830762364505, 0.24228269671886266, 0.25850735133708735"
0.18181818181818182,0.12121212121212122,"3.885780586188048e-16, -3.0531133177191805e-16, 1.3877787807814457e-16, -5.551115123125783e-17, -3.3306690738754696e-16, 1.1102230246251565e-16","1.0569230078896812, 0.9573960171868383, 0.9856809749234816, 0.9856809749234808, 0.957396017186839, 1.0569230078896812","0.27511203575107396, 0.2275092737716774, 0.2408980808454299, 0.24089808084542932, 0.22750927377167784, 0.27511203575107396"
0.30303030303030304,0.20202020202020202,"7.216449660063518e-16, -1.1102230246251565e-16, 3.3306690738754696e-16, -4.718447854656915e-16, 8.326672684688674e-17, -5.551115123125783e-16","1.0913906990584774, 0.9301735204076664, 0.9784357805338575, 0.9784357805338577, 0.9301735204076664, 1.0913906990584754","0.29118875505554204, 0.2136215545443816, 0.23617856369917822, 0.23617856369917833, 0.21362155454438175, 0.2911887550555412"
0.42424242424242425,0.2828282828282828,"7.771561172376096e-16, -1.942890293094024e-16, 2.498001805406602e-16, -4.996003610813204e-16, -1.1102230246251565e-16, -2.7755575615628914e-16","1.1233972429762298, 0.9039401464483241, 0.9726626105754468, 0.972662610575447, 0.9039401464483243, 1.1233972429762296","0.30676096846445006, 0.20060580629485975, 0.23231282822801375, 0.232312828228014, 0.20060580629485933, 0.3067609684644492"
0.5454545454545454,0.36363636363636365,"2.7755575615628914e-16, -5.551115123125783e-17, 1.3877787807814457e-16, -2.220446049250313e-16, -5.551115123125783e-17, -1.1102230246251565e-16","1.1531893927424157, 0.8787022721559675, 0.9681083351016206, 0.9681083351016172, 0.8787022721559686, 1.1531893927424124","0.32185127441131234, 0.18843435458590946, 0.22915122024446527, 0.22915122024446358, 0.18843435458591032, 0.32185127441131073"
0.6666666666666666,0.4444444444444444,"-1.1102230246251565e-16, 1.1102230246251565e-16, 8.326672684688674e-17, -1.3877787807814457e-16, 1.6653345369377348e-16, -2.220446049250313e-16","1.1809869074573445, 0.8544493927718505, 0.9645636997708065, 0.9645636997708051, 0.8544493927718518, 1.1809869074573442","0.3364801547968189, 0.17707123876344066, 0.22657308465590878, 0.22657308465590814, 0.1770712387634409, 0.33648015479681825"
0.7878787878787878,0.5252525252525253,"5.551115123125783e-16, -2.220446049250313e-16, 2.220446049250313e-16, -3.3306690738754696e-16, -8.326672684688674e-17, -1.1102230246251565e-16","1.2069840332646689, 0.8311607857211296, 0.9618551810142053, 0.9618551810142026, 0.8311607857211303, 1.2069840332646653","0.3506654430640537, 0.1664759321638457, 0.2244805671831845, 0.22448056718318296, 0.16647593216384568, 0.3506654430640513"
0.9090909090909091,0.6060606060606061,"1.1102230246251565e-16, -5.551115123125783e-17, 5.551115123125783e-17, 0.0, -8.326672684688674e-17, 0.0","1.2313515989393837, 0.8088098303054228, 0.9598385707551936, 0.959838570755194, 0.808809830305423, 1.2313515989393817","0.3644222557331463, 0.15660578185542365, 0.22279387878426082, 0.22279387878426096, 0.1566057818554237, 0.3644222557331451"
1.0303030303030303,0.6868686868686869,"-4.440892098500626e-16, 1.1102230246251565e-16, -5.828670879282072e-16, 5.273559366969494e-16, -3.885780586188048e-16, 7.771561172376096e-16","1.2542393868725599, 0.787366778674209, 0.9583938344532312, 0.9583938344532337, 0.78736677867421, 1.2542393868725596","0.37776320149100756, 0.1474176018688674, 0.22144762705927107, 0.22144762705927218, 0.14741760186886796, 0.3777632014910073"
1.1515151515151516,0.7676767676767676,"3.3306690738754696e-16, -1.3877787807814457e-16, 3.608224830031759e-16, -2.220446049250313e-16, -5.551115123125783e-17, -2.220446049250313e-16","1.275778557584897, 0.7668005017754678, 0.9574209406396361, 0.9574209406396363, 0.7668005017754678, 1.2757785575848948","0.39069873939070227, 0.13886870548544344, 0.22038794698551292, 0.22038794698551306, 0.13886870548544358, 0.39069873939070116"
1.2727272727272727,0.8484848484848485,"3.885780586188048e-16, -1.3877787807814457e-16, 3.608224830031759e-16, -3.3306690738754696e-16, 2.7755575615628914e-16, -5.551115123125783e-16","1.296083989688381, 0.7470795586405505, 0.9568364516710695, 0.9568364516710691, 0.7470795586405509, 1.2960839896883793","0.40323759996561687, 0.130917564438132, 0.21957024209771425, 0.21957024209771434, 0.13091756443813204, 0.40323759996561576"
1.393939393939394,0.9292929292929293,"0.0, 2.7755575615628914e-17, -1.942890293094024e-16, 2.498001805406602e-16, 1.6653345369377348e-16, -1.6653345369377348e-16","1.3152564550574048, 0.7281728227500428, 0.9565707221925537, 0.9565707221925519, 0.7281728227500439, 1.3152564550574017","0.41538721331147277, 0.12352421903139219, 0.21895739811785428, 0.2189573981178532, 0.12352421903139241, 0.4153872133114705"
1.5151515151515151,1.0101010101010102,"0.0, 2.7755575615628914e-17, 2.7755575615628914e-17, -1.6653345369377348e-16, 0.0, 0.0","1.3333845879452118, 0.7100498231863004, 0.9565655888684903, 0.9565655888684887, 0.7100498231863019, 1.333384587945211","0.42715410951672556, 0.11665052145445665, 0.2185183655202322, 0.21851836552023116, 0.11665052145445695, 0.42715410951672445"
1.6363636363636365,1.0909090909090908,"0.0, -2.7755575615628914e-17, 2.7755575615628914e-17, -1.1102230246251565e-16, 5.551115123125783e-17, 0.0","1.3505466324707864, 0.6926809070456783, 0.956772460483537, 0.9567724604835364, 0.6926809070456788, 1.350546632470785","0.43854427170186283, 0.11026026715787725, 0.2182270318832617, 0.21822703188326123, 0.11026026715787741, 0.43854427170186183"
1.7575757575757576,1.1717171717171717,"-5.551115123125783e-17, 0.0, -1.1102230246251565e-16, 2.7755575615628914e-17, -1.1102230246251565e-16, 1.1102230246251565e-16","1.3668119693854144, 0.6760372945943836, 0.9571507360202037, 0.9571507360202021, 0.6760372945943843, 1.3668119693854128","0.449563432191275, 0.10431925104634228, 0.21806132269920278, 0.21806132269920214, 0.10431925104634247, 0.4495634321912739"
1.878787878787879,1.2525252525252526,"-1.1102230246251565e-16, 0.0, -2.7755575615628914e-17, 1.1102230246251565e-16, 5.551115123125783e-17, -1.6653345369377348e-16","1.382242433183916, 0.6600910745209495, 0.9576664922951355, 0.9576664922951348, 0.6600910745209502, 1.3822424331839147","0.4602173092943676, 0.0987952731889828, 0.2180024826958236, 0.2180024826958231, 0.09879527318898297, 0.46021730929436655"
