U,E_p,V,S,E_GS,Coh,E_p_bits
-5.755102040816326,0.016124838276991627,3.510204081632653,0.2631316935221223,-12.200323033862649,0.3253312196923031,0.023263224217352274
-5.755102040816326,0.014496578047302977,3.673469387755102,0.2615737840129568,-12.177485362387388,0.3200791391794326,0.020914141258703278
-5.755102040816326,0.013052513114613973,3.836734693877551,0.2591409423212022,-12.156914920352083,0.3161093611837841,0.018830795941592537
-5.755102040816326,0.011830967549292692,4.0,0.2574547116217301,-12.137415259295356,0.3121677195910576,0.017068478212282745
-5.510204081632653,0.018549204960409016,-4.0,0.2391549838429005,-35.60425723938745,0.2629289316414701,0.026760846008815786
-5.510204081632653,0.007390123497158063,-3.836734693877551,0.236778625296854,-34.644174065861755,0.26036065666693126,0.010661694520906817
-5.510204081632653,0.007645981344495123,-3.673469387755102,0.23910532645658114,-33.68508582841704,0.2650157884973437,0.011030819368432532
-5.510204081632653,0.007291062064985976,-3.510204081632653,0.24143928893425465,-32.72755870226058,0.26935689151549336,0.010518779083969143
-5.510204081632653,0.008391609928660282,-3.3469387755102042,0.24456731134027282,-31.771771231466296,0.2751131721991824,0.012106534029153071
-5.510204081632653,0.008867410452515267,-3.183673469387755,0.2477601108535644,-30.817997908796226,0.2810306590838027,0.012792969085370753
-5.510204081632653,0.010395575179152017,-3.020408163265306,0.25169765944585526,-29.86642302638106,0.28797416902273004,0.014997644758151019
-5.510204081632653,0.011252788631989086,-2.857142857142857,0.2557459401508648,-28.917369556335128,0.294578557059646,0.016234342355542886
-5.510204081632653,0.011122770460019638,-2.693877551020408,0.2598651226907444,-27.971204092142045,0.30078909555731703,0.016046765783616745
-5.510204081632653,0.01228612585891331,-2.5306122448979593,0.2649691614015318,-27.0283105452224,0.3084429581514446,0.017725132848391834
-5.510204081632653,0.013729006058592175,-2.36734693877551,0.2707412786285609,-26.089183987598826,0.31671145091194747,0.019806768957065568
-5.510204081632653,0.015510131889327816,-2.204081632653061,0.27727774016229517,-25.154398643699313,0.3256459800360349,0.022376390360267173
-5.510204081632653,0.017843142452850458,-2.0408163265306123,0.2847388669254978,-24.224636375153533,0.3354300222949815,0.025742213130603098
-5.510204081632653,0.020731676474654126,-1.8775510204081634,0.2932085557346932,-23.30070814766262,0.3460390886480394,0.029909486839297728
-5.510204081632653,0.02442113012750302,-1.7142857142857142,0.3028613678256057,-22.383580606405133,0.357644802385318,0.03523224332785313
-5.510204081632653,0.029151301807905705,-1.5510204081632653,0.313866001783475,-21.474408923773417,0.37038822328035487,0.042056438553722764
-5.510204081632653,0.0353006089945076,-1.3877551020408163,0.32643937925160477,-20.574581417029968,0.38449290505193134,0.05092801353673648
-5.510204081632653,0.043449874719950765,-1.2244897959183674,0.34088564197356624,-19.68578888252491,0.40030562565338873,0.06268491878571947
-5.510204081632653,0.05459144860704712,-1.0612244897959184,0.3577307286194798,-18.810153986074113,0.41843055659219125,0.07875881218033154
-5.510204081632653,0.07057817135590394,-0.8979591836734694,0.37805775198774727,-17.950518841492297,0.43997243748324244,0.1018227778101739
-5.510204081632653,0.09518626448322642,-0.7346938775510204,0.40438046107836423,-17.111177352936064,0.466986980376743,0.13732475173069636
-5.510204081632653,0.13647184808986768,-0.5714285714285714,0.4428775902733733,-16.29994284635211,0.5030555943280743,0.19688725846020372
-5.510204081632653,0.2085936387120666,-0.40816326530612246,0.5071111961728867,-15.53426719173691,0.5515509356250201,0.30093700813088287
-5.510204081632653,0.30779962569463803,-0.24489795918367346,0.6037261117237172,-14.855031699886649,0.5975978220148986,0.4440609935771338
-5.510204081632653,0.36190103629640924,-0.08163265306122448,0.668412688510336,-14.31647136386459,0.6298468407220046,0.5221128303574067
-5.510204081632653,0.3642819666267594,0.08163265306122448,0.6694744720142258,-13.907631275343618,0.6295748499939003,0.5255477867377047
-5.510204081632653,0.35120341517270526,0.24489795918367346,0.6460976852835075,-13.577224446530689,0.6155276072721569,0.5066794254129294
-5.510204081632653,0.32628230914977885,0.40816326530612246,0.6109894349899185,-13.298108730606582,0.595252082001816,0.4707258693401859
-5.510204081632653,0.29057589513222637,0.5714285714285714,0.5674035933073635,-13.060529622353288,0.57092106986703,0.4192124029091344
