U,V,magnetization,charge_density,doublons
-6.0,-2.8405797101449277,"0.007973971622690564, 0.2284816105383039, 0.027734343677039863, 0.22783179669038273, 0.00797827747158256","0.030493994198335515, 1.497140297325362, 1.943201969297638, 1.4985913904696, 0.030572348709062537","0.0005938390059755742, 0.5125752604021565, 0.9432940785965164, 0.5139345962433526, 0.0006139400677155468"
-6.0,-2.7246376811594204,"0.008530471935361644, 0.22664703934671815, 0.029735173930467595, 0.22654739046911881, 0.008539924318334065","0.03217347507411819, 1.4981288736198768, 1.9390750978193259, 1.4984054036518528, 0.032217149834829165","0.0006628575723303245, 0.5146052672491016, 0.9391842299286397, 0.5148397522577951, 0.0006752239868713632"
-6.0,-2.608695652173913,"0.009146274749125605, 0.22484212124378478, 0.031930751549882785, 0.22493861761233408, 0.009142234844872824","0.033997538810830154, 1.4988544106994586, 1.9345430344338905, 1.4986290468062915, 0.03397596924952986","0.000736856480438836, 0.5164532073829717, 0.9346722423331878, 0.516246058001061, 0.0007311205415744011"
-6.0,-2.4927536231884058,"0.009821659750817342, 0.22298990881034297, 0.03434870472804913, 0.2230244892828459, 0.00981523742794432","0.03595866344765592, 1.499328665221073, 1.9295434319357625, 1.4992388748136938, 0.03593036458181327","0.0008114612481322615, 0.5181999366514659, 0.9296977380648973, 0.5181241956331029, 0.0008034033836994845"
-6.0,-2.3768115942028984,"0.01191830120993153, 0.2192590384809981, 0.03758619556312265, 0.22086397116033968, 0.010372493585607948","0.04495955383459735, 1.503533730023943, 1.922391707962443, 1.4912290222423334, 0.03788598593668366","0.0029298645811523757, 0.5236064460348311, 0.9226924389615335, 0.5160435013891498, 0.0008677334315086708"
-6.0,-2.260869565217391,"0.011368532658490218, 0.2187764934516057, 0.03989919686170562, 0.2187252803738452, 0.01123049665435354","0.040377327676326395, 1.5013418310634483, 1.9181044261750138, 1.5004956170923445, 0.03968079799286831","0.0009528407763378165, 0.522652782376451, 0.9183090809460294, 0.5222583806987531, 0.0007450798051602574"
-6.0,-2.1449275362318843,"0.012354716880551713, 0.2160089943071592, 0.04324425869673709, 0.2160687500628245, 0.012323280052727745","0.04331739507156438, 1.501378794366215, 1.9110629172337799, 1.5010664109979084, 0.043174482330534183","0.0011645379602937469, 0.5249856880911038, 0.9113382893901618, 0.5247732886493524, 0.0011222031103368174"
-6.0,-2.028985507246377,"0.014826860647433993, 0.21153043854175047, 0.04748684842166434, 0.2128158177588978, 0.013340034630253607","0.05427708960218734, 1.505903784078058, 1.9016699074900063, 1.4923963167504177, 0.04575290207933229","0.0038674627973213313, 0.5311644593736822, 0.9021674967616177, 0.52316150036745, 0.0012016926366456339"
-6.0,-1.9130434782608696,"0.014536175824165127, 0.2100245515706578, 0.05086427661881998, 0.2100336328233593, 0.014541363162998172","0.04956431570772637, 1.5028619737385513, 1.8951083222331861, 1.5028741411185589, 0.04959124720197834","0.001484118632127198, 0.5306823165106459, 0.8955325947938556, 0.5306798852665378, 0.0014915651842111659"
-6.0,-1.7971014492753623,"0.015835089179489795, 0.20651594755498215, 0.055305711938345936, 0.20649141481705097, 0.01585183651013101","0.05333071623685605, 1.5036591639399235, 1.8857367785697003, 1.5038404541491048, 0.053432887104415565","0.0017190114917717911, 0.5339915907942522, 0.886273175537562, 0.534108047481934, 0.0017526352039052586"
-6.0,-1.681159420289855,"0.01715826130857722, 0.2027728192040653, 0.060170577508171896, 0.2026106755310903, 0.017287666448095186","0.05686021743624399, 1.5043715452381887, 1.87550665849735, 1.5056216247564134, 0.05763995407180443","0.0017708444880265668, 0.5374479356859573, 0.8761598038338978, 0.538221878278796, 0.0020245114474734187"
-6.0,-1.565217391304348,"0.018944626494861904, 0.19823730933227013, 0.06559802893089156, 0.1985819073718143, 0.018638127870162224","0.0625893493658502, 1.5072834922606668, 1.86403010352287, 1.505114353177727, 0.06098270167288734","0.0024374808436071513, 0.5426673046961414, 0.8648509660575879, 0.5413478278306182, 0.0019441764307767406"
-6.0,-1.4492753623188406,"0.020786710255997796, 0.19338154082977005, 0.07165478358777522, 0.19342844703245787, 0.020748518293999173","0.06818839488786728, 1.5067629790536663, 1.8507008711599036, 1.506414302862177, 0.06793345203638843","0.002959950556157881, 0.5464256566733764, 0.8518587223938856, 0.5462154357720769, 0.0028691593747412546"
-6.0,-1.3333333333333333,"0.02284492483187222, 0.18801783100171848, 0.07827449583268276, 0.18800245595908122, 0.02286029237464535","0.0746552475145111, 1.5072017708645427, 1.836090689044529, 1.507313510228518, 0.07473878234790152","0.0036438645701394375, 0.551066401130582, 0.8376563668776287, 0.5511306183597952, 0.0036720286164611668"
-6.0,-1.2173913043478262,"0.025182442089339077, 0.18206635469157956, 0.08550111968878982, 0.1821348395243419, 0.025115244005949756","0.08238520599349791, 1.508394989185569, 1.819962362912354, 1.5075587455351984, 0.08169869637338147","0.0046247872600128385, 0.5565253247987391, 0.8220638516352824, 0.5560436974995376, 0.004362114977757562"
-6.0,-1.1014492753623188,"0.027819328278619174, 0.17546171022646023, 0.09343923168952772, 0.17546633674169365, 0.027813393063699423","0.09173223995875904, 1.5076432662287749, 1.8013464512524178, 1.5075920952425936, 0.0916859473174553","0.006061236806602459, 0.5615075251687447, 0.8043695046679681, 0.561478842246785, 0.0060439270255063056"
-6.0,-0.9855072463768116,"0.030780586844319592, 0.1682189342420321, 0.1020011963746082, 0.16822066828792753, 0.030778614251112866","0.10313386631601383, 1.5066657154947052, 1.7804357721674844, 1.5066495938025661, 0.10311505221923131","0.008116626794304652, 0.5668099457564285, 0.7848110086925421, 0.5668008836377423, 0.008109206513386704"
-6.0,-0.8695652173913043,"0.036378774817928776, 0.15865927564619736, 0.11185446835129753, 0.15978977804749694, 0.03331770313707959","0.14301281042043046, 1.5118813324063543, 1.751099535107525, 1.4823600531293384, 0.11164626893635085","0.021850748691264202, 0.577013611450646, 0.7591740577299414, 0.5617157290015953, 0.00920732735673394"
-6.0,-0.7536231884057971,"0.0380884834728478, 0.15151101481893053, 0.1209065872877832, 0.15156555825262308, 0.03792835616781559","0.13919886551756833, 1.4992954854528215, 1.7272073691152383, 1.4972605563175698, 0.1370377235968031","0.017117446856804417, 0.5760864378909596, 0.7375570284477638, 0.5749812039345643, 0.01623395125028171"
-6.0,-0.6376811594202898,"0.04245237327087409, 0.1420983036172473, 0.13089403515888037, 0.1420836028744502, 0.042471685078547955","0.166455804545925, 1.4879514274718024, 1.6906982149834544, 1.4881325010370314, 0.16676205196178495","0.025305002750069677, 0.5771805037613913, 0.7077917963012949, 0.5772778258440584, 0.025436466200261357"
-6.0,-0.5217391304347826,"0.04779092806116182, 0.13183766683488346, 0.14074356468879085, 0.1318385066320965, 0.04778933378306747","0.21261126419160623, 1.4673196509694044, 1.640186435376764, 1.4673015136537797, 0.2125811358084469","0.04167730191525691, 0.573753793451758, 0.6703285892639892, 0.5737442289938885, 0.04166405619575511"
-6.0,-0.4057971014492754,"0.0543556636926787, 0.12096689294021534, 0.14935491356053582, 0.12096728505025883, 0.05435524475631192","0.2935116385601472, 1.4258378341902789, 1.5613160177566092, 1.4258345128489913, 0.2934999966439754","0.07384403436958906, 0.5593729403326403, 0.6183852673126772, 0.5593710498206556, 0.07383870110692453"
-6.0,-0.2898550724637681,"0.062321300828329124, 0.11036978596031027, 0.15461716483457005, 0.11037001495317217, 0.0623217334236182","0.44035940639191434, 1.3450460879902062, 1.429174256774275, 1.3450519472798677, 0.44036830156373596","0.1372681646980947, 0.5238081054416255, 0.5409878977523687, 0.5238109602945932, 0.13727206620940335"
-6.0,-0.17391304347826086,"0.07026219482594542, 0.10221673667736864, 0.15504478348376047, 0.10221904426049472, 0.07025724075243087","0.667653531921427, 1.2138143811008832, 1.237331951577014, 1.2138441171662016, 0.6673560182344733","0.24122546528422892, 0.46088281232902434, 0.4379373857771125, 0.4608969271303586, 0.24108323155492498"
-6.0,-0.057971014492753624,"0.07522706736657508, 0.09756531723187933, 0.15441513850335414, 0.09756532463748752, 0.075227152260704","0.9039590555892371, 1.0663029763085894, 1.059469340382237, 1.0663008999236592, 0.9039677277962774","0.3538610070147648, 0.3895156568661754, 0.34663415204118103, 0.3895145783458353, 0.35386524638933364"
-6.0,0.057971014492753624,"0.07726327812681724, 0.09420703743757258, 0.1570798738005124, 0.0942125686322541, 0.07723724200284343","1.0783245607296614, 0.9405091902782182, 0.9604314566175898, 0.9391594658234352, 1.0815753265510932","0.4394758028124637, 0.3306268908185649, 0.2955253260504776, 0.3299560166330126, 0.44113308943111734"
-6.0,0.17391304347826086,"0.07816177709877142, 0.09031248719897583, 0.1630514605253053, 0.090312488274431, 0.0781617869025164","1.205840583082463, 0.8319281957381878, 0.9244626061908876, 0.8319283503615648, 1.205840264626898","0.5032238837084111, 0.2819271462463663, 0.27413087025475885, 0.281927221603156, 0.5032237139180887"
-6.0,0.2898550724637681,"0.07887208878674223, 0.08539325992054311, 0.17146945639729855, 0.08539324417020372, 0.07887195072521219","1.3058197026414773, 0.7324967029758853, 0.9233659910463351, 0.732495657126988, 1.305821946209314","0.553535783002386, 0.2390257447327014, 0.2678659060119568, 0.23902525098334163, 0.5535370459632388"
-6.0,0.4057971014492754,"0.07959664046154602, 0.07953019463338679, 0.18180138914530994, 0.07952181875184981, 0.07954995700790773","1.3915789114560428, 0.6379109254270074, 0.9407594183608818, 0.6376476143700167, 1.392103130386054","0.596806592750857, 0.1995310603301122, 0.2686918409623558, 0.19941343644543388, 0.597115879328502"
-6.0,0.5217391304347826,"0.080244050491323, 0.0729891344836957, 0.19353598100177372, 0.07298862641250431, 0.08024220761070311","1.46736773438096, 0.5486960026815388, 0.9678655047248477, 0.5486874592905244, 1.467383298922129","0.6352253550733162, 0.16344707065455671, 0.27266794678338946, 0.16344346689832082, 0.6352349816764918"
-6.0,0.6376811594202898,"0.0808225388770969, 0.06614299840435772, 0.2060279893525133, 0.06614891225714514, 0.08085756110888703","1.532715917936624, 0.46755476743844093, 0.9995666813245347, 0.4676499214678822, 1.5325127118325184","0.668513372799929, 0.1317445807792165, 0.27788266159903396, 0.13178315779423927, 0.6683769921592915"
-6.0,0.7536231884057971,"0.08135844763180711, 0.059351732647610456, 0.21855681534167057, 0.05935611638502204, 0.0813768879938897","1.58726271459962, 0.3964523671017258, 1.0326143171523696, 0.39649791929571543, 1.587172681850567","0.6964233239115865, 0.1050128608565665, 0.2834600134818401, 0.10502984726073025, 0.6963602219333231"
-6.0,0.8695652173913043,"0.08177700817748984, 0.052884034288017585, 0.23047999147081624, 0.05290543136418389, 0.08195353469949251","1.6318622816924702, 0.3358508702143238, 1.0650089231847757, 0.3361057076024455, 1.6311722173059857","0.7194225656480083, 0.08318261553910757, 0.2890721899081741, 0.08326922527392157, 0.7189066816211667"
-6.0,0.9855072463768116,"0.06691746747145993, 0.04474362387802354, 0.2397487351591084, 0.049308715814030575, 0.09928145767737778","1.720719945761164, 0.2673875725294447, 1.1012479832648485, 0.30445511408298864, 1.6061893843615551","0.7795209566210135, 0.05991875295871199, 0.29906981914841224, 0.07195163702921348, 0.6899639061712954"
-6.0,1.1014492753623188,"0.08287520038877416, 0.04157011694128368, 0.250917749577684, 0.04159245876406464, 0.08304447432819384","1.6941307270882981, 0.24412644282296014, 1.1238528457925105, 0.2443221254741595, 1.693567858822073","0.7514467455568665, 0.052334540406572656, 0.3001532887371211, 0.05239976157500971, 0.7509967453659784"
-6.0,1.2173913043478262,"0.0834194662239568, 0.03681055524740011, 0.25915397078279956, 0.0368426858632732, 0.08377332188257086","1.7154274854474012, 0.2101726049071496, 1.1495596352878348, 0.21043476136953057, 1.7144055129880864","0.7624107737218652, 0.04180416467758988, 0.3055914691137971, 0.041878703427357264, 0.7615523209334587"
-6.0,1.3333333333333333,"0.08403649177630934, 0.03261331572845444, 0.2660691904339646, 0.03266521187902585, 0.08461579018224535","1.7318579362843909, 0.18234219006599067, 1.1728345558491096, 0.18270499899618045, 1.7302603188043255","0.7707886623932346, 0.033633694750578105, 0.31102429785301694, 0.0337353046058055, 0.7694127978204455"
-6.0,1.4492753623188406,"0.08534730486876108, 0.028999806350359106, 0.27181383660511116, 0.02896425849128122, 0.08487479368448736","1.7428924745166503, 0.1597406683454666, 1.193736276713889, 0.15951990879436512, 1.7441106716296269","0.7757070648980449, 0.027351526456485344, 0.31634300649511654, 0.02729443632301057, 0.7767804389154113"
-6.0,1.565217391304348,"0.08523607005435302, 0.02574860412193912, 0.27651512412496326, 0.025848403737828207, 0.08665179796091665","1.7548117682112663, 0.1404308188400084, 1.2124639778332167, 0.14098621997065364, 1.7513072151448585","0.7823999339009242, 0.02229836481281945, 0.3215423793508248, 0.022411216887203517, 0.7792546348621987"
-6.0,1.681159420289855,"0.08541040623737461, 0.02293354875601769, 0.28031478998748827, 0.02309061308194343, 0.08825064193717613","1.7638248448395717, 0.12444351397492198, 1.2293509144221442, 0.12542643049474494, 1.756954296268616","0.7873058167070546, 0.018330950690546716, 0.32666717371886556, 0.018552364486457692, 0.7810637500220667"
-6.0,1.7971014492753623,"0.21784122699254344, 0.024522343784568853, 0.23343385040807563, 0.014518281522793558, 0.009684297292018806","1.4641196937406833, 0.13761320241376615, 1.3698253672378948, 0.07633158107320077, 1.9521101555344567","0.5076018766740855, 0.019756461480979755, 0.4420060261909865, 0.007934662990331721, 0.9566531853592648"
-6.0,1.9130434782608696,"0.08548815941868332, 0.018375212305671476, 0.2857822359165139, 0.018578151271469803, 0.09177624108766108","1.7776816504714028, 0.0996236159108955, 1.2581980716879189, 0.1013593858947261, 1.7631372760350543","0.795131898276701, 0.01268223689185424, 0.33644488919115434, 0.013012350278714786, 0.7816270581196342"
-6.0,2.028985507246377,"0.08388187265713654, 0.01640984937878467, 0.28729526219188706, 0.016731673385111966, 0.09568134238707998","1.7866798090174298, 0.08954053868702261, 1.2715174068801887, 0.09222743957250377, 1.760034805842857","0.8016634327772865, 0.010578484660402673, 0.3419561344054045, 0.01104575972785229, 0.7766914710723771"
-6.0,2.1449275362318843,"0.01324732658480271, 0.00572249642331637, 0.09593398637948003, 0.020499922636889104, 0.36459626797551187","1.9555692097717916, 0.036193595260542805, 1.7358764944690717, 0.10007027945263502, 1.1722904210459604","0.957188545645405, 0.0012581822036435582, 0.7581437167998654, 0.011440780808578898, 0.21833110228566088"
-6.0,2.260869565217391,"0.08726113230443494, 0.013552129234396228, 0.2910240860717199, 0.01373101541449706, 0.09443163697495177","1.7873582757033266, 0.07487185124625617, 1.290049731771283, 0.07614816696692474, 1.7715719743122098","0.7994073721063305, 0.007760656252984107, 0.3480866334698816, 0.007947545686923161, 0.7844170249410487"
-6.0,2.3768115942028984,"0.09193149688183427, 0.012392021097195975, 0.2917823350188229, 0.012383597805754374, 0.09151054919639234","1.780482848482321, 0.06936082632177917, 1.299464462086931, 0.06929515566792821, 1.7813967074410413","0.7916836415584368, 0.006763855782237467, 0.3522929673145126, 0.0067527838511182775, 0.7925555801537056"
-6.0,2.4927536231884058,"0.09794870708872011, 0.011400290617172161, 0.2918093656941425, 0.01115200300310432, 0.08768963359686105","1.7704162879051175, 0.06465386762666898, 1.309156841372006, 0.063166951495183, 1.7926060516010254","0.780997451336117, 0.005945992301262212, 0.3573287907822739, 0.005730849906635076, 0.8022469299610415"
-6.0,2.608695652173913,"0.08619701691891085, 0.010142767655737158, 0.29157993284004, 0.010434681520008607, 0.10164560106530357","1.7982558984291912, 0.0581251217914462, 1.3182289334824535, 0.05988872080881484, 1.7655013254880965","0.8068774694961481, 0.004955876445609007, 0.36230942506681313, 0.005263334335177323, 0.7753622386779174"
-6.0,2.7246376811594204,"0.10667023357932492, 0.00964201712575203, 0.2899570381952753, 0.009103422818039717, 0.08462728828160798","1.7567765481437814, 0.05611650913401671, 1.3295567599364706, 0.053470479296640505, 1.804079703489093","0.7660508109354658, 0.004608880550777772, 0.36979937612921, 0.004243435854579576, 0.8116750473318859"
-6.0,2.8405797101449277,"0.08018412925048163, 0.008416820770397432, 0.29102245119397563, 0.009037707414941684, 0.11133889137020392","1.8152069956637882, 0.049511454723383905, 1.3336026670524153, 0.052544137518181655, 1.7491347450422334","0.8218548677661677, 0.003673809753933871, 0.37091714668929693, 0.004037005394179521, 0.7578629650857406"
-6.0,2.9565217391304346,"0.011138400625917255, 0.002819368165173596, 0.07708007405047174, 0.01019107099255411, 0.39877108616588347","1.9665886485571327, 0.0221216031921275, 1.8072183328627474, 0.054964023534185016, 1.1491073918538088","0.9673090898781456, 0.0004454159503111943, 0.8174017270942983, 0.0036860117411885583, 0.17369374624240333"
-6.0,3.072463768115942,"0.09358160499055446, 0.007433878632168789, 0.299020139673527, 0.007389987631829309, 0.09257438907192028","1.7900100893741169, 0.04491078857108906, 1.3280904278714032, 0.04473389723665712, 1.792254796946734","0.7963289099121461, 0.0030306295485549783, 0.3607319910043443, 0.0030287731092354213, 0.7985181342471946"
-6.0,3.1884057971014492,"0.07573668930873373, 0.006455699507326233, 0.288502043626241, 0.00708773514914453, 0.1222178324085546","1.828955241937523, 0.03992609929604878, 1.3556167223793578, 0.04337086831047879, 1.7321310680765922","0.8337779908694678, 0.0024598475948815505, 0.38493932399366837, 0.0026154028871474395, 0.7393635619016506"
-6.0,3.3043478260869565,"0.05417080358948745, 0.005624564087915695, 0.2735342373541879, 0.0073865912078253, 0.15928380376058376","1.8753180692446374, 0.035294199391281686, 1.3913793654106859, 0.04265951875573341, 1.6553488471976618","0.8786399204097853, 0.001870497520658225, 0.4175770942838385, 0.002745996795067656, 0.6638265598599696"
-6.0,3.420289855072464,"0.08173480589459725, 0.00565194145833646, 0.29097943080783495, 0.005925134931485362, 0.11570868690774616","1.8186805762764329, 0.035989387268357056, 1.3587332242404337, 0.038577272539741685, 1.7480195396750362","0.8230714919349195, 0.0020141013377635176, 0.3844322671754812, 0.0022561905217645074, 0.753978611039088"
-6.0,3.536231884057971,"0.08962742862397671, 0.005516294528745462, 0.29955621412275324, 0.005560829322186203, 0.09973923340233792","1.8031356352802779, 0.03493821943539334, 1.3440620943127526, 0.0357271682146276, 1.7821368827569448","0.8075636722878494, 0.0018882142391677154, 0.3687575688120132, 0.001967946411162488, 0.7870085149595318"
-6.0,3.652173913043478,"0.07187820502504394, 0.0047445824559240206, 0.2846721344653958, 0.005000774526176999, 0.13370430352745932","1.8409629023651712, 0.03129057168079379, 1.3789975994679322, 0.03539978730419624, 1.713349139181908","0.844337314391592, 0.0015308805239559894, 0.4010748784143307, 0.001914425482311909, 0.7192252865269175"
-6.0,3.7681159420289854,"0.05337751399597207, 0.004052871989267209, 0.2653289850450321, 0.005449320033235502, 0.17179130893649347","1.8801145991484716, 0.027791591071074102, 1.4224234986349191, 0.0342808101547862, 1.635389500990751","0.8825234546368689, 0.0011952392013845734, 0.4418105491126508, 0.0018280159237341938, 0.6422467087856426"
-6.0,3.8840579710144927,"0.0517831592785597, 0.0038308056164727553, 0.26692676135000637, 0.004591798818041024, 0.1728674749369204","1.8840885909491747, 0.02627372946793411, 1.421663997229922, 0.03238598170888484, 1.6355877006440864","0.8862902207518053, 0.0010875473228523565, 0.4399247052961943, 0.001625293585337163, 0.6420154817528688"
-6.0,4.0,"0.055982054950209637, 0.00376630444936904, 0.27905898657705475, 0.004137926678024237, 0.1570547273453422","1.8756393514490357, 0.025625621867519717, 1.3992093550906233, 0.031168463610312752, 1.668357207982507","0.877851919299808, 0.001049280067675209, 0.4170523176960872, 0.0013735521688568047, 0.6739195069424324"
-5.826086956521739,-4.0,"0.00368070830242539, 0.20211242627605616, 0.03707035613569121, 0.2051119689399704, 0.052024540345856955","0.017052448645702767, 1.2735876854263593, 1.9222141774352501, 1.567532321806429, 0.21961336668626008","0.00020428178093139494, 0.42873899645208263, 0.9231707766963395, 0.574474665261284, 0.053452727101100446"
-5.826086956521739,-3.8840579710144927,"0.003955066089673256, 0.2285090804156621, 0.015997312743709857, 0.2468112827047231, 0.004727258046231765","0.019759843801491227, 1.514065155353553, 1.9674985668437355, 1.4783422771459953, 0.02033415685522681","0.0002763826050559012, 0.5225660444050171, 0.967516956568022, 0.4866984848826185, 0.00021289226773948212"
-5.826086956521739,-3.7681159420289854,"0.005155511498521882, 0.20247784939959934, 0.016897343519260588, 0.2702631972521699, 0.005206098330448375","0.024487341756825598, 1.5662758791799796, 1.9654314608622148, 1.4235756983598846, 0.02022961984109719","0.0007815460864905688, 0.5739298040860287, 0.9654649629449757, 0.4363374179182624, 0.0001076255781448344"
-5.826086956521739,-3.652173913043478,"0.004698289583656404, 0.20859137567472535, 0.034103261324319734, 0.21337461389783052, 0.039232459519467966","0.02048295129740998, 1.3384665665194144, 1.9258251051091477, 1.5424145093718686, 0.17281086770216036","0.00035685005499831187, 0.4543756139905843, 0.9267689392113505, 0.5521816818076395, 0.04220130895666653"
-5.826086956521739,-3.536231884057971,"0.005649269814543202, 0.23109947716833334, 0.018977595865430186, 0.23865597315219517, 0.005617683999498219","0.024131830879243893, 1.503808701668458, 1.961143884918258, 1.4874819639680954, 0.02343361856594542","0.00047016357174851735, 0.514357841028994, 0.9611830480447877, 0.498812595946573, 0.0003429004968502574"
-5.826086956521739,-3.420289855072464,"0.005901044253165238, 0.23659093101740003, 0.020129753411764484, 0.23148526424352328, 0.00589300707414675","0.024418819750522968, 1.4905194036280538, 1.958804496594144, 1.5014722697894918, 0.02478501023778712","0.00035950073959450463, 0.5021725339093471, 0.9588485324655955, 0.5126296078140813, 0.00043142876366191287"
-5.826086956521739,-3.3043478260869565,"0.006372428000305066, 0.22945797742454438, 0.021435922406385644, 0.2364609127871909, 0.006272759381574086","0.026428510968167226, 1.5037816109661217, 1.9560923400609003, 1.4882027519861496, 0.025494786018660325","0.0005749231189454624, 0.5155552483029296, 0.9561459282063569, 0.5009391117457931, 0.00038855861340018807"
-5.826086956521739,-3.1884057971014492,"0.0066382629760752265, 0.2347949906268243, 0.02278653138487796, 0.22915988996114922, 0.006620325051073213","0.026673201277832854, 1.490284525379957, 1.9533440252867693, 1.5025919650458974, 0.02710628300954226","0.0004109491059163147, 0.5034029526094411, 0.9534022171391566, 0.5150619768478384, 0.0005089965189609981"
-5.826086956521739,-3.072463768115942,"0.007098247144241188, 0.23088131835412912, 0.024418938754125707, 0.23019069958703392, 0.0074107961604700946","0.028333681549815942, 1.4945324489373242, 1.9498853935145937, 1.497645131625212, 0.029603344373054858","0.0005372915185078645, 0.509122496385609, 0.9499680861623081, 0.5113290324867668, 0.0008206422613395496"
-5.826086956521739,-2.9565217391304346,"0.007548015508029632, 0.229571919581946, 0.0259952054904794, 0.22932024248339938, 0.007564616936145803","0.029721801256087418, 1.4965534159745857, 1.9467050964439598, 1.4972074187375823, 0.029812267587786975","0.0005744669862099644, 0.5111741083431406, 0.946788569810984, 0.5117446899448745, 0.0005947800674116159"
-5.826086956521739,-2.8405797101449277,"0.008098281110018922, 0.2275753856914398, 0.027825705488807417, 0.2284500368006563, 0.00805059090907702","0.03148515710377872, 1.498300089217433, 1.9429259752297532, 1.4960847853755381, 0.03120399307349196","0.0006819565590726626, 0.5137396228957967, 0.9430230548697529, 0.5117826207769235, 0.0006137359770421631"
-5.826086956521739,-2.7246376811594204,"0.008619191444807894, 0.22652679845895113, 0.02983474312854445, 0.22636911531312648, 0.008650151654570221","0.03296298801087165, 1.4973299861856786, 1.938765225260294, 1.4978392767453723, 0.033102523797785055","0.0006941229171875241, 0.5140101863753422, 0.9388819714316966, 0.5144145653421511, 0.000729316634956814"
-5.826086956521739,-2.608695652173913,"0.009260721698046544, 0.2245409464218352, 0.03203192419815232, 0.22494877687697806, 0.009217630804987848","0.03492902999205839, 1.498655938074559, 1.9342421941035606, 1.4974828365068658, 0.034690001322955494","0.0007971418140577903, 0.5163169772386109, 0.9343771396910653, 0.5153324980006422, 0.0007345465476083417"
-5.826086956521739,-2.4927536231884058,"0.009931924772225265, 0.2228087235044532, 0.0344689667318257, 0.2228697674091672, 0.00992061758232879","0.036883832085428316, 1.4986571613526731, 1.929180082841559, 1.4984553804233063, 0.03682354329703398","0.000861036403767869, 0.517690997081939, 0.9293435831475685, 0.5175321974529293, 0.0008445980826901576"
-5.826086956521739,-2.3768115942028984,"0.010591110399197603, 0.22120517119904243, 0.03713517892358742, 0.22037349495442038, 0.010695044523752388","0.03862653917507282, 1.4979624699571485, 1.9236715379467273, 1.5005428149668942, 0.03919663795415913","0.0008241070546808811, 0.518571000009009, 0.9238661385187348, 0.5206607473132372, 0.000982607071692316"
