U,E_p,V,S,E_GS,Coh,E_p_bits
-5.69620253164557,0.05667050261396822,-1.1645569620253164,0.08557679162762123,-27.01892707105795,0.13536148246162852,0.08175825308585738
-5.69620253164557,0.022831397440036705,-1.0632911392405062,0.07332933801533577,-26.22248068950295,0.14028119817903634,0.03293874386330575
-5.69620253164557,0.018220360616346687,-0.9620253164556962,0.07549643173570103,-25.427859911843267,0.14606728824092,0.02628642390441227
-5.69620253164557,0.05611664433437813,-0.8607594936708861,0.09633062394460118,-24.636923103166872,0.15538610119622445,0.08095920449253713
-5.69620253164557,0.12098091328156779,-0.759493670886076,0.1388689632496116,-23.85027560189783,0.1661136220648113,0.17453856363353548
-5.69620253164557,0.12985097754861097,-0.6582278481012658,0.15089920559061357,-23.068335000549993,0.1813342767253021,0.187335361363965
-5.69620253164557,0.1314501378721018,-0.5569620253164557,0.16316301108604428,-22.295639859301655,0.20238270751142762,0.18964246203225166
-5.69620253164557,0.30018432766656034,-0.45569620253164556,0.3060235804386319,-21.559120822401265,0.23793254160132654,0.4330744408771343
-5.69620253164557,0.3589647298717682,-0.35443037974683544,0.38586361679591885,-20.8719849679366,0.3125396027353605,0.517876635640047
-5.69620253164557,0.4295412123233371,-0.25316455696202533,0.48671718691143756,-20.306587394228075,0.38901221240603523,0.6196969768763121
-5.69620253164557,0.4795006967307831,-0.1518987341772152,0.5584426709176612,-19.884678445402354,0.41171777574099794,0.6917732772763032
-5.69620253164557,0.5095947045390368,-0.05063291139240506,0.5966671783381717,-19.574428311885956,0.40541587267087303,0.7351897531017442
-5.69620253164557,0.5142822705418149,0.05063291139240506,0.5945567431504558,-19.353466110836234,0.3960612406168301,0.7419524813277931
-5.69620253164557,0.5083318040534617,0.1518987341772152,0.5731196689606238,-19.196747858578057,0.386930737478974,0.7333677728340695
-5.69620253164557,0.5022651972290397,0.25316455696202533,0.5502113781382225,-19.080517399805856,0.37225067729367656,0.7246155092534527
-5.69620253164557,0.4979732184526804,0.35443037974683544,0.5306049759046784,-18.989255996591215,0.3570441949298975,0.7184234927571991
-5.69620253164557,0.49503284859526575,0.45569620253164556,0.5143722239535731,-18.91408490935562,0.3428770450763553,0.7141814357455263
-5.69620253164557,0.49291736037868716,0.5569620253164557,0.5007867578786597,-18.849917799299288,0.33005168333349527,0.7111294313864098
