m_sdw,V,E_GS,E_p_bits,E_p,coh_1rdm,S,m_cdw,coh_2rdm,Q_2,U
3.571975740744285e-13,-1.7142857142857142,-60.11539872159315,0.025040515314882494,0.01735676259027885,0.0,0.06189490152998386,0.10990388867131025,0.0,0.0,-2.5714285714285716
1.5076709279065475e-13,-1.5510204081632653,-54.59647582072605,0.002629065368142225,0.00182232924743575,0.0,0.0758832818290086,0.10199184803706171,0.0,0.0,-2.326530612244898
6.86772814203963e-13,-1.3877551020408163,-49.110593602234474,0.041159837085179785,0.02852982502789958,0.0,0.09563335311815445,0.09067326338821699,0.0,0.0,-2.0816326530612246
5.985629118293721e-9,-1.2244897959183674,-43.67734581879877,0.012174017162620121,0.008438385672358883,0.0,0.12620579039267557,0.0730404622685855,0.0,0.0,-1.836734693877551
9.151396465365244e-9,-1.0612244897959184,-38.34120121468264,0.08734539534781982,0.06054321452023581,0.0,0.17910505029812723,0.04516720789778374,0.0,0.0,-1.5918367346938775
7.87751770325168e-9,-0.8979591836734694,-33.27172157482591,0.18086498417271812,0.12536605384133814,0.0,0.367795057339698,2.734402246558552e-5,0.0,0.0,-1.346938775510204
3.088699930740648e-14,-0.7346938775510204,-29.49714561977075,0.30914381853341233,0.21428216620397045,0.0,0.6832119827333166,1.30383331115829e-9,0.0,0.0,-1.1020408163265305
4.2090636531710857e-13,-0.5714285714285714,-26.462360939992372,0.2887742276969276,0.20016304174650124,0.0,0.7225120256362211,2.5229183821449755e-12,0.0,0.0,-0.8571428571428571
2.002366526556086e-16,-0.40816326530612246,-23.65131191806936,0.2723459080906756,0.1887757983300895,0.0,0.7385942629311242,1.0281775431053575e-12,0.0,0.0,-0.6122448979591837
1.6745137023020463e-13,-0.24489795918367346,-20.974459470547036,0.26228136023510595,0.18179958536039087,0.0,0.7465084269155923,8.491778708779358e-13,0.0,0.0,-0.3673469387755102
4.1891093768445635e-15,-0.08163265306122448,-18.394296369171443,0.2586783382559896,0.17930216083407102,0.0,0.7496643237681707,2.6889760259710525e-12,0.0,0.0,-0.12244897959183673
6.68116355890496e-16,0.08163265306122448,-15.889738308991909,0.2612343142715594,0.18107382840284214,0.0,0.7497048533543499,8.749905562004707e-13,0.0,0.0,0.12244897959183673
5.122350956097778e-13,0.24489795918367346,-13.447147511820532,0.26863575082338587,0.18620411328083386,0.0,0.7476187653168754,3.2228743483488284e-12,0.0,0.0,0.3673469387755102
5.218048215738236e-15,0.40816326530612246,-11.057229522028527,0.2790002421080242,0.1933882311927193,0.0,0.7439422191042018,2.939045832103407e-12,0.0,0.0,0.6122448979591837
9.62751703755974e-13,0.5714285714285714,-8.71358758418907,0.2912377042810079,0.20187059359513193,0.0,0.7388933024114234,5.724389216611923e-13,0.0,0.0,0.8571428571428571
7.959882752928138e-13,0.7346938775510204,-6.411855739325944,0.30472972207600746,0.21122254768979976,0.0,0.7324937174628668,5.123362052066633e-13,0.0,0.0,1.1020408163265305
7.36315770260327e-14,0.8979591836734694,-4.1490983980805245,0.31910903699807136,0.22118952928641278,0.0,0.7246666331953335,5.737315384684344e-13,0.0,0.0,1.346938775510204
4.3990406555544887e-13,1.0612244897959184,-1.9233589819023589,0.33414697725643006,0.23161303517792264,0.0,0.7153135720345102,8.90835024794764e-13,0.0,0.0,1.5918367346938775
2.9928242423998035e-13,1.2244897959183674,0.2667007940133601,0.3496949496703552,0.2423900684200584,0.0,0.7043766264498709,1.0443550786070384e-12,0.0,0.0,1.836734693877551
2.634202380034724e-14,1.3877551020408163,2.4220996270252577,0.3656478543646271,0.2534477793306349,0.0,0.6918861634782161,2.466439750849401e-13,0.0,0.0,2.0816326530612246
1.1292455066274393e-13,1.5510204081632653,4.54377980875568,0.3819166438920911,0.26472444492271885,0.0,0.6779875194949085,7.963153945768551e-13,0.0,0.0,2.326530612244898
3.748291359834915e-14,1.7142857142857142,6.632787237792094,0.3984075543561594,0.27615507301575515,0.0,0.6629396007865239,7.918110611626616e-13,0.0,0.0,2.5714285714285716
8.018486668299423e-14,1.8775510204081634,8.690378470369213,0.4150102503808224,0.2876631849549438,0.0,0.6470855097257828,5.645404778574305e-13,0.0,0.0,2.816326530612245
3.675353672199273e-13,2.0408163265306123,10.718054308550549,0.4315968509814061,0.29916014039631245,0.0,0.6308055351430726,4.957621614819021e-13,0.0,0.0,3.061224489795918
2.299747693866396e-16,2.204081632653061,12.717533195307448,0.4480302649718899,0.310550914970791,0.0,0.6144684229085559,6.364194885374478e-13,0.0,0.0,3.306122448979592
2.7845781236379707e-14,2.36734693877551,14.690687223703,0.46417698440130417,0.3217429680185817,0.0,0.5983942597162347,1.6344703368531555e-12,0.0,0.0,3.5510204081632653
3.330064398835272e-13,2.5306122448979593,16.639464596616758,0.4799190137696612,0.33265451129155044,0.0,0.5828346525241861,2.03941625492072e-12,0.0,0.0,3.795918367346939
8.683926593684126e-14,2.693877551020408,18.565816590114324,0.4951616282484812,0.3432198865419067,0.0,0.5679686870726101,2.196043347169052e-11,0.0,0.0,4.040816326530612
2.755732150408871e-16,2.857142857142857,20.471638937194356,0.5098362447695308,0.35339155560926994,0.0,0.5539095072519331,8.025804148254728e-10,0.0,0.0,4.285714285714286
8.216046890449239e-14,3.020408163265306,22.35873064030768,0.5238994113743773,0.36313939989116406,0.0,0.540716074741394,5.696049687475835e-8,0.0,0.0,4.530612244897959
2.5489233739557044e-13,3.183673469387755,24.22876892627236,0.5373294796088444,0.3724484138226125,0.0,0.5284061294935812,4.273743390927263e-9,0.0,0.0,4.775510204081633
2.070253690700241e-13,3.3469387755102042,26.083297143993086,0.5501223213849853,0.3813157360310948,0.0,0.5169679811134302,1.1261825519756234e-9,0.0,0.0,5.020408163265306
1.713510286042005e-13,3.510204081632653,27.92372205040554,0.5622870502995947,0.389747683580532,0.0,0.50637030236614,8.94237890085898e-10,0.0,0.0,5.26530612244898
2.491761757245874e-13,3.673469387755102,29.751317351799933,0.5738422079006043,0.39775710849259815,0.0,0.49656962077726574,7.403360932237543e-9,0.0,0.0,5.510204081632653
1.3470871243878183e-12,3.836734693877551,31.56723105291968,0.5848126260954083,0.4053612229338901,0.0,0.487515806108044,3.7535097340597137e-7,0.0,0.0,5.755102040816326
2.6789582457149257e-14,4.0,33.372494847526184,0.5952269911351862,0.4125799106985337,0.0,0.4791560394624757,2.539978721000884e-7,0.0,0.0,6.0
