U,V,magnetization,charge_density,doublons
-6.0,-4.0,"-1.0058516248644817e-21, -1.2197274440461925e-19, -1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.938893903907228e-18, 8.809142651444724e-20, 1.5881867761018131e-22","5.468431559523004e-7, 0.00010649419746929368, 0.0202950732497857, 1.9796708201022728, 1.9998931504460302, 1.9999994427352519, 1.9999994445582487, 1.9998935002544598, 1.9797049408862841, 0.020329194090163056, 0.00010684397720877639, 5.486596741387264e-7","2.2932515614784964e-12, 2.0007306194436016e-8, 0.00016068426284657165, 0.9798483932275319, 0.9998931732262877, 0.9999994427379877, 0.9999994445606382, 0.9998935202650847, 0.9798656248533905, 0.00017757350182293815, 2.2775167684173708e-8, 2.6257544088654168e-12"
-5.878787878787879,-3.919191919191919,"-1.6601845766184287e-19, -1.1275702593849246e-17, 0.0, 0.0, 0.0, 0.0, 0.0, -5.551115123125783e-17, 1.3010426069826053e-17, 8.470329472543003e-20, 7.146840492458159e-22, 9.719372197498075e-24","0.00011451077047010787, 0.02115247455915631, 1.978849375813582, 1.9998842680350843, 1.9999993708193466, 1.9999993704559877, 1.9998842268560673, 1.978845753503133, 0.021154246624707655, 0.00011577309020306066, 6.261216220768408e-7, 3.350637483666886e-9","2.2826490736716262e-8, 0.00017452472382787696, 0.9790238535450544, 0.9998842916466647, 0.9999993708223867, 0.9999993704590302, 0.9998842504892946, 0.9790203164846188, 0.0001745629845164464, 2.3633051392125387e-8, 3.0416029296401556e-12, 0.0"
-5.757575757575758,-3.8383838383838382,"2.302870825347629e-21, 5.421010862427522e-20, 2.6020852139652106e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 5.551115123125783e-17, -6.678685382510707e-17, -6.301925127571995e-19, -3.970466940254533e-21","7.034623065786319e-7, 0.0001260730010752715, 0.022069069724903592, 1.977930950049343, 1.9998739192489083, 1.9999992845140244, 1.999999284512449, 1.9998739192474373, 1.9779309500523778, 0.022069069721904096, 0.0001260730025390647, 7.034627366370848e-7","3.789217828500825e-12, 2.800575681727869e-8, 0.00018997440941967154, 0.978120923990676, 0.9998739472600794, 0.9999992845179528, 0.9999992845163753, 0.9998739472588832, 0.9781209239933298, 0.00018997440985486905, 2.8005760798551345e-8, 3.789247660061084e-12"
-5.636363636363637,-3.757575757575758,"-1.880317422887551e-14, -7.024267709913705e-13, 2.4906379042510807e-13, -4.561351296672456e-13, 4.988787161153141e-13, 2.868261184119092e-13, 1.4721557306529576e-13, -4.551914400963142e-15, -2.7755575615628914e-16, 1.691355389077387e-16, 5.9969932665604464e-18, -4.946937109761131e-19","8.011856497436762e-7, 0.0001375592260200753, 0.02304493055406935, 1.9769550863619556, 1.9998624314896443, 1.9999991845061387, 1.9999991845036444, 1.9998624315639204, 1.9769550929686752, 0.023044937149686667, 0.00013755930396091881, 8.011866279330296e-7","4.9110156704954544e-12, 3.331889317535018e-8, 0.0002071312530540242, 0.977162220298251, 0.999862464816438, 0.9999991845112407, 0.9999991845087445, 0.9998624648902805, 0.9771622236402172, 0.00020713451642054732, 3.331958156525122e-8, 4.911161988326834e-12"
-5.515151515151516,-3.676767676767677,"7.146840492458159e-22, 1.1519648082658485e-19, 6.938893903907228e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5153490401663703e-17, 2.236166980751353e-19, 2.117582368135751e-21","9.151817239544562e-7, 0.00015039271912734833, 0.02408749361220885, 1.9759126204355983, 1.9998495973401784, 1.9999990677313177, 1.9999990677222919, 1.999849596289419, 1.975912534479077, 0.02408740763831979, 0.00015039167482208004, 9.151759333440756e-7","6.403728461811357e-12, 3.980623142496911e-8, 0.0002263193440434371, 0.9761388965731242, 0.9998496371456359, 0.9999990677379859, 0.9999990677289532, 0.9998496361054229, 0.976138853083282, 0.0002262768615140964, 3.97965034406164e-8, 6.402154042581685e-12"
-5.393939393939394,-3.595959595959596,"4.10182745669269e-16, 3.364062500788023e-14, 2.089254984294353e-12, -3.8746783559417963e-14, -1.325606291402437e-13, -9.992007221626409e-16, 1.27675647831893e-15, 3.3306690738754696e-16, 4.335420911161236e-14, -1.963376509983572e-12, -3.207083578739278e-14, -3.993115542472929e-16","1.048612431034965e-6, 0.00016476543703306093, 0.025202752243349592, 1.9747972814174595, 1.999835221407197, 1.999998930883863, 1.999998930880801, 1.9998352214040074, 1.9747972814221604, 0.0252027522389821, 0.00016476543946082313, 1.0486132656678911e-6","8.39693069202626e-12, 4.7729993727804364e-8, 0.00024769556111266727, 0.9750449760662562, 0.9998352691492365, 0.9999989308926148, 0.999998930889547, 0.999835269146642, 0.9750449760702706, 0.00024769556233245776, 4.7730003301002656e-8, 8.397011535672002e-12"
-5.2727272727272725,-3.515151515151515,"1.503483481376383e-20, 1.565316886525947e-18, 1.1709383462843448e-16, 1.3877787807814457e-15, 1.9373391779708982e-14, 1.1985412662340877e-12, -4.0650816046650107e-13, -3.297362383136715e-14, -1.5735190928012344e-12, -5.851300347026189e-13, 1.3384383255573076e-12, 4.028046048311129e-14","1.205398162397754e-6, 0.00018090958982220387, 0.02639796681820044, 1.9736020748547878, 1.9998190746019184, 1.9999987698951038, 1.9999987698933404, 1.999819074580457, 1.9736020737079687, 0.026397965685079433, 0.00018090957600027603, 1.2053991521143501e-6","1.1083946922105603e-11, 5.749347456159015e-8, 0.00027172097152439986, 0.9738737941109974, 0.9998191321111704, 0.9999987699066845, 0.9999987699049137, 0.9998191320906162, 0.973873793529465, 0.0002717204105722916, 5.7493333086507946e-8, 1.1084030950947502e-11"
-5.151515151515151,-3.4343434343434343,"8.152692117322641e-21, 8.809142651444724e-19, 8.066464163292153e-17, -5.551115123125783e-17, 0.0, 0.0, 0.0, 0.0, 5.551115123125783e-17, -2.949029909160572e-17, -4.2012834183813297e-19, -4.182225177068108e-21","1.3903807710779009e-6, 0.00019909993508347666, 0.027681329670513462, 1.9723191320194626, 1.9998008867395611, 1.9999985797594755, 1.9999985797126567, 1.9998008809396763, 1.9723187193464136, 0.027680917008552648, 0.00019909414677101394, 1.3903410518660628e-6","1.4742868006051896e-11, 6.963140874870163e-8, 0.00029894657379481756, 0.9726178736096683, 0.9998009563300849, 0.999998579774925, 0.9999985797280948, 0.999800950593747, 0.9726176644582987, 0.0002987430557732447, 6.956917339702996e-8, 1.4729275661029307e-11"
-5.03030303030303,-3.3535353535353534,"-1.4112276594637097e-12, 5.455872705657436e-13, -1.3109270613487212e-12, 2.124633802225162e-12, 1.5498713423767185e-13, -3.774758283725532e-14, 1.4284129434827264e-12, -5.306866057708248e-13, 1.0160761121369433e-12, -2.2049228762255346e-12, 2.192601365768633e-13, 6.440498976588969e-15","1.609397550522632e-6, 0.00021963906573474787, 0.02906050057774069, 1.9709395589984404, 1.9997803377337138, 1.9999983542265523, 1.999998354228624, 1.999780337731239, 1.9709395589988354, 0.029060500578473147, 0.00021963906343262112, 1.6093996640015732e-6","1.97114104975015e-11, 8.458453990664858e-8, 0.0003292261614675638, 0.9712687833017594, 0.9997804223476311, 0.9999983542472166, 0.9999983542492892, 0.9997804223451394, 0.9712687833010358, 0.00032922616280080773, 8.458456753247955e-8, 1.9711632207060175e-11"
-4.909090909090909,-3.272727272727273,"5.488773498207866e-19, 2.5153490401663703e-17, 5.551115123125783e-17, 9.43689570931383e-16, 6.27831120425526e-14, 1.9789725413943415e-12, -7.345790642432348e-13, 1.3778977958622818e-12, -3.0297942973933623e-12, 2.9373027041245184e-13, 2.3069124165856733e-14, 2.6883840676312338e-14","0.00023910830548232658, 0.03054137842676999, 1.9694641982838945, 1.9997572270891553, 1.9999980878466368, 1.999998085551895, 1.9997570451790052, 1.9694532204815554, 0.0305467803653766, 0.00024295447225885342, 1.899371024147024e-6, 1.4626942108306151e-8","9.83156996493383e-8, 0.0003635522768237361, 0.9698275453382632, 0.9997573302933964, 0.9999980878744985, 0.9999980855798343, 0.9997571485797693, 0.9698169395934803, 0.00036371914919576054, 1.0340046818184041e-7, 2.789169730289827e-11, 0.0"
-4.787878787878788,-3.191919191919192,"2.308734679963837e-12, -8.895526459537506e-13, 2.1189387050535302e-12, -3.4710012641880894e-12, -2.5240920464852934e-13, 1.4671597270421444e-13, 3.7470027081099033e-14, 9.992007221626409e-16, 5.551115123125783e-17, 3.469446951953614e-17, 1.4501204056993622e-18, 2.064642808932357e-20","2.1813945852603544e-6, 0.0002694047759984858, 0.03215102894483958, 1.967849061351506, 1.9997305605434437, 1.9999977639637931, 1.999997763971904, 1.9997305605231404, 1.9678490603924415, 0.032151027988442486, 0.0002694047574872897, 2.1813924129468964e-6","3.61094797822851e-11, 1.2697311320382884e-7, 0.000402871760578842, 0.9682519295499612, 0.9997306875701257, 0.999997764001837, 0.9999977640099671, 0.9997306875501611, 0.9682519290610981, 0.00040287129335645416, 1.2697298075593436e-7, 3.6109943098242456e-11"
-4.666666666666667,-3.111111111111111,"-1.7152417181899582e-20, -1.5449880957918438e-18, -2.42861286636753e-17, 5.551115123125783e-17, 0.0, 0.0, 0.0, 0.0, 0.0, -1.3877787807814457e-17, -1.0842021724855044e-19, 0.0","2.555349060977052e-6, 0.00029962538509050384, 0.033886334764288865, 1.9661135454911345, 1.9997003278714944, 1.9999973770908066, 1.9999973771251645, 1.9997003318349376, 1.966113775541513, 0.033886564817071516, 0.0002996293459004537, 2.5553835330324075e-6","4.9469781615874463e-11, 1.5685726707699966e-7, 0.00044746758538849875, 0.9665611221604306, 0.999700484855044, 0.9999973771430807, 0.9999973771774413, 0.999700488766007, 0.9665612390969963, 0.0004475807008396498, 1.569095121901958e-7, 4.948760746536954e-11"
-4.545454545454546,-3.0303030303030303,"-6.2341624917916505e-19, -8.500145032286355e-17, 5.551115123125783e-17, 0.0, 0.0, 0.0, 0.0, -5.551115123125783e-17, 6.938893903907228e-17, 1.5043305143236374e-18, 1.4293680984916318e-20, 1.224227306578481e-22","0.00032808451883459706, 0.03575883878814265, 1.9642501195771378, 1.9996660426149466, 1.9999969144288319, 1.9999969093423084, 1.999665697587644, 1.9642324305589671, 0.03576757127857438, 0.00033430164757168666, 3.0621022477509422e-6, 2.755480363708283e-8","1.838180766448845e-7, 0.0004981348587558717, 0.9647478677719082, 0.9996662371397169, 0.999996914501031, 0.999996909414778, 0.9996658926219755, 0.9647308795226521, 0.0004984490329296609, 1.950334417982374e-7, 7.234880136896155e-11, 0.0"
-4.424242424242424,-2.9494949494949494,"1.0693790959085542e-20, 1.0028870095490916e-18, 5.551115123125783e-17, -5.551115123125783e-17, 0.0, -1.3322676295501878e-15, -6.872280522429719e-14, -2.19957385638736e-12, -3.8347103270552907e-13, 4.0370484732932255e-14, 1.1309856995161613e-12, 1.4818432403297161e-12","3.554418001806603e-6, 0.00037406207265921267, 0.03781149292394885, 1.962188678290874, 1.9996258717529054, 1.9999963405400591, 1.9999963405408412, 1.9996258717488493, 1.9621886782967228, 0.03781149292033709, 0.00037406207349053753, 3.554421308111269e-6","9.535169523673998e-11, 2.4376016214289537e-7, 0.0005569425013335547, 0.9627456137940933, 0.9996261156559559, 0.9999963406414659, 0.9999963406422548, 0.9996261156518428, 0.9627456137968952, 0.0005569425007015924, 2.437602941141035e-7, 9.535278028347637e-11"
-4.303030303030303,-2.8686868686868685,"1.6807688866995324e-12, -3.191552789194238e-13, 1.6836306654388622e-12, -1.190436638154324e-12, -1.840194663316197e-12, -1.4988010832439613e-14, 3.3306690738754696e-16, 5.551115123125783e-17, -5.551115123125783e-17, 4.336808689942018e-17, -2.0328790734103208e-19, -4.446922973085077e-21","4.222920739917218e-6, 0.00042005263337472503, 0.040037929556278176, 1.959962285845064, 1.9995798642695255, 1.999995644766596, 1.9999956447680967, 1.9995798642761584, 1.9599622858731292, 0.040037929547175874, 0.0004200526270203923, 4.222916842900179e-6","1.342941599942714e-10, 3.0686571463978665e-7, 0.0006243360482025145, 0.9605866125575655, 0.9995801713367783, 0.9999956449100079, 0.9999956449115368, 0.9995801713433501, 0.9605866125773385, 0.0006243360499573841, 3.0686589794067957e-7, 1.3429639019727215e-10"
-4.181818181818182,-2.787878787878788,"1.164670302474663e-20, 8.809142651444724e-19, 6.765421556309548e-17, -5.551115123125783e-17, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.303929616531697e-19, 2.752857078576476e-21","5.0438627848061244e-6, 0.0004734150745152859, 0.042469469604541746, 1.9575308033433245, 1.999526479836732, 1.9999947882765767, 1.9999947882802263, 1.9995264798351995, 1.9575308033435352, 0.042469469602843445, 0.000473415074799297, 5.043864911173778e-6","1.9111209746232155e-10, 3.890562721127087e-7, 0.0007023136040944305, 0.9582331043626161, 0.9995268691802739, 0.9999947884814349, 0.9999947884850522, 0.9995268691786019, 0.9582331043656919, 0.0007023136017320391, 3.8905649166773576e-7, 1.911122431966276e-10"
-4.0606060606060606,-2.707070707070707,"2.2114851182947204e-14, 7.491732928466277e-13, -5.25135490647699e-13, 3.700373341075647e-13, -9.992007221626409e-14, 1.325606291402437e-13, 1.4765966227514582e-13, 1.5509815654013437e-13, -9.222882874082572e-13, -2.8562953868424557e-14, -7.587456443708005e-16, -1.6227172653367168e-17","0.0005231250062966014, 0.04511485223102356, 1.9549009571414064, 1.9994650355623769, 1.9999937420708664, 1.9999937267723495, 1.9994642201602235, 1.9548673868734932, 0.04513483193481639, 0.0005358510959074087, 6.201000068096869e-6, 7.015118526343265e-8","4.614323375743258e-7, 0.0007921591923692759, 0.955693214794396, 0.9994655431554067, 0.9999937423747415, 0.9999937270680765, 0.9994647176052845, 0.9556603445635895, 0.0007940402891329388, 5.096680572823358e-7, 3.052961576622914e-10, 0.0"
-3.9393939393939394,-2.6262626262626263,"2.414043899674756e-20, 1.328147661294743e-18, 4.336808689942018e-17, -5.551115123125783e-17, 0.0, 0.0, 0.0, 0.0, -1.1102230246251565e-16, 8.847089727481716e-17, 3.5236570605778894e-19, -8.470329472543003e-22","7.3216516282278315e-6, 0.0006085502682535548, 0.0480577196244546, 1.951942728872976, 1.999391277847821, 1.999992401734825, 1.9999924017384147, 1.99939127784946, 1.9519427288741016, 0.04805771961337309, 0.0006085502693926037, 7.321655290667962e-6","4.003518607940374e-10, 6.400469767735022e-7, 0.0008988149093661707, 0.952841520285445, 0.9993919184984096, 0.999992402167978, 0.9999924021715918, 0.9993919185001537, 0.9528415202913824, 0.0008988149051285857, 6.400469486121753e-7, 4.0035200248071593e-10"
-3.8181818181818183,-2.5454545454545454,"3.4423418976414766e-18, 2.0122792321330962e-16, -3.885780586188048e-16, -1.609823385706477e-15, -5.56776846849516e-14, -1.000532989792191e-12, 2.775002450050579e-13, -1.6067147612375265e-12, 9.91188034427104e-13, 1.5296173073824082e-12, -1.4398797138395866e-13, 1.035639106127376e-14","0.0006760117333807197, 0.051255470991523236, 1.948770945489784, 1.9993067567511416, 1.9999907658555944, 1.9999907345787011, 1.9993052597413477, 1.94871825892772, 0.051281799828391636, 0.0006947367726647147, 9.142102753189172e-6, 1.1722699649020575e-7","7.640256688844461e-7, 0.0010217960769753815, 0.9497911212271254, 0.9993075846580498, 0.9999907664941821, 0.9999907352221851, 0.999306092129087, 0.9497413882632346, 0.0010231530018658566, 8.323997681385989e-7, 6.402455426521816e-10, 0.0"
-3.696969696969697,-2.4646464646464645,"3.76258269332852e-14, 9.428274133638226e-13, -3.3306690738754696e-13, 1.1106116026837753e-12, 2.9465319073551655e-13, 3.876343690478734e-13, 7.862044348883046e-13, 4.672928710647284e-13, -3.2124875676275977e-12, -4.0474286248926017e-13, -7.382012329296443e-14, -2.697940266541505e-15","0.0007736853581264837, 0.05481445961762327, 1.9452178902387898, 1.9992052537154943, 1.999988663415539, 1.9999886194785303, 1.9992032821027128, 1.9451532473372388, 0.054846814220435275, 0.0007967125304105656, 1.1218353315481537e-5, 1.5363177596520433e-7","9.95773205186168e-7, 0.0011681499179311363, 0.9463839095714428, 0.9992063385333837, 0.9999886643741118, 0.9999886204455684, 0.9992043736615344, 0.9463231434181906, 0.0011699191084040994, 1.091565503486879e-6, 9.622460085950652e-10, 0.0"
-3.5757575757575757,-2.3838383838383836,"1.3806637040245096e-19, -6.69494841509799e-18, -1.8041124150158794e-16, 1.6653345369377348e-16, 0.0, 0.0, 0.0, 0.0, 5.551115123125783e-17, -1.9081958235744878e-17, 5.963111948670274e-19, -2.0032329202564203e-19","1.3462188705066829e-5, 0.0009179986631961841, 0.05880333257213495, 1.9411976773608575, 1.999081617602449, 1.9999859116161312, 1.9999859116133825, 1.9990816176031008, 1.9411976773458077, 0.058803332580274814, 0.0009179986693100492, 1.3462184662851133e-5","1.3374755386085985e-9, 1.4436625193429678e-6, 0.0013442019839160404, 0.9425418141154162, 0.9990830632988835, 0.9999859130926992, 0.9999859130900128, 0.9990830632981225, 0.9425418141035301, 0.0013442019835879265, 1.4436641791742838e-6, 1.3374787380372094e-9"
-3.4545454545454546,-2.303030303030303,"-7.284483346386983e-20, -3.577867169202165e-18, -1.0061396160665481e-16, 1.1102230246251565e-16, 1.1102230246251565e-16, 2.6645352591003757e-15, 3.907985046680551e-14, -3.774758283725532e-15, -1.5709655798445965e-14, 4.7802040104016896e-14, -2.364438939778113e-14, -4.659791161872734e-14","1.6750156782988516e-5, 0.0010641679383111501, 0.06321333972704085, 1.9367861577212242, 1.9989352597515067, 1.9999824090502312, 1.9999824100609735, 1.9989353202810178, 1.9367880117563607, 0.06321519399503707, 0.0010642284314286092, 1.6751130084464945e-5","2.059853034546719e-9, 1.9326997066023215e-6, 0.0015526265640749789, 0.9383395889123909, 0.9989371970859643, 0.9999824113484733, 0.9999824123573985, 0.998937256130627, 0.9383405442030219, 0.0015535254528893858, 1.9341866369237494e-6, 2.0615281905271647e-9"
-3.3333333333333335,-2.2222222222222223,"-1.1470288084690188e-14, -4.104941213334268e-14, 1.2063162968534158e-12, 5.0237591864288333e-14, -7.216449660063518e-15, 5.394573676653636e-13, 2.999822612537173e-13, -8.833489495430058e-13, 7.910894161966553e-12, -7.23584733797189e-12, -1.3044331782265106e-12, -5.235505734187736e-13","2.1026894598141315e-5, 0.0012412238091702903, 0.068150114754893, 1.93185171758513, 1.9987580858483376, 1.9999778333009601, 1.9999778332957987, 1.9987580857588179, 1.9318517154571222, 0.06815011265344642, 0.0012412237464972018, 2.1026895233912092e-5","3.226548162775466e-9, 2.6179840784521363e-6, 0.001803585073189535, 0.9336551638067159, 0.9987607087703, 0.9999778369221869, 0.9999778369177031, 0.9987607086835213, 0.9336551626967771, 0.0018035840469249017, 2.6179882987327456e-6, 3.2265651685492627e-9"
-3.212121212121212,-2.1414141414141414,"-3.6422416731934915e-20, 0.0, 6.938893903907228e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 5.551115123125783e-17, -3.469446951953614e-17, -4.824699667560495e-18, -9.317362419797304e-20","2.6652568273620592e-5, 0.0014575180486794026, 0.07370306236482807, 1.926299448296027, 1.9985415386481322, 1.999971779752308, 1.9999717797521246, 1.9985415386503302, 1.9262994485839897, 0.07370306270605427, 0.0014575180584476184, 2.665257081521802e-5","5.148293926444323e-9, 3.5919495859051153e-6, 0.0021080753089393676, 0.9284073185651773, 0.9985451384999188, 0.9999717855881808, 0.999971785587877, 0.9985451385018825, 0.928407318707577, 0.0021080754628279665, 3.5919503282456174e-6, 5.148300474338428e-9"
-3.090909090909091,-2.0606060606060606,"-1.4459019962912269e-11, -1.1776760794855734e-10, -5.956950419050422e-10, 1.9110755200557605e-9, -1.1121078502540627e-9, -6.634542915051611e-11, -1.7824630660356888e-12, -2.9004576518332215e-12, 5.269479297353996e-11, -4.547366649898521e-11, -5.397296704619942e-12, -1.8414839355533445e-12","3.449686716725136e-5, 0.001741255293055708, 0.08038310429668445, 1.920038199855044, 1.9982748412303404, 1.9999636713677362, 1.9999633015564067, 1.9982574153333375, 1.9196204118831148, 0.07996529689092849, 0.0017238680327072296, 3.413739348897394e-5","9.331385569239012e-9, 5.535159312689448e-6, 0.0026810229755343273, 0.9225179746492665, 0.9982798453590827, 0.9999636806757772, 0.9999633119759803, 0.9982629648703565, 0.9223011053907333, 0.0024800938779882585, 4.9966939439001585e-6, 8.378593067786625e-9"
-2.9696969696969697,-1.97979797979798,"-2.7143804781984415e-12, -1.1272970404374583e-10, 1.9862578248819318e-10, -8.999689882216444e-12, -6.491018833543194e-11, -1.0552048124168323e-10, 2.841572588341279e-9, 2.2359821050255135e-8, -2.3238974727196604e-8, -1.6008225840833529e-9, -2.5734772374157275e-10, -8.000053785277733e-12","0.0019537217353015586, 0.08664103200140122, 1.9055895693927347, 1.9976027764763746, 1.9999447683882399, 1.999952620535251, 1.9979494528276232, 1.9132242330109919, 0.09467559166032499, 0.0024104621889926093, 5.459871656473927e-5, 1.1730661907937188e-6","6.082542099632144e-6, 0.0029176264312390575, 0.9122795320013305, 0.9976218795628795, 0.9999448155202827, 0.9999526388392397, 0.9979565114181153, 0.9161530302941759, 0.006714925995080289, 1.9215029548652413e-5, 4.51783903625932e-8, 8.860137982861808e-11"
-2.8484848484848486,-1.898989898989899,"3.1560790222581736e-12, -1.7005858526930595e-11, 6.779354855268593e-12, 2.1966872765233347e-12, 1.4176770868346011e-11, 1.6194356966536816e-10, 4.71293282178209e-10, -9.689346547325783e-10, -3.698424067000161e-10, 7.381358052994252e-10, -3.726603735275109e-11, -4.632809007700199e-12","0.002346983615479267, 0.09501159273189666, 1.9027951286378055, 1.9974251544009136, 1.9999351033481447, 1.9999373775073122, 1.9975241946240927, 1.9048096457107473, 0.09755520514184277, 0.0025940708653618967, 6.40436511264559e-5, 1.499765281808525e-6","8.645943631119428e-6, 0.0034945629641556946, 0.9073988632498527, 0.9974395110373729, 0.9999351452145058, 0.9999374076517348, 0.9975343728936241, 0.9083202368572922, 0.004639572092393032, 1.4547762681893614e-5, 4.031439851504772e-8, 9.317662612904823e-11"
