U,V,magnetization,charge_density,doublons
0.0,0.0,"NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN"
0.3157894736842105,0.21052631578947367,"NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN"
0.631578947368421,0.42105263157894735,"NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN"
0.9473684210526315,0.631578947368421,"NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN"
1.263157894736842,0.8421052631578947,"NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN"
1.5789473684210527,1.0526315789473684,"NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN"
1.894736842105263,1.263157894736842,"NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN"
2.210526315789474,1.4736842105263157,"NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN"
2.526315789473684,1.6842105263157894,"NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN"
2.8421052631578947,1.894736842105263,"NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN"
3.1578947368421053,2.1052631578947367,"NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN"
3.473684210526316,2.3157894736842106,"NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN"
3.789473684210526,2.526315789473684,"NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN"
4.105263157894737,2.736842105263158,"NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN"
4.421052631578948,2.9473684210526314,"NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN"
4.7368421052631575,3.1578947368421053,"NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN"
5.052631578947368,3.3684210526315788,"NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN"
5.368421052631579,3.5789473684210527,"NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN"
5.684210526315789,3.789473684210526,"NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN"
6.0,4.0,"NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN","NaN, NaN, NaN, NaN, NaN"
