m_sdw,V,E_GS,E_p_bits,E_p,coh_1rdm,Q_2_bits,S,m_cdw,coh_2rdm,Q_2,U
NaN,-4.0,NaN,0.009451974672247676,0.006551609594792618,0.24429198194263813,0.012688452158487351,NaN,NaN,0.5806009229159981,0.008794964839325292,-6.0
NaN,-3.836734693877551,NaN,0.009808458516942675,0.006798705366657831,0.24866096883572764,0.013180439143723799,NaN,NaN,0.5925629501629963,0.009135984231014138,-6.0
NaN,-3.673469387755102,NaN,0.010464438167093082,0.007253395811664509,0.2532757981412328,0.014077235124279497,NaN,NaN,0.6057983038257618,0.009757595836473953,-6.0
NaN,-3.510204081632653,NaN,0.011180389227096299,0.0077496552703244515,0.2580938001525426,0.015061705408649484,NaN,NaN,0.619719973312407,0.010439978638429714,-6.0
NaN,-3.3469387755102042,NaN,0.012045247997641173,0.008349129688710377,0.2631472218059965,0.016253976699472705,NaN,NaN,0.6345767148905825,0.01126639812212682,-6.0
NaN,-3.183673469387755,NaN,0.013003544391349653,0.009013370132149756,0.268446109502142,0.017582039506498948,NaN,NaN,0.6502988876634784,0.012186941112423133,-6.0
NaN,-3.020408163265306,NaN,0.01410489808518145,0.009776770339829044,0.27402162697791566,0.019115397100256448,NaN,NaN,0.6670582751464067,0.013249783605326693,-6.0
NaN,-2.857142857142857,NaN,0.015397891130949581,0.010673004823986698,0.2799115048767158,0.02092311291468274,NaN,NaN,0.6850517548636673,0.014502796725349931,-6.0
NaN,-2.693877551020408,NaN,0.016896258774507178,0.011711594131560865,0.28614682306926986,0.02302930315391105,NaN,NaN,0.7043587990779437,0.015962696551393707,-6.0
NaN,-2.5306122448979593,NaN,0.018672616607529946,0.012942871555186253,0.2927838912198195,0.025538870005616054,NaN,NaN,0.7252599661154704,0.017702195739079496,-6.0
NaN,-2.36734693877551,NaN,0.020829658947846053,0.01443801937172462,0.29989030411269013,0.028600007212183254,NaN,NaN,0.7481137539978348,0.01982401436311898,-6.0
NaN,-2.204081632653061,NaN,0.023416393521068724,0.016231007148010956,0.30753304117266267,0.03229341045242151,NaN,NaN,0.7731158893519706,0.022384086405761172,-6.0
NaN,-2.0408163265306123,NaN,0.02660297440546744,0.018439776703658373,0.3158240835474653,0.03686902411861315,NaN,NaN,0.8008223264285697,0.025555660117813517,-6.0
NaN,-1.8775510204081634,NaN,0.030596921471743865,0.021208169851953285,0.324905268558622,0.042637643709073636,NaN,NaN,0.8318775787485243,0.029554162522664074,-6.0
NaN,-1.7142857142857142,NaN,0.03570175625748995,0.02474657169091743,0.3349723349055752,0.050056003896433054,NaN,NaN,0.8671711711051111,0.03469617797091029,-6.0
NaN,-1.5510204081632653,NaN,0.04237846262766887,0.029374511886833377,0.3463047874316947,0.05982130700693311,NaN,NaN,0.9079742471099181,0.041464970289266656,-6.0
NaN,-1.3877551020408163,NaN,0.05134996536969805,0.03559308371785708,0.35931600784227946,0.07303374383681005,NaN,NaN,0.9561630827910206,0.050623133626222394,-6.0
NaN,-1.2244897959183674,NaN,0.06380140489146768,0.04422376391628435,0.37464488389343287,0.09150988339781119,NaN,NaN,1.0146279961197675,0.0634298176705621,-6.0
NaN,-1.0612244897959184,NaN,0.08177492018749533,0.05668205536847726,0.39333007188663305,0.11840732617321592,NaN,NaN,1.0880414244909313,0.08207370429460625,-6.0
NaN,-0.8979591836734694,NaN,0.10900418173184612,0.07555594123667309,0.41716338822333143,0.15956188035652108,NaN,NaN,1.1843954782057613,0.11059986749396566,-6.0
NaN,-0.7346938775510204,NaN,0.15278518812484965,0.10590262238006054,0.44944524167239885,0.22653371128073285,NaN,NaN,1.3193541569397684,0.15702120327602076,-6.0
NaN,-0.5714285714285714,NaN,0.2282328132111595,0.15819893098857984,0.49658666020374964,0.34368390050945274,NaN,NaN,1.5211224520423496,0.23822352664197188,-6.0
NaN,-0.40816326530612246,NaN,0.3654446962344675,0.2533069608455072,0.5701877497368636,0.5604174003207785,NaN,NaN,1.8403331142618065,0.3884517409690824,-6.0
NaN,-0.24489795918367346,NaN,0.586971431389645,0.4068575927369684,0.6729943605908293,0.911639336363816,NaN,NaN,2.285543402511978,0.6319002356881183,-6.0
NaN,-0.08163265306122448,NaN,0.7467508876474338,0.5176082723534552,0.7190489475401087,1.1280930887452212,NaN,NaN,2.4806855238218497,0.7819345438729104,-6.0
NaN,0.08163265306122448,NaN,0.7607694647323235,0.5273252095353085,0.6971830330443485,1.0914637857963498,NaN,NaN,2.318314366352788,0.7565450458080236,-6.0
NaN,0.24489795918367346,NaN,0.7545911104684802,0.523042700696825,0.6694532980279164,1.0509162206211569,NaN,NaN,2.157592579723298,0.7284396153282682,-6.0
NaN,0.40816326530612246,NaN,0.7522578462114966,0.5214254051555958,0.6372395905991468,1.0317973432429284,NaN,NaN,2.0109547888483053,0.7151874193780778,-6.0
NaN,0.5714285714285714,NaN,0.7519946750245836,0.5212429887893826,0.608289713055449,1.0241466940928383,NaN,NaN,1.8917556961190567,0.7098843934902397,-6.0
NaN,0.7346938775510204,NaN,0.7524682821924693,0.5215712682624953,0.5829702241397758,1.021687140240704,NaN,NaN,1.7939835315199761,0.7081795606721975,-6.0
NaN,0.8979591836734694,NaN,0.7531735499164975,0.5220601225969455,0.5606607545830181,1.0215698724864897,NaN,NaN,1.7118264703070185,0.7080982768589932,-6.0
NaN,1.0612244897959184,NaN,0.753928373916454,0.5225833267243343,0.5407598507858936,1.0225149933331563,NaN,NaN,1.6412515145569535,0.7087533847091487,-6.0
NaN,1.2244897959183674,NaN,0.7546684365324148,0.523096299040025,0.5228034296295785,1.0239283567491255,NaN,NaN,1.5795423842663694,0.7097330535760338,-6.0
NaN,1.3877551020408163,NaN,0.7553731976567426,0.5235848022263214,0.5064449640252857,1.0255253554320265,NaN,NaN,1.524782783192095,0.710840008710445,-6.0
NaN,1.5510204081632653,NaN,0.7560385013966666,0.524045955637866,0.49142353075241885,1.027167075726724,NaN,NaN,1.4756323663785622,0.7119779625039828,-6.0
NaN,1.7142857142857142,NaN,0.7566660694450129,0.5244809526611864,0.47753893082191023,1.0287857603752948,NaN,NaN,1.4311059885644561,0.7130999492043553,-6.0
NaN,1.8775510204081634,NaN,0.7572593810228532,0.5248922049085596,0.46463438772789256,1.0303493711939185,NaN,NaN,1.3904591012541478,0.7141837616347768,-6.0
NaN,2.0408163265306123,NaN,0.7578221145851205,0.5252822620906519,0.4525847585789391,1.0318441498302349,NaN,NaN,1.353115294615379,0.7152198632321012,-6.0
NaN,2.204081632653061,NaN,0.7583574972294609,0.5256533610610974,0.44128833742599727,1.0332655914034667,NaN,NaN,1.3186183551292943,0.7162051314509172,-6.0
NaN,2.36734693877551,NaN,0.7588683707751755,0.5260074716189325,0.4306613438667731,1.0346141279366248,NaN,NaN,1.2866018918780884,0.7171398657467578,-6.0
NaN,2.5306122448979593,NaN,0.7593569210723197,0.5263461088799593,0.4206336843985119,1.035892342724189,NaN,NaN,1.256765187400531,0.7180258567229081,-6.0
NaN,2.693877551020408,NaN,0.7598250453374478,0.5266705878944848,0.41114613944609935,1.0371039440174452,NaN,NaN,1.2288701790525105,0.718865674743292,-6.0
NaN,2.857142857142857,NaN,0.7602742109501164,0.5269819257725106,0.4021480990487265,1.0382529312358142,NaN,NaN,1.2026953675667738,0.7196620919942034,-6.0
NaN,3.020408163265306,NaN,0.7607056425726557,0.5272809713852775,0.3935959377767104,1.0393433361575335,NaN,NaN,1.1780647093749321,0.7204179030913611,-6.0
NaN,3.183673469387755,NaN,0.7611203250795233,0.5275684073957405,0.38545178729138163,1.0403789103153187,NaN,NaN,1.1548280698689686,0.7211357083990917,-6.0
NaN,3.3469387755102042,NaN,0.7615191388146783,0.5278448440118317,0.3776825385682565,1.0413633336636123,NaN,NaN,1.1328557688636147,0.7218180586674383,-6.0
NaN,3.510204081632653,NaN,0.7619027661699733,0.5281107542315404,0.37025871503990837,1.0422997671535703,NaN,NaN,1.1120339657469083,0.7224671449007847,-6.0
NaN,3.673469387755102,NaN,0.7622718721266608,0.5283665989847459,0.3631546320329846,1.0431912378966501,NaN,NaN,1.092265245000098,0.7230850653329015,-6.0
NaN,3.836734693877551,NaN,0.7626270154486665,0.5286127655770889,0.35634726591795896,1.044040498344443,NaN,NaN,1.0734625028308888,0.7236737278178507,-6.0
NaN,4.0,NaN,0.7629687778449261,0.5288496572184778,0.34981650624286154,1.044850147596966,NaN,NaN,1.055552436403269,0.7242349339144796,-6.0
NaN,-4.0,NaN,0.009941803961419637,0.006891133385537707,0.2524679675216246,0.013341916799354703,NaN,NaN,0.6018057046023622,0.009247912012737558,-5.755102040816326
NaN,-3.836734693877551,NaN,0.010553371168207981,0.007315039470646267,0.25715945907028814,0.014172054382425081,NaN,NaN,0.6151447613041876,0.009823319537920039,-5.755102040816326
