m_sdw,V,E_GS,E_p_bits,E_p,coh_1rdm,S,Q_2_bits,m_cdw,coh_2rdm,Q_2,U
3.4788903158182716e-15,-4.0,-94.4027660688422,0.0085552365663486,0.005930038104988711,0.0005250241064759706,0.01956922927392669,0.02763951004283438,0.18827388846074894,0.10235651787370226,0.019158248458249094,-6.0
3.4072011079331864e-15,-3.8840579710144927,-92.55261164008124,0.006029723675849308,0.004179485965470686,0.00033416894814861857,0.016342027189883514,0.00011163682214387904,0.19172230229219642,0.09946712631641197,7.73807485154876e-5,-6.0
4.263960060711753e-15,-3.7681159420289854,-90.70259011638915,9.034432812971005e-5,6.262191632266934e-5,0.02789008610644468,0.016749953737236523,0.00013557882963066703,0.19151129698652447,0.10111370784909643,9.397608350214526e-5,-6.0
3.0203704121101184e-16,-3.652173913043478,-88.85270802895215,0.08020741500042972,0.05559554356754948,0.007447871670810538,0.09716402825898608,0.3122960846290912,0.0775841391440478,0.12162608005900968,0.21646715056056465,-6.0
6.346104709749253e-8,-3.536231884057971,-87.00164840008529,0.15136465544935884,0.10491798416115072,0.03660303048600364,0.08564534453005644,0.2780528875484425,0.10245804765302997,0.11875037413144944,0.19273157505075478,-6.0
2.6454143902886164e-17,-3.420289855072464,-85.1533913060176,0.006698279710430466,0.004642893695887551,0.00040223718256938756,0.01808204482887137,0.00024600959923404275,0.19081918253870053,0.10650473255320408,0.000170520860099721,-6.0
1.0543146149416364e-17,-3.3043478260869565,-83.30397289062448,0.003115314075575082,0.0021593711680436556,0.029538744607064085,0.019044962699874324,0.005194338445522639,0.19008772874713623,0.11015884733563287,0.003600441048388525,-6.0
6.507934128256081e-18,-3.1884057971014492,-81.45472662147355,0.007082915847676841,0.004909503149960415,0.00044402335833681843,0.019073169917624345,0.0003491922968956729,0.19030126857217095,0.11041889394989465,0.00024204165606622752,-6.0
4.245170312960943e-18,-3.072463768115942,-79.6056628262873,0.007827481987075391,0.005425597070224608,0.03038598350486876,0.02107386234221046,0.013365052000620992,0.1885492475872348,0.11568493369075714,0.009263948112267606,-6.0
3.5550317432793397e-16,-2.9565217391304346,-77.75679301911002,0.007514763671331526,0.005208837251357679,0.0004930045383004924,0.020170058577861628,0.0005935360811717416,0.18972119926219005,0.11498078219748303,0.0004114078612245109,-6.0
2.1462581550513208e-15,-2.8405797101449277,-75.90813006538023,0.0004127374315747723,0.0002860877870078937,0.03155666198661643,0.020768039943582874,0.0008244660258283076,0.1894001018582283,0.11745843182106044,0.0005714763012711899,-6.0
1.0445166460275671e-15,-2.7246376811594204,-74.05968843135504,0.1223760640817364,0.08482462378627842,0.021282599390567578,0.10024764075234356,0.312069765775953,0.07725873695338945,0.1394576822396487,0.21631027828560523,-6.0
1.2414993692817626e-14,-2.608695652173913,-72.21148480389151,0.00040680269918125234,0.0002819741439816781,0.032681556402450566,0.022030624695521483,0.000915791113919262,0.18873341160452664,0.12229591974034412,0.0006347780285955729,-6.0
1.9386466580282798e-20,-2.4927536231884058,-70.3635379282053,0.008533196614000538,0.005914761174158123,0.0006177732564133315,0.02272607554269568,0.0010956989966581787,0.18835956631833964,0.12498170813614541,0.0007594806702759804,-6.0
9.970336307187382e-16,-2.3768115942028984,-68.51586977081033,0.009073939878886605,0.006289575843620554,0.0006797076504158372,0.023789846492639898,0.004731689608592049,0.1876355087785242,0.12956651589146667,0.003279757311480669,-6.0
1.2322169448534572e-17,-2.260869565217391,-66.6685059522981,0.015804344302118523,0.010954736693612244,0.0013582386564649686,0.033075271859804856,0.05942638830704006,0.1785085969964721,0.13933313983206763,0.041191233505885716,-6.0
7.185349066635887e-15,-2.1449275362318843,-64.82147707402113,0.01214186479953705,0.00841609935253862,0.0010134024117859023,0.02862787001328714,0.029110141614020257,0.18351081572761435,0.13992349651015187,0.02017761258545958,-6.0
8.264161653181307e-18,-2.028985507246377,-62.97481933660981,0.0009888683392103026,0.0006854313012683022,0.03606585635771058,0.02602766292291735,0.002474426621265735,0.18654327289554923,0.1381204409931344,0.0017151418360326076,-6.0
6.542626567014127e-14,-1.9130434782608696,-61.12857750209875,0.010328392183858615,0.007159095921958514,0.0008636466953042842,0.027025186943286084,0.0030706419212220837,0.185979373766436,0.14207953961271147,0.0021284067902054282,-6.0
1.0909781014855247e-14,-1.7971014492753623,-59.28280682292369,0.010804508899513898,0.00748911488103321,0.0009334658000253467,0.028118259618814267,0.0038386522522246835,0.18535200285232517,0.14644628808615354,0.0026607509857794476,-6.0
3.2832263036854154e-12,-1.681159420289855,-57.437577314946154,0.0018484243409653267,0.001281230120418364,0.03870395610766385,0.029327375712750924,0.004829696971826891,0.1846459477175342,0.1511663485156795,0.003347690838980899,-6.0
4.107267079219485e-12,-1.565217391304348,-55.592979619266515,0.01195778871339126,0.00828850753241861,0.0011089281753643902,0.03068238243938768,0.006138522185039186,0.18383828353205695,0.15649771167784465,0.004254899345364382,-6.0
3.4026368297946328e-12,-1.4492753623188406,-53.749131933481856,0.12179859763401923,0.08442435454617536,0.021278813739806616,0.12267589627868607,0.3575935062372091,0.021706612959311977,0.18402575214500025,0.2478649306348668,-6.0
1.3645087710143885e-11,-1.3333333333333333,-51.906205755077124,0.003977025439500181,0.002756663970404638,0.04217775701038926,0.03404712473666656,0.010614081262267483,0.1817422185060738,0.16993657927912717,0.007357120501175096,-6.0
2.804756924653451e-11,-1.2173913043478262,-50.064427870785536,0.004975123128343473,0.0034484925693498703,0.0436524895482278,0.03614587367408978,0.013585928336521391,0.18039655725156709,0.17727582438756506,0.009417047921749244,-6.0
2.6979215580443308e-11,-1.1014492753623188,-48.224148396224095,0.02633437495067925,0.018253597748871808,0.0445750815876979,0.044072645508030764,0.05545329573567592,0.17328342993339,0.1955813938206459,0.03843729559194031,-6.0
7.555488223929294e-12,-0.9855072463768116,-46.385897633553654,0.00914282887587925,0.006337326057657133,0.04743261443650677,0.04215205629006576,0.025433946540913688,0.17628942354057675,0.19885056886987734,0.017629468335346843,-6.0
1.0740977718810422e-10,-0.8695652173913043,-44.55057571066169,0.013280808635153019,0.009205555061012394,0.05001205783259405,0.04684179895298492,0.03708665935162081,0.1728808753513726,0.21524249621246677,0.025706513365963524,-6.0
1.472302129150937e-10,-0.7536231884057971,-42.71981711532558,0.04777367936364696,0.033114191155886985,0.051759580533582,0.06320712025218554,0.11379006208659082,0.15804325428548813,0.24996313012232738,0.07887326071106138,-6.0
3.451356231591715e-10,-0.6376811594202898,-40.89683836424715,0.03192948050219302,0.022131829386838664,0.0048406236833414655,0.06527508034917792,0.08959794563503731,0.1587284139347734,0.2712382859173528,0.062104563400889656,-6.0
6.0601957927402085e-9,-0.5217391304347826,-39.089718832114684,0.05463891241507923,0.037872808089373766,0.06723753115129426,0.08824207472661963,0.15977979786124852,0.1406640754687466,0.33189721282473483,0.1107509163979632,-6.0
9.41760563947288e-8,-0.4057971014492754,-37.3293058357703,0.1789436191255569,0.12403426507607218,0.07752087235811642,0.19605134091850113,0.5618164540399082,0.05059529114594915,0.5522896430715857,0.38942149110994784,-6.0
4.5033570622576846e-10,-0.2898550724637681,-35.831591018595184,0.4864471947186453,0.33717950151052434,0.2050943443777677,0.4633468087089388,1.216036728090435,4.147695062461931e-6,1.2240087285925176,0.8428924295332259,-6.0
2.7755575615628914e-17,-0.17391304347826086,-34.88427032234133,0.7001586690726644,0.4853130074123213,0.30626833428312783,0.5541604098411638,1.353820162709706,7.164269177906135e-14,1.4485883208539294,0.938396628767439,-6.0
3.2474023470285827e-16,-0.057971014492753624,-34.206394352012836,0.7747420917705425,0.5370102965718668,0.32792934507665955,0.5918774713479041,1.4051585924711771,1.5509815654013436e-14,1.3846032349100896,0.9739817166109788,-6.0
3.3306690738754695e-17,0.057971014492753624,-33.72278151459712,0.8370096193397356,0.5801708577468907,0.33568022679905135,0.5886311899649729,1.3879487304581062,3.186340080674199e-14,1.304274329499313,0.9620527492787909,-6.0
3.608224830031759e-17,0.17391304347826086,-33.39327426929614,0.875172708898992,0.6066234956763465,0.33324050556659546,0.5520448502583182,1.3068998295781151,9.261480471423056e-14,1.2089320144057092,0.9058739321463438,-6.0
1.6653345369377347e-17,0.2898550724637681,-33.160191521931814,0.8964782718090256,0.6213913865376788,0.32063690879798884,0.5168101678772242,1.2381957558266663,7.02105040772949e-14,1.1009198301518204,0.8582518971325452,-6.0
5.744016373654403e-15,0.4057971014492754,-32.98264754396534,0.9104794988027458,0.6310962975527559,0.3067956581746062,0.48956961468865207,1.1934845862306043,1.2956302697375577e-13,1.0100136739063588,0.8272604759874955,-6.0
5.134781488891349e-17,0.5217391304347826,-32.838997431066645,0.9206762126216113,0.6381641209872784,0.2940614571704465,0.46837818954948396,1.1643941874747936,1.9191315203670455e-13,0.9362245455530116,0.8070965481085413,-6.0
1.2490009027033011e-17,0.6376811594202898,-32.717794937365966,0.9285105003398959,0.6435944354309029,0.2827297349739749,0.4513079629290838,1.1444401353438698,2.0361490271625372e-14,0.8756456822086179,0.7932654531332455,-6.0
1.9428902930940238e-17,0.7536231884057971,-32.6125408241693,0.9347420546784209,0.6479138197511578,0.2726475767599338,0.43712947387124357,1.1299647122785759,1.7886025993618659e-12,0.8248167780587607,0.7832318544481245,-6.0
2.4980018054066023e-17,0.8695652173913043,-32.51925821781481,0.9398314030476773,0.6514414872241954,0.26360481591124096,0.4250738886721021,1.1189476126966555,5.10613773485602e-13,0.7813640027401484,0.7755953829349682,-6.0
3.8857805861880476e-17,0.9855072463768116,-32.43535033518644,0.9440789125977438,0.6543856364932257,0.25541811393076075,0.4146406760968996,1.110233310237997,1.1923018128356943e-12,0.7436172170044809,0.7695550887552027,-6.0
2.5858482022300677e-14,1.1014492753623188,-32.3590272947289,0.9476894086806866,0.6568882416735398,0.24794170620684328,0.4054881304134056,1.103129165000733,2.868504322961485e-10,0.7104039413914566,0.7646308705137042,-6.0
6.467049118441537e-15,1.2173913043478262,-32.28899909177996,0.9508070912845699,0.659049254580302,0.2410881551609471,0.39737269316202906,1.0971998398042446,1.729872245448405e-10,0.6808188557912681,0.7605209754711364,-6.0
1.3877787807814457e-17,1.3333333333333333,-32.22430114141251,0.9535360859902635,0.6609408495663169,0.2348176421974319,0.39011430097606375,1.092159270696377,9.910845477634211e-11,0.6542393138768886,0.7570271192056,-6.0
1.824929096727601e-16,1.4492753623188406,-32.16418988581937,0.9559532091522991,0.6626162716711477,0.22895808435818635,0.38357574190749394,1.0878117127022762,8.132283735307056e-12,0.6301372054387495,0.7540136216396691,-6.0
4.163336342344337e-18,1.565217391304348,-32.108077448516894,0.9581161964672127,0.6641155402300665,0.22346058304482794,0.3776498181083106,1.0840182753004548,2.4616567673163556e-10,0.6081360693136934,0.7513842111999658,-6.0
1.4655637814442456e-14,1.681159420289855,-32.05548909029763,0.9600691710169285,0.6654692390329076,0.2182848030267677,0.37225103775350715,1.0806771916228444,1.4683443350094194e-10,0.5879388661582003,0.7490683484688141,-6.0
1.197097976302075e-14,1.7971014492753623,-32.006034539911774,0.9618463609771672,0.6667010932431667,0.21339708675086164,0.3673100415110816,1.0777117645247358,2.559957801295809e-10,0.5693101951656175,0.7470128710366044,-6.0
1.5265566588595904e-17,1.9130434782608696,-31.959388080198405,0.9634746869563218,0.6678297628046501,0.20876903634979377,0.36276974268864426,1.075062755227374,1.7180852296405648e-10,0.5520506397455224,0.7451767177108621,-6.0
1.8735013540549518e-17,2.028985507246377,-31.91527434061083,0.9649755882244944,0.6688701082869832,0.2043764425210816,0.35858257823554895,1.072683428010249,3.8212526476399943e-10,0.5359968789897426,0.7435274937586804,-6.0
4.302114220422482e-17,2.1449275362318843,-31.87345791765002,0.9663663405517182,0.6698341043414557,0.20019847141831829,0.3547085025943445,1.07053623150082,7.167631155269305e-10,0.521013967753819,0.7420391705520624,-6.0
2.2898349882893852e-17,2.260869565217391,-31.833735630296925,0.9676610147925744,0.6707315041412487,0.19621703968583787,0.35111349186520646,1.0685905162023017,1.2147402750350977e-9,0.5069879955203883,0.7406905034787226,-6.0
1.0526302052227265e-15,2.3768115942028984,-31.795930631924485,0.9688711916626533,0.6715703348267223,0.19241633048069137,0.3477684073348447,1.0668209262563337,2.2180412506678238e-9,0.49382313784523824,0.7394639171969288,-6.0
7.195632978351796e-16,2.4927536231884058,-31.759887857894295,0.9700064904052246,0.672357263949229,0.18878241257121653,0.3446481179114812,1.065206240599962,1.256271475735815e-9,0.48143514110535834,0.7383447023867227,-6.0
2.0816681711721685e-17,2.608695652173913,-31.7254704525526,0.9710749715998293,0.6730978786767507,0.18530293853013313,0.34173081258630866,1.0637285202561761,8.238031479201879e-10,0.46975092067774976,0.7373204246967706,-6.0
1.8311741012411174e-15,2.7246376811594204,-31.6925569268369,0.9720834507899823,0.6737969031840585,0.18196690375533578,0.3389974545754971,1.0623724685109819,2.9808500112693537e-9,0.45870672941104457,0.7363804812528958,-6.0
3.1267766154030595e-13,2.8405797101449277,-31.661038869493762,0.9730377240893442,0.6744583550309946,0.1787644483312731,0.3364313436139934,1.0611249432576217,6.601844715348193e-9,0.44824728479760545,0.735515762640853,-6.0
1.4615669785555952e-13,2.9565217391304346,-31.630819083791227,0.9739427416505424,0.6750856654018969,0.17568669224734987,0.3340177634510312,1.0599745862629106,1.0071213721873917e-7,0.438323903000623,0.7347183959333314,-6.0
3.2959746043559335e-16,3.072463768115942,-31.601810055557152,0.9748029366266802,0.6756819071243383,0.17272564871517576,0.33174367568271035,1.0589114846709187,3.88511793847357e-9,0.4288935809624611,0.7339815100621934,-6.0
3.400058012914542e-17,3.1884057971014492,-31.573932682261233,0.9756219208803332,0.6762495837506808,0.16987401262577442,0.3295975123831981,1.0579270178210427,1.3081456118335666e-8,0.4199186472050597,0.7332991296408471,-6.0
4.767942457517549e-10,3.3043478260869565,-31.547115210023748,0.9764067333833921,0.6767935743244444,0.16712583402021605,0.3275689638136493,1.057013624064056,7.163562668777157e-6,0.411363932997369,0.7326660133334508,-6.0
8.835987497235465e-15,3.420289855072464,-31.52129233795112,0.9771489847485668,0.6773080637654818,0.164473059461118,0.3256487359632688,1.0561644906599552,2.2999119180244777e-7,0.4031985860340227,0.7320774389084788,-6.0
1.9437229603624927e-14,3.536231884057971,-31.496404458162303,0.9778626357013733,0.677802728911324,0.161912183699921,0.3238285828609942,1.0553737916568737,2.190804956114789e-7,0.3953949313945065,0.7315293681238213,-6.0
3.0558888752807432e-15,3.652173913043478,-31.472397007157237,0.9785461898902565,0.6782765325701081,0.15943745084130084,0.3221010144003128,1.05463621107664,4.816680747588009e-8,0.3879282576907875,0.7310181162241962,-6.0
9.91163269514761e-11,3.7681159420289854,-31.449219908799428,0.9792018244534932,0.6787309838190931,0.157044223370072,0.320459243370322,1.0539469274093234,6.253630308261648e-7,0.38077559675867,0.7305403411935893,-6.0
1.9644008641961365e-15,3.8840579710144927,-31.426827093581856,0.9798305127870011,0.6791667573649147,0.1547279545746614,0.3188973130009902,1.053302173478552,1.303655788209568e-7,0.3739164155424232,0.7300934318243213,-6.0
1.4530072908747193e-10,4.0,-31.405176081642605,0.9804353224367599,0.6795859794684216,0.1524850019367898,0.31740950168364657,1.0526976595694277,8.055715757682158e-7,0.36733199618344164,0.7296744147126022,-6.0
3.967053881874065e-15,-4.0,-93.54030663708707,6.9707144933151e-5,4.8317310974876904e-5,0.027624176581694134,0.016501753599263102,8.366559157479969e-5,0.19164315522970776,0.09985537670353045,5.7992568909703834e-5,-5.826086956521739
3.167135810880871e-16,-3.8840579710144927,-91.69032738293635,0.00030167820065152284,0.00020910739421742264,0.028011533782136104,0.016939653017405264,0.0004601563998374303,0.1914045217687237,0.10189631464373979,0.0003189561111640593,-5.826086956521739
2.588551215654863e-18,-3.7681159420289854,-89.84048803749897,8.965599774946043e-5,6.214480205990469e-5,0.028416629399263902,0.017343015400002982,0.00012584632320500333,0.19120830085925453,0.10320940332948574,8.723002411281655e-5,-5.826086956521739
2.2848722222514224e-15,-3.652173913043478,-87.99079558490078,0.10253364124021047,0.07107090433819652,0.010795268628649754,0.11080384349704156,0.3487935536711593,0.03133819601711789,0.12430955666533042,0.24176526832464873,-5.826086956521739
5.7602910105930634e-15,-3.536231884057971,-86.14125757328921,0.0370259207710637,0.02566441259009844,0.0030588160981950886,0.05621779553045264,0.17997241989031387,0.1480357189475618,0.12117018542465717,0.12474737542552061,-5.826086956521739
4.044576859776774e-15,-3.420289855072464,-84.29188228042327,0.00861183156198031,0.005969266766643777,0.0005635982232749279,0.020995315661209026,0.01881993549990213,0.18821927298579905,0.11256236523416713,0.013044985230077799,-5.826086956521739
2.0393950861153113e-15,-3.3043478260869565,-82.44267877181281,0.00035926690840382136,0.0002490248446287424,0.03017402690780009,0.019281202286522636,0.0006081593827493847,0.1901884372454668,0.11120758297691068,0.00042154396148452733,-5.826086956521739
1.1667901294801089e-15,-3.1884057971014492,-80.59365701535778,0.00018014193346349572,0.00012486487328100537,0.030658936994516724,0.01979198270100694,0.0003349898222166914,0.1899326966701514,0.11291364768315677,0.00023219725078549303,-5.826086956521739
1.5812809800103198e-15,-3.072463768115942,-78.74482804186293,0.007574809305871177,0.005250457713644074,0.0004935371246464677,0.020354449726311084,0.00041686305493993103,0.18963696895551987,0.11520351771631616,0.0002889474512111079,-5.826086956521739
1.4486380980416672e-19,-2.9565217391304346,-76.89620414203972,0.013388089546269022,0.009279916522080711,0.0010259352671004812,0.028399759755162724,0.050800926377779554,0.18172911224438212,0.12455909928684497,0.03521251888859078,-5.826086956521739
3.0049552595030372e-18,-2.8405797101449277,-75.04779901334493,0.02885748484331563,0.020002484257195974,0.03141616239001085,0.029274580378788505,0.05233177925048782,0.18113712818906083,0.12720845032314235,0.03627362524116107,-5.826086956521739
1.9466401540766978e-11,-2.7246376811594204,-73.19962824923766,0.008314842576274462,0.005763409688544385,0.0005821994186444982,0.0222250454551014,0.0007510651450495232,0.1886460814786151,0.12266414813831662,0.0005205986877085955,-5.826086956521739
3.961934862080135e-15,-2.608695652173913,-71.35170944828727,0.008660984706280406,0.006003337130030761,0.0006236966127714532,0.02301170860616487,0.0019918874935145325,0.18818309709022044,0.1261226679119157,0.0013806712001218635,-5.826086956521739
2.058961060152941e-15,-2.4927536231884058,-69.50406282111342,0.0005189243417667022,0.00035969094441945515,0.03403386520142816,0.02366251228359344,0.0011576374907571463,0.18787320286091344,0.12838323947178829,0.0008024131628290299,-5.826086956521739
2.8150611982833178e-15,-2.3768115942028984,-67.65671181398338,0.009226427266876502,0.006395272046677114,0.0006994976242550504,0.024464593873234786,0.0015957530503296624,0.18743141641283617,0.13170199096215102,0.001106091727706815,-5.826086956521739
1.1426332580441847e-16,-2.260869565217391,-65.80968383971631,0.0006813110536514344,0.0004722488359227839,0.03540299840641162,0.025283726820187424,0.0016235456099265022,0.18699378633213115,0.13458333104753614,0.0011253560620314573,-5.826086956521739
