U,Omega_2rdm,Omega_1rdm,V,magnetization,charge_density,doublons
-1.836734693877551,"2.315749255074928, 2.3182577273011793, 2.322711847020334, 2.323297368590067, 2.330789261945699, 2.331302326024811, 2.3379049675771846, 2.3385132067593064, 2.3413947456206055, 2.3426866096184438, 5.937736511693494, 6.0330425242497725, 6.061640008371659, 6.23735138770859, 6.266946074403654, 6.3298080506220735, 6.333279153284344, 6.402895464523091, 6.436972401353085, 6.469021922621979, 6.582172881999886, 6.74293149823835, 6.764794529845516, 6.981250345001961, 7.340753545330256, 7.5066442995741935, 7.709967134932602, 7.940192718492267, 8.014959701361951, 8.072492878139746, 9.289410100407295, 9.662615779791434, 10.042340615904203, 10.195811730610751, 10.243733713345241, 10.511989819571424, 10.767458462627284, 10.929942727385797, 11.202564201264936, 11.351390375447258, 11.529483297591726, 14.173802175411913, 14.46346040850924, 17.808648569706985, 18.800921214836382","1.6165380074615712, 1.625008460302411, 1.6308241516831454, 1.6331711442448347, 1.6340633506465023, 5.3966293688084495, 5.471484509009779, 5.694244772225202, 5.714230931976304, 5.84589701371574",1.3877551020408163,"0.11220833823954218, 0.01944032796415042, 0.23670266759261027, 0.019440327964150468, 0.11220833823954646","1.6136698904566482, 0.28564233519752447, 1.2013755486916624, 0.28564233519752696, 1.6136698904566362","0.6646587384949475, 0.052235689867594776, 0.33544764743374483, 0.0522356898675954, 0.6646587384949373"
-1.836734693877551,"2.3139079983634336, 2.315865827992599, 2.3187671424008753, 2.319156039843035, 2.3258077414062144, 2.325928663483232, 2.331394565397156, 2.331541400635373, 2.334283672082894, 2.3351371871885016, 6.150441162504728, 6.225254336899495, 6.2869470754697145, 6.428302513181549, 6.4703290431430736, 6.523158516709212, 6.536294469121028, 6.605918231839631, 6.638929895925258, 6.678016255301203, 6.781057956467393, 6.891015193274802, 6.926800794868913, 7.163682063717804, 7.480750109475031, 7.7526431243517875, 7.983486542992873, 8.157306245734786, 8.210929849594418, 8.283677085112387, 9.563108411519636, 9.920436280012813, 10.310942381737338, 10.487364215894637, 10.52606782621252, 10.73728093331507, 11.026342212331008, 11.214189224661734, 11.377391895672107, 11.609076398837642, 11.835174159651373, 14.725391264710721, 15.593720254769748, 18.244948461498158, 19.647610786724098","1.614836772367185, 1.6215786230639067, 1.6275142229993476, 1.6287528060608496, 1.6299972870643953, 5.577129363692009, 5.716959987756897, 5.858811763724215, 5.930063516963073, 6.039454338191607",1.5510204081632653,"0.11173950462411336, 0.016363243676539845, 0.2437945033986893, 0.016363243676539956, 0.11173950462411741","1.6426410798170825, 0.24000243524980602, 1.234712969866231, 0.24000243524980835, 1.6426410798170736","0.6830986653647366, 0.039973606408765086, 0.348255980663413, 0.039973606408765586, 0.6830986653647281"
-1.836734693877551,"2.312250091422166, 2.3136738121435885, 2.315197779948213, 2.3162161956869145, 2.3215474538301373, 2.3216128128999367, 2.32588755795399, 2.3260058005347557, 2.328382276013685, 2.3289402431070636, 6.363661830999748, 6.422369804676638, 6.512771426233223, 6.617498977775455, 6.678420593560512, 6.712238303928152, 6.742567269776277, 6.80947661101381, 6.850473226631396, 6.892709019506294, 6.983309564916984, 7.058448079592905, 7.098374549113156, 7.3586943426957765, 7.6280395599115085, 8.007911424171168, 8.265035179204549, 8.30816614017286, 8.480290242934887, 8.502465032758096, 9.848744344743295, 10.19539798636426, 10.595702803760181, 10.79694704513893, 10.836174353333979, 10.974770504806107, 11.285868299651002, 11.534624304313839, 11.566706277566308, 11.875167205874433, 12.174069878955411, 15.249326710701721, 17.09808022180305, 18.726505443725408, 20.39312123623205","1.6135498897699698, 1.6188781886327008, 1.6245646640446494, 1.6251597339965929, 1.6264838174538763, 5.766600288225437, 5.9630404295535335, 6.015976274504011, 6.148405530871374, 6.253498097559006",1.7142857142857142,"0.11137342313250531, 0.013806697660252373, 0.24963975841447816, 0.013806697660252297, 0.11137342313251186","1.6653859755160372, 0.20327186032569503, 1.262684328316547, 0.2032718603256976, 1.6653859755160227","0.697827511141078, 0.03077308319249862, 0.35917016559081905, 0.03077308319249929, 0.6978275111410644"
-1.836734693877551,"2.3108226327713175, 2.3117523378992306, 2.312450190277743, 2.3138788494028404, 2.3180532733860932, 2.318180006822908, 2.3214055277908705, 2.321657601788794, 2.323613234128643, 2.323970682166109, 6.5723207580421255, 6.6193097113406045, 6.734167613896732, 6.803845428139925, 6.8854332959059805, 6.896069045496715, 6.934101044280232, 7.009735262977717, 7.067809164715361, 7.1073032128709706, 7.183241205401619, 7.241411356318133, 7.273723806546909, 7.559684451496505, 7.779768051631434, 8.257907019774082, 8.468477132890218, 8.547176969342702, 8.724897860884049, 8.743553771558926, 10.138259340854994, 10.479339911291216, 10.889174298415323, 11.115801167075753, 11.163666475759767, 11.219454094105998, 11.544811299241205, 11.76806680050348, 11.874616136658378, 12.145234542512098, 12.527560558073027, 15.745295272304187, 19.231128427741137, 19.827006463162466, 20.827108895704587","1.6125904965548612, 1.6168049457557585, 1.6220494944909483, 1.622297599345721, 1.6235552475963373, 5.958798063092516, 6.169641904680717, 6.204172847998222, 6.363415972444313, 6.473607387767647",1.8775510204081634,"0.11108534776671886, 0.011701980220320964, 0.2544253440259135, 0.011701980220321304, 0.11108534776672513","1.6832943264157079, 0.1737221915317138, 1.2859669641051679, 0.17372219153171709, 1.6832943264156919","0.7096252443903981, 0.023891145794383766, 0.368408153267047, 0.02389114579438464, 0.7096252443903841"
-1.836734693877551,"2.3096225058513333, 2.3101250093768, 2.310356125438053, 2.3120446855666468, 2.315292675377907, 2.3154127068621606, 2.3178874617367518, 2.3181922358871825, 2.3198091410342285, 2.320028972484963, 6.773348312444301, 6.812777841231597, 6.948334357502469, 6.98542245157524, 7.072324029570791, 7.087871020827469, 7.108233495063345, 7.204273232007615, 7.284584801891234, 7.317960471576386, 7.376874675057809, 7.435535879088623, 7.448853274648817, 7.7619176666543535, 7.934357365169892, 8.482746687463843, 8.649593158307368, 8.824957733213825, 8.947980709142273, 8.998055349135928, 10.426073976935713, 10.766184458025322, 11.185426760514648, 11.436568178030942, 11.4676011375964, 11.500629764487444, 11.801843775412417, 11.978655000217278, 12.223002471001717, 12.415783432472077, 12.884748221807643, 16.21448225048563, 19.027293545733002, 19.744362823716436, 23.76051215529156","1.611877680546384, 1.615230345463527, 1.6199583502940764, 1.6200370065372334, 1.6211615545742366, 6.149606351766409, 6.319813084976522, 6.436981164375857, 6.571520252296194, 6.6928745625134125",2.0408163265306123,"0.11085762733769122, 0.009973849758943082, 0.2583370458067339, 0.009973849758943006, 0.11085762733768911","1.6974976758127625, 0.14984204464551, 1.3053205590834531, 0.14984204464550932, 1.6974976758127682","0.7191394746922523, 0.018729303199160142, 0.37622349384389064, 0.018729303199160042, 0.719139474692257"
-1.836734693877551,"2.3086249914024153, 2.308762515063843, 2.308784366888304, 2.3105984135407445, 2.3131149573459875, 2.3131958093853457, 2.3151311810196065, 2.3154418925771294, 2.316788411527428, 2.3169125702807207, 6.965071499929388, 7.0007846109384975, 7.153907494333976, 7.160387993439527, 7.239991344528805, 7.268367647140539, 7.283788396210634, 7.39168635996154, 7.494651904641612, 7.522262627673046, 7.561601887226073, 7.621123669940595, 7.635846852434191, 7.962224339477007, 8.090965965570122, 8.666197200594047, 8.86281261193461, 9.0953475473722, 9.16958457798714, 9.242509707452513, 10.708540906642675, 11.051609004699703, 11.480005143875493, 11.716573724111903, 11.752652976866939, 11.841251528046081, 12.055403480505333, 12.197408719819395, 12.572896190233786, 12.683981560129435, 13.239043057137556, 16.658743167360395, 17.77712255996035, 20.256775125241823, 23.565837840582887","1.6113462788967212, 1.614036528601899, 1.6182428394677304, 1.618253051495294, 1.61922304080656, 6.336459443877244, 6.4655650678373675, 6.659633029479225, 6.7707301802406015, 6.907962052772087",2.204081632653061,"0.11067712848223249, 0.00855295610503878, 0.2615398308254703, 0.008552956105038815, 0.11067712848221994","1.7088725322886495, 0.13040185590008974, 1.3214512236224982, 0.13040185590008596, 1.708872532288678","0.7268810534253598, 0.014832835505838061, 0.38285612775477534, 0.014832835505837387, 0.7268810534253862"
-1.836734693877551,"2.3075452440579474, 2.307699841314835, 2.3077991934370865, 2.309444454358083, 2.3113913949486733, 2.311421164539294, 2.3129652003205123, 2.313256987322186, 2.314387960279551, 2.3144447957445617, 7.146729269984739, 7.182232508353617, 7.327123963597423, 7.350400638297993, 7.398807023050974, 7.418375304776102, 7.472227303166963, 7.571263076822413, 7.694659414162972, 7.718791937121853, 7.735956824324846, 7.788866309786141, 7.837808350863544, 8.158611251456916, 8.249053841931396, 8.822082142003584, 9.091804508106346, 9.356683273148054, 9.38827055110863, 9.47649764577502, 10.983425814114561, 11.332670686967155, 11.769708969143316, 11.964567521267195, 12.057313867702112, 12.181379292568575, 12.304313055868812, 12.425574082878159, 12.919916707343118, 12.947846430658153, 13.586382235333677, 17.080127782220032, 17.213426511486354, 20.762294001509506, 24.10665337274855","1.610947218131663, 1.6131279393209892, 1.61683989961393, 1.6168436055130555, 1.6176574486976623, 6.517852694373506, 6.606118911256875, 6.871317613070742, 6.960102981208918, 7.117201427063313",2.36734693877551,"0.11053379348660092, 0.007380239108883739, 0.26417193480897005, 0.007380239108883309, 0.11053379348666265","1.7180810332802272, 0.11443752648912166, 1.3349628804614229, 0.11443752648913562, 1.7180810332800958","0.733242639561157, 0.011866628992934555, 0.3885139936209244, 0.011866628992937148, 0.7332426395610311"
-1.836734693877551,"2.3066091167147804, 2.3068303305954925, 2.3071152034363682, 2.30851232308736, 2.309996765191259, 2.310018942097069, 2.311253074783221, 2.3115143047532536, 2.3124729666825563, 2.3124819416561344, 7.318133808113406, 7.356606200833013, 7.483988327237212, 7.5378256351604795, 7.548912478587734, 7.561543906323841, 7.652832424431511, 7.742746367575279, 7.883514404450908, 7.899442075851876, 7.906820589119284, 7.951086217871287, 8.037832722981578, 8.349907503163726, 8.408074494892263, 8.966191804766435, 9.319846918123725, 9.603114363309743, 9.608212599363743, 9.70011246416484, 11.249480428558757, 11.60746645896417, 12.052327916086245, 12.210378393540385, 12.343273481455705, 12.518118116640881, 12.5478847133421, 12.666553501271357, 13.20614227527439, 13.261208948677767, 13.924315203214617, 16.917070201452173, 17.480640639036654, 21.257117386634995, 24.71078514723875","1.610644707094463, 1.612431507247307, 1.6157034699771675, 1.6157132035589887, 1.6163913891044763, 6.692980055815648, 6.741018339392339, 7.07186631276203, 7.1393561466662785, 7.319801220142528",2.5306122448979593,"0.11041980118546085, 0.006407371945029803, 0.2663456537388361, 0.006407371945031014, 0.11041980118564232","1.725618337039808, 0.10120606690620079, 1.3463511921083384, 0.1012060669062366, 1.7256183370394171","0.738522800534608, 0.009587154007228878, 0.39336979129099325, 0.00958715400723489, 0.7385228005342349"
-1.836734693877551,"2.3058830840581286, 2.306134784868519, 2.306546840929693, 2.307750959881823, 2.3088480971974374, 2.3089177035543593, 2.3098896018825767, 2.310116267449166, 2.310911148138143, 2.3109364648574315, 7.479449396199902, 7.523757982083239, 7.629289513654536, 7.690660365374702, 7.70074506645699, 7.716458319680804, 7.825604149057951, 7.906168471698024, 8.052328741743075, 8.061180659102591, 8.086085336409967, 8.107247137305903, 8.233429192391588, 8.535484978289322, 8.567339581702699, 9.104632047857045, 9.540877007475142, 9.813560276793082, 9.849758890526843, 9.913731389249321, 11.506118776850485, 11.874853112588035, 12.32639946461612, 12.453220932191057, 12.605087329261332, 12.785830785588374, 12.849501612047444, 12.923074624417039, 13.458212451625377, 13.594902282928949, 14.251461687804117, 16.754573569788693, 17.862138278829423, 21.73897173231743, 25.30879325001407","1.610412994286289, 1.6118929269086169, 1.6147725859920143, 1.6148077379669055, 1.6153636756295997, 6.861483637848101, 6.870084252577516, 7.261495940340779, 7.308609283051238, 7.515463663821571",2.693877551020408,"0.11032902894889024, 0.005595598136655017, 0.26815074582877385, 0.005595598136654362, 0.11032902894902646","1.7318543339435517, 0.09013828216252673, 1.356014767788106, 0.09013828216254326, 1.7318543339432724","0.7429481663060673, 0.007818164616061328, 0.397564044556315, 0.007818164616063243, 0.7429481663057949"
-1.836734693877551,"2.3053147503881037, 2.3055773246805535, 2.3060722771190503, 2.3071228377392052, 2.307916324314556, 2.30802664994069, 2.308794839767291, 2.3089871031781146, 2.3096452960147236, 2.3096953123739725, 7.631052954645057, 7.683765345637972, 7.762344161031213, 7.824506000567884, 7.837624299158679, 7.886702489778951, 7.990745024401382, 8.06173958920345, 8.195398509899888, 8.227908709500323, 8.256626690737727, 8.257120718666656, 8.423133398950092, 8.714997971679024, 8.72610790701894, 9.239855714660797, 9.75303935994052, 10.019309374459336, 10.08149061268447, 10.117874075502217, 11.753184430349508, 12.134227949025709, 12.591012567725352, 12.692596450340233, 12.84349615995022, 13.018144333994458, 13.17423795791027, 13.192482029980837, 13.703836282893128, 13.919787155405034, 14.567158515369725, 16.669253235440994, 18.226297049383355, 22.206606887120675, 25.88347924282494","1.6102336100928898, 1.6114723378174545, 1.614009610906308, 1.6140737584110796, 1.614525038655726, 6.9933354392208225, 7.023286993384378, 7.440642106295291, 7.4682169105398755, 7.704175918514633",2.857142857142857,"0.110256671945689, 0.004914118840653396, 0.2696584184381352, 0.004914118840671573, 0.11025667193485111","1.7370665315179583, 0.08079780641548064, 1.3642713241120425, 0.0807978064138885, 1.7370665315406317","0.7466913905207068, 0.006431876336485129, 0.40121011679959107, 0.006431876336289759, 0.7466913905426719"
-1.836734693877551,"2.3048655981136337, 2.3051285621602258, 2.3056737600962416, 2.30659987479341, 2.3071555637309715, 2.3072994102994113, 2.307908348635361, 2.3080684840420074, 2.3086176233450453, 2.308685477531504, 7.773446840134084, 7.836838699893687, 7.884497044327244, 7.950946247467417, 7.97171372571136, 8.049014027483445, 8.148566205734529, 8.209774296557525, 8.329672867561847, 8.383983716627021, 8.400682410553522, 8.418676503651119, 8.606253927902161, 8.882708700670726, 8.889241798669508, 9.373137855272766, 9.955917378014744, 10.220238059302925, 10.30376978071564, 10.313118028380488, 11.990789308954472, 12.385362361364107, 12.845661333972828, 12.928200096559747, 13.064194999465457, 13.244993531705743, 13.467699269936931, 13.491519935347759, 13.94313034291095, 14.235110075380463, 14.87121918886986, 16.632207296922388, 18.57461383046588, 22.659452352580207, 26.429429333425464","1.6100932692714134, 1.6111405768710585, 1.6133811474701905, 1.6134735032330558, 1.6138365088123217, 7.110920256417659, 7.178486367860694, 7.609854183878387, 7.618662335312163, 7.886088828545173",3.020408163265306,"0.11019895555829423, 0.004338526732574271, 0.2709250352750041, 0.004338526733631529, 0.11019895570049582","1.7414646769598412, 0.07284856346246824, 1.3713735194334602, 0.07284856348230115, 1.7414646766619306","0.749884894780849, 0.005335143887335749, 0.4043992904415321, 0.005335143889949839, 0.7498848944917004"
-1.836734693877551,"2.3045072537841045, 2.3047651911994613, 2.305337032146971, 2.306160743270345, 2.306530211082969, 2.3067007418245113, 2.307184412080639, 2.3073156177461693, 2.3077770419757093, 2.3078577775781706, 7.907203339670093, 7.983262469299338, 7.9979321265700465, 8.070485111846942, 8.101670818683528, 8.20385983818823, 8.299431213128827, 8.350643486662323, 8.456198583976182, 8.529717670067356, 8.538040138829025, 8.572581010638519, 8.78259953303719, 9.037952954380804, 9.056766884888967, 9.505243129882317, 10.149664424161651, 10.416340173256136, 10.500049809693671, 10.517055812891913, 12.219205132227017, 12.628278579987612, 13.090143925518387, 13.159856538772422, 13.27266533799799, 13.46663507883514, 13.742188911891612, 13.800885426429359, 14.176493418736609, 14.540438663519296, 15.16376762377985, 16.626927433087726, 18.908420513402824, 23.0973826805832, 26.945151647844188","1.6099823544624792, 1.6108762609148723, 1.612860583942908, 1.6129782862058455, 1.613267522432876, 7.223066111381553, 7.327280550346426, 7.760491179737162, 7.76973057647554, 8.061444261682963",3.183673469387755,"0.11015291187545068, 0.0038494606305512855, 0.27199525459937846, 0.0038494606308722822, 0.1101529122637473","1.745208748597351, 0.0660299533780291, 1.3775225968107108, 0.06602995342507532, 1.745208747788832","0.7526310995391166, 0.004459569002551579, 0.4072052170575309, 0.004459569008508374, 0.7526310987522846"
