U,V,magnetization,charge_density,doublons
-6.0,0.7346938775510204,"4.1109874560074644e-8, -1.27129411983673e-7, 1.743797491959853e-7, -8.02830030788293e-8, -1.1304205502216114e-8, 3.22699678090288e-9","1.5126203809931518, 0.4978276921748813, 0.9898723351955672, 0.9892528408551796, 0.49821491890910874, 1.5122118318721076","0.729816790198389, 0.21276987196327837, 0.45697931181769835, 0.45667140298519043, 0.2129584406042059, 0.7296054596530204"
-6.0,0.8979591836734694,"-4.011913667945066e-8, 4.636626513288e-9, -4.8722659323763295e-8, 4.7334207692317776e-8, 6.076643466190745e-9, 3.07943183730508e-8","1.5385799182760171, 0.4705404313023527, 0.9914456927523276, 0.9903457647430987, 0.4712452828180209, 1.5378429101081847","0.744661747065103, 0.2021208756804481, 0.46040810004782384, 0.45986036109968, 0.20246370735068075, 0.7442803036895707"
-6.0,1.0612244897959184,"1.5778729955950865e-7, 2.358776861194345e-7, 5.806117619466811e-7, -9.637415431529295e-7, 4.060908830039178e-8, -5.1144292800842095e-8","1.5595542232506365, 0.4485449078884627, 0.9932469290600551, 0.9906212835515975, 0.4502913297898503, 1.557741326459397","0.7567619272775022, 0.1936647432961631, 0.46355055100259884, 0.4622423841867002, 0.194513085360998, 0.7558236841714437"
-6.0,1.2244897959183674,"2.30405429735292e-8, -7.906384061340255e-9, -4.984026633070293e-8, 3.417079588730054e-8, -3.140208558460866e-8, 3.193739711582211e-8","1.5757628612676213, 0.43147427980170505, 0.9930832701120158, 0.9924547858841157, 0.43178138350564066, 1.575443419428895","0.7662579206358352, 0.18730346797404837, 0.4654258462623483, 0.4651133970235664, 0.1874520835542153, 0.7660911963474468"
-6.0,1.3877551020408163,"6.451825379505394e-8, 2.810383639695324e-8, -5.552452617130221e-8, -3.589197053455173e-8, -1.874090146958274e-9, 6.684966469272524e-10","1.58998946102738, 0.4165563806962354, 0.9938385039967197, 0.9930858067939403, 0.4171988614224782, 1.589330986063251","0.7746149727401518, 0.18174841585219112, 0.4675168941734075, 0.46714060578138933, 0.18206164151604545, 0.7742769920243011"
-6.0,1.5510204081632653,"-3.539726289858436e-10, 1.4869886849622205e-9, 4.702569722514482e-10, -1.0964039121041935e-9, -1.5097786909556987e-9, 1.0029096442210061e-9","1.6020194621801, 0.4039368786893687, 0.9940300443486794, 0.9940568294618527, 0.4039212446637147, 1.6020355406562845","0.7817402570626577, 0.17711515458100427, 0.4691359179504661, 0.4691492630223191, 0.1771075769319656, 0.7817486020014754"
-6.0,1.7142857142857142,"1.0547221371837168e-6, -1.2232390913802238e-6, 4.221683155003486e-7, -2.6413791057167124e-7, -1.1338502428626107e-8, 2.1825051654822403e-8","1.6139747922490528, 0.39150578001573016, 0.9958436930279104, 0.9932440967703502, 0.3941328326070761, 1.611298805329877","0.7887393064780516, 0.17240925224291578, 0.4714104121295551, 0.4701101991897835, 0.17368953887212418, 0.7873670433569602"
-6.0,1.8775510204081634,"-3.349585860173976e-5, 0.00021202344208398616, -0.0012450168547571416, 0.001065593095446682, 1.5702676370209223e-5, -1.4806500541975076e-5","1.4799487329804175, 0.522120930379428, 0.7682351111296072, 1.2215754412759035, 0.2273898033241185, 1.7807299809105261","0.7202074056338632, 0.23702283381324707, 0.35939525283570295, 0.585577984912701, 0.09418090474298015, 0.8758022525722285"
-6.0,2.0408163265306123,"-1.2884849076577609e-8, 3.7840158825797054e-8, 1.4010530072217087e-7, -3.355791321768553e-7, 3.2617664476319863e-7, -1.5565812311324478e-7","1.6315778859070826, 0.3730852605290801, 0.9971265511596146, 0.993588847231833, 0.37523090034368634, 1.6293905548287047","0.7992895784961047, 0.16574524693767284, 0.4744206161758609, 0.47265602598958795, 0.16678523472762477, 0.7981577383229091"
-6.0,2.204081632653061,"-3.303995779191382e-7, -1.97276032611049e-6, 3.4068851378910026e-7, 2.063908649208024e-6, -2.1238577466164976e-7, 1.1094851570803144e-7","1.6407916362753947, 0.36355472723834015, 0.9996276494206, 0.9917894976798669, 0.3723176712856206, 1.6319188181001758","0.8046868909086592, 0.1621037008989565, 0.4767595348341939, 0.47283292512523956, 0.16637754962802492, 0.80014644209158"
-6.0,2.36734693877551,"-7.153006357785152e-7, 6.028510829425571e-7, 7.664461668666078e-7, -8.55073802652484e-7, 2.423836294590531e-7, -4.1306440823341006e-8","1.6507931265434261, 0.353314669689606, 1.0051371982376085, 0.9868398435767131, 0.36435507429910463, 1.6395600876535457","0.8104495730591855, 0.15802613518707193, 0.48041564852807955, 0.47128566244228814, 0.16337717729174805, 0.804637579778185"
-6.0,2.5306122448979593,"2.2141363131833458e-7, 2.2370915807312652e-7, -2.2317231269497473e-5, 2.1584020102993762e-5, 4.109957735309866e-6, -3.821869358155983e-6","1.6519094515121315, 0.3518619151762953, 1.0009776039044955, 0.9915621611625223, 0.35543326432605155, 1.6482556039185052","0.8115968522170237, 0.15815851689594734, 0.4793121919890433, 0.47461501592275235, 0.15987144432440817, 0.8096886962073419"
-6.0,2.693877551020408,"-1.5623482524929067e-6, 5.842433585978579e-6, -1.5677846740336232e-5, 1.1188060973055247e-5, -3.8806580865413665e-9, 2.1358109186797591e-7","1.6594132624454172, 0.3441229246164842, 1.000480806883128, 0.9925327852832171, 0.3512943459082366, 1.6521558748635208","0.8159566455652412, 0.15513245696673597, 0.479807975387649, 0.4758387401232399, 0.15863075579455607, 0.8122374667860125"
-6.0,2.857142857142857,"8.492657671999027e-6, -6.230072544910481e-6, 3.8843407985100775e-6, -6.841253774564349e-6, 3.2395906423288157e-6, -2.54526279336309e-6","1.665336257613307, 0.33799029379235446, 1.0017742373459262, 0.9916831142123981, 0.3485730256569876, 1.6546430713790268","0.8194943774788369, 0.15285123452347574, 0.48130685939199536, 0.4762587132073273, 0.15802088583767565, 0.8140239864893245"
-6.0,3.020408163265306,"-1.977592597124378e-6, 4.66908187354842e-6, -9.941848514383178e-6, 1.0057111209493819e-5, -1.260085488521967e-6, -1.5466664831098598e-6","1.6763513287826892, 0.326874837603558, 1.019070341735267, 0.9748466409969014, 0.35963764951409294, 1.6432192013674913","0.8256674133254589, 0.14811345533747372, 0.49074010984577315, 0.4686761622697333, 0.16408808894142318, 0.8086499581477324"
-6.0,3.183673469387755,"-4.996643185872784e-7, 3.7678251247064143e-6, 2.135624044830031e-6, -3.6895483796761663e-6, -6.357223387765121e-6, 4.642986916547631e-6","1.6920053865434723, 0.3111587547840363, 1.0344390726061006, 0.9597648531880791, 0.35459899497301106, 1.648032937905299","0.8341359285823658, 0.14107173808997941, 0.49899235811822484, 0.4617191045451025, 0.16217768851178901, 0.8114598313121406"
-6.0,3.3469387755102042,"-9.699346275854337e-5, -0.0002436657803528315, 0.00041864208599473596, -0.00012374919565884268, 3.998664332074964e-5, 5.779709454700743e-6","1.9641233050098266, 0.043129801465063546, 1.6625217726542252, 0.3319385428028284, 0.8262489053070377, 1.172037672761017","0.9762899853542899, 0.012179515966117853, 0.81550709258173, 0.1518364433324023, 0.39362704320977826, 0.5682728256682337"
-6.0,3.510204081632653,"-2.599369205991131e-7, -8.136587246604376e-6, 1.971917138948731e-5, -1.2195447536611503e-5, 9.125553767919126e-7, -3.975506240871951e-8","1.6973239550263863, 0.3054467070542456, 1.02648994848691, 0.9683202307275387, 0.33748845322130744, 1.664930705483612","0.8376072184672475, 0.13934714564140793, 0.49615666936361813, 0.4671140649385315, 0.1549142546764337, 0.8209052225217279"
-6.0,3.673469387755102,"-2.8631329238026915e-6, -2.475149364647433e-6, -0.00012243812109996588, 0.00012100695226308078, 5.285707802130113e-6, 1.4837433230385777e-6","1.6961457675047589, 0.30644970906540114, 1.0272103206125913, 0.9680163918999949, 0.3559638507405902, 1.6462139601766665","0.837403469582459, 0.14036978883278753, 0.4974232408334758, 0.4678445259403774, 0.16458286000602543, 0.8118779250979807"
-6.0,3.836734693877551,"-2.2896658157245398e-6, 6.545528413448576e-7, -6.442542587387079e-6, 8.946280805555151e-6, -9.92269966401671e-7, 1.2364472262715864e-7","1.6774297511506837, 0.32478780686945374, 0.9767049474227536, 1.0186063280641768, 0.2915106639175219, 1.7109605025754115","0.8280279249039114, 0.14968003385948506, 0.47241302391389456, 0.49335038048438806, 0.13341626128371334, 0.8451921531434824"
-6.0,4.0,"3.3469922477435965e-6, -6.53513011582979e-6, 4.81958694290574e-5, -7.232496885756223e-5, 1.5382097306254616e-5, 1.193513999026008e-5","1.7603553272568941, 0.24253404465220096, 1.1416893527876932, 0.8540275784889335, 0.419310947524347, 1.5820827492899352","0.8711653195308511, 0.11018647761933134, 0.5557434520496601, 0.4120704246100316, 0.19637413729805825, 0.7796325084731552"
-5.755102040816326,-4.0,"-1.2639754243259915e-9, -1.7147117947757806e-8, -1.343253295260638e-7, 1.6101508155778876e-7, -9.656279856677685e-9, 1.3776212456073964e-9","1.9998158470233474, 1.9998656063912374, 1.978693217923791, 0.021491531880263835, 0.0001330043078629171, 7.924735012074027e-7","0.999905392816583, 0.9998731970786503, 0.9788624132582727, 0.0002586664881610297, 7.612368008992931e-6, 2.4098478807662922e-9"
-5.755102040816326,-3.836734693877551,"-2.586216685251941e-9, 2.5794963498526613e-8, 2.241998572349857e-7, -2.555187354784036e-7, 8.772372599767056e-9, -6.62241273844968e-10","1.999968373039732, 1.9998717351885469, 1.9779118241795934, 0.02212063688174836, 0.00012672056638400906, 7.101439986485025e-7","0.9999821388006506, 0.999871747690723, 0.9781021170689901, 0.00020429869844394423, 3.002708851274209e-8, 1.896174075964288e-11"
-5.755102040816326,-3.673469387755102,"-2.4120727104811127e-6, 1.1648159773947064e-6, 5.852522377836067e-8, -4.961408160253367e-6, 6.269189601895535e-6, -1.1904993227401041e-7","0.025506459871037196, 1.9776111193126766, 1.9996897952999562, 1.974061127470959, 0.0229938665045005, 0.00013763154087578094","0.0016983697018607296, 0.9778150881972248, 0.9996908234877359, 0.9757389706065378, 0.0002220650055744898, 4.6101597161752845e-8"
-5.755102040816326,-3.510204081632653,"4.0474839561530085e-8, -9.088719060690309e-8, 6.856385503795082e-8, 4.824120869439952e-8, -6.685092421125638e-8, 4.582114581291657e-10","0.02341265566674249, 1.9767398653727777, 1.999694750057004, 1.9761806658347718, 0.023822468039889085, 0.00014959502881594898","0.00023675468500944624, 0.9769703611065861, 0.9996948583881959, 0.9764279646279413, 0.0002457008204748396, 4.553131712704801e-8"
-5.755102040816326,-3.3469387755102042,"-2.301879842899618e-8, 1.6787960244180056e-8, 5.807816561009815e-9, 1.751074468758773e-8, -1.6941315292458292e-8, -1.4640777179069373e-10","0.024319885890870856, 1.9758402290101678, 1.999664856129576, 1.97523422419094, 0.024776450521929186, 0.00016435425651752035","0.0002682342004305927, 0.9761046188580381, 0.9996650425623299, 0.9755152634393631, 0.00028284964210412085, 6.157530212289551e-8"
-5.755102040816326,-3.183673469387755,"4.4772811711585314e-8, -6.219232834281385e-8, -8.64463428618123e-9, -2.3946136906705107e-8, 5.3453624191887594e-8, -3.443336400854439e-9","0.02529785360246564, 1.9748709298988842, 1.999630661386183, 1.974212256882803, 0.025807129464023557, 0.00018116876564595736","0.00030961555636362386, 0.9751792561079181, 0.9996309270413455, 0.9745374613435641, 0.0003308567133699566, 8.326067080458127e-8"
-5.755102040816326,-3.020408163265306,"-2.2182467232859104e-8, 3.77259409267694e-8, 2.3981888697122145e-10, 2.3153169936840357e-8, -3.772269183306698e-8, -1.2137707935697757e-9","0.02634129588679519, 1.973843469052611, 1.9995920957638575, 1.973119082161253, 0.026903835747604552, 0.00020022138787725478","0.00035549754133143343, 0.9741974811316022, 0.9995924359621071, 0.9734938757136785, 0.0003816916630075738, 1.1268878288711535e-7"
-5.755102040816326,-2.857142857142857,"-1.316388307678884e-6, 1.8113628065807852e-6, -3.816078719132143e-7, -2.575221502876257e-6, 2.408510812170958e-6, 5.3344063733119134e-8","0.028263698747037744, 1.9727607903577957, 1.999539937962243, 1.9711530612424282, 0.02806060630217412, 0.000221905388321801","0.0008164980409643492, 0.9731646929722934, 0.9995401734221614, 0.9719843992561639, 0.0004379555726322389, 1.5036212161779504e-7"
-5.755102040816326,-2.693877551020408,"4.90382990807163e-7, 2.424993941207987e-7, -8.172490263969046e-7, -9.210774982226777e-6, 9.328013570735101e-6, -3.287194690122677e-8","0.02989686792181019, 1.9715562020149198, 1.999475037496841, 1.9694459815756917, 0.029378840075341153, 0.0002470709153973414","0.0010968065032785962, 0.9720351190079413, 0.9994764470191236, 0.9705545382648129, 0.0005225863798958113, 2.1348666254948886e-7"
-5.755102040816326,-2.5306122448979593,"-7.709314322860983e-8, 7.96546930637021e-8, 8.643473781155819e-8, 8.32315247278892e-8, -1.686264582525035e-7, -3.601354007991644e-9","0.03002610902279371, 1.9702019737897885, 1.9994362483624613, 1.969225977657505, 0.030832394070813347, 0.00027729709664056797","0.0005725709965035342, 0.9707803850270185, 0.999437189811941, 0.9698373827170256, 0.0006336764897815613, 3.1248018950231224e-7"
-5.755102040816326,-2.36734693877551,"1.52608829767642e-7, -2.045027408525968e-7, 4.335504710795135e-8, -2.0639985942594308e-8, 2.8882419778747392e-8, 2.9643011140070407e-10","0.03148782046834832, 1.968750941408354, 1.9993666804339274, 1.9676672846095526, 0.032415037027187815, 0.0003122360526254949","0.0006818586455312239, 0.9694451898500408, 0.999368063503891, 0.968400465277894, 0.0007664060964600485, 4.56226280502216e-7"
-5.755102040816326,-2.204081632653061,"-5.015850846942088e-7, 6.688649930586266e-7, -1.1243618747158735e-7, -2.5416222315666204e-7, 1.9487731142513176e-7, 4.441190897246788e-9","0.03316668373377672, 1.967158512910647, 1.9992821182331644, 1.9658714153194907, 0.03416764849210356, 0.00035362131081725516","0.0008527126206000113, 0.9679939668962321, 0.9992843632664259, 0.9667907338869468, 0.0009308295872673839, 6.780802994398464e-7"
-5.755102040816326,-2.0408163265306123,"-2.9394092381819503e-7, 3.2904305968806113e-7, -4.874158820999952e-8, -3.679973727965802e-7, 4.5803617168375943e-7, -7.639934647407903e-8","0.034923658070279695, 1.9653365230433928, 1.9991814248777011, 1.9639553435075374, 0.03619853982721079, 0.00040451067387552023","0.0010075047686609784, 0.966374301522017, 0.9991847006827336, 0.965053607020009, 0.0011647030221697179, 1.05266451712021e-6"
-5.755102040816326,-1.8775510204081634,"-2.4914024495704956e-7, 3.3948958849672195e-7, 1.883313943129572e-7, 6.470304769745638e-7, -8.70733670816845e-7, -5.497754408780107e-8","0.03700570493924607, 1.963143415327938, 1.9990534440298338, 1.961672634792587, 0.03865555664310838, 0.00046924426728862977","0.0012628594614678957, 0.9645080744702055, 0.9990590402822019, 0.9630612394524277, 0.0015392277969863187, 1.766073049877776e-6"
-5.755102040816326,-1.7142857142857142,"1.9041610839834466e-7, -2.1823091139738793e-7, 4.644762902072941e-8, -3.1603885214392946e-7, 2.9971369561176964e-7, -2.3076696091409252e-9","0.03935317664846701, 1.9604617783273963, 1.9988938061656287, 1.9590495584129872, 0.041687897469025126, 0.0005537829764982465","0.0015751429952847182, 0.9623201786044656, 0.9989029520137538, 0.9608103150016042, 0.002110789239516652, 3.124851931329324e-6"
-5.755102040816326,-1.5510204081632653,"1.4908092876228518e-6, -1.8627824374672919e-6, 4.550628993627015e-7, 2.598422955135682e-7, -2.5654293741086964e-7, -8.638910766568331e-8","0.04221148920823638, 1.9577676034152902, 1.998689040440744, 1.9558525338739274, 0.04482730633194373, 0.0006520267298600824","0.0020455662563070983, 0.960034580055195, 0.9987044966584064, 0.9581585871985273, 0.002626464353461713, 5.010778323972898e-6"
