U,V,magnetization,charge_density,doublons
-4.787878787878788,-3.191919191919192,"0.0069892159612946776, 0.23154071936298182, 0.023137074513250255, 0.23107181008593847, 0.007261180076534719","0.031059128377552463, 1.4913000025674676, 1.952064522671841, 1.493559630924805, 0.032016715458333504","0.000488908316795476, 0.505214504739514, 0.9521450328164762, 0.506777221023648, 0.0006833292941140054"
-4.666666666666667,-3.111111111111111,"0.0076717281614261555, 0.23016099795527406, 0.02433433841968602, 0.2301614724057351, 0.0076714630578785465","0.033819060301152976, 1.4914805874651127, 1.9494038398231799, 1.4914783938733644, 0.03381811853719019","0.0007620183826671112, 0.5061351500736034, 0.9495057924226139, 0.5061336210668308, 0.0007618194908826174"
-4.545454545454546,-3.0303030303030303,"0.008099441483911294, 0.22912937616525303, 0.02555098509106446, 0.2291096708116533, 0.008110526448117817","0.03574370712177308, 1.4908222110186555, 1.946738563273179, 1.4909125331182729, 0.03578298546811992","0.0008332219192472219, 0.5062676531238416, 0.9468575575655133, 0.5063311602884665, 0.0008414737060539352"
-4.424242424242424,-2.9494949494949494,"0.008609333393002436, 0.22793929505785265, 0.026860356797101415, 0.22802829502558086, 0.00856271972646243","0.03799723600566265, 1.4903676861384483, 1.9438488919255594, 1.489954179280017, 0.037832006650312625","0.0009479911689839245, 0.5066022796520101, 0.9439885403103228, 0.5063113584915739, 0.0009124880289105257"
-4.303030303030303,-2.8686868686868685,"0.009071598907995112, 0.2267989069995226, 0.028256044455836127, 0.22680587575742023, 0.009067573879225676","0.04013490432437898, 1.4895045030222027, 1.9407665504508818, 1.489473156058303, 0.040120886144233175","0.0010073249473693383, 0.5066316115261872, 0.9409291241497822, 0.5066098890157381, 0.0010043620085836643"
-4.181818181818182,-2.787878787878788,"0.009620955887443805, 0.22549634976817579, 0.029766238567931647, 0.22549454231415444, 0.009621913462294282","0.04262776108497479, 1.4886699131189858, 1.9373932982382702, 1.4886778335056288, 0.04263119405213995","0.0011104616419478454, 0.5067658096337214, 0.9375850578500752, 0.5067713783547633, 0.0011111847457475667"
-4.0606060606060606,-2.707070707070707,"0.01024230653699388, 0.22405134623147915, 0.031397338843311084, 0.22408563719219876, 0.010223371196017336","0.04543268285566583, 1.4878224144360082, 1.9337151251704066, 1.487665573519483, 0.04536420401843913","0.001244434892890292, 0.5069552203504591, 0.933942788780402, 0.5068453756951272, 0.001229805372106706"
-3.9393939393939394,-2.6262626262626263,"0.010891841891662332, 0.2225308161063454, 0.03315453248876299, 0.22253119125312815, 0.010891618260101217","0.04840468570253399, 1.4867364827860168, 1.929720296137598, 1.4867346940435289, 0.04840384133032295","0.0013731461983334694, 0.5070171197355847, 0.9299912053917048, 0.5070158723676866, 0.001372952037959083"
-3.8181818181818183,-2.5454545454545454,"0.011624984851269286, 0.22084615774902572, 0.03505733452952464, 0.22084713855474236, 0.011624384315438302","0.05174862765742607, 1.4855830064727118, 1.9253435257310003, 1.4855784290821221, 0.05174641105674396","0.0015371625911465763, 0.5071059182571431, 0.9256682483335918, 0.5071027437815471, 0.0015366685711797922"
-3.696969696969697,-2.4646464646464645,"0.012436074837863166, 0.21900365903034452, 0.037118093175745326, 0.2190095236122055, 0.012432649343841857","0.05545698290616796, 1.4842899910342475, 1.9205452034032238, 1.4842633745744664, 0.055444448081895914","0.0017294968244867337, 0.5071663376895953, 0.9209366429954197, 0.5071477981411447, 0.0017267869496328464"
-3.5757575757575757,-2.3838383838383836,"0.01333534677781033, 0.21698790133572632, 0.039353503717991345, 0.2169879013197168, 0.013335346848755054","0.05957896242854696, 1.4827889729408792, 1.9152641329449716, 1.4827889707938342, 0.059578960891767486","0.0019553242150419335, 0.507162177763789, 0.9157394015560665, 0.507162174945066, 0.0019553231940088556"
-3.4545454545454546,-2.303030303030303,"0.014337529825284868, 0.2147720740751486, 0.04178084208923183, 0.21477193511890613, 0.014337618891428303","0.06418494804717646, 1.4810954205333466, 1.9094383114397226, 1.4810960494275707, 0.06418527055218451","0.0022233261121957647, 0.5071061604667578, 0.9100189376333772, 0.5071065876039323, 0.002223395605356688"
-3.3333333333333335,-2.2222222222222223,"0.01545858621446705, 0.21233143016998385, 0.044420001511129126, 0.21233133990639452, 0.015458642198025568","0.06935147121540607, 1.4791549624081552, 1.9029865026838337, 1.4791553801394435, 0.06935168355316261","0.0025431298280191817, 0.5069704813947828, 0.9037008370660684, 0.5069707683119921, 0.0025431765274077445"
-3.212121212121212,-2.1414141414141414,"0.01671800094061383, 0.20963574407610208, 0.047292419637886884, 0.20963599556517865, 0.016717839780218416","0.0751724760720992, 1.4769213209323293, 1.8958141427432766, 1.476920179752389, 0.07517188049990532","0.0029273501824875594, 0.5067316183001793, 0.8966994834585479, 0.5067308489798887, 0.0029272198205057927"
-3.090909090909091,-2.0606060606060606,"0.018138922421197204, 0.2066504649672446, 0.05042122839337321, 0.20665045702756718, 0.018138927190617715","0.08176041526970651, 1.4743356746682135, 1.8878077676889844, 1.474335709338658, 0.08176043303443807","0.003391944436755851, 0.506357964052987, 0.8889135971103119, 0.5063579872910814, 0.0033919481281411107"
-2.9696969696969697,-1.97979797979798,"0.01975026510131936, 0.20333421327899215, 0.0538310226661749, 0.2033342832516722, 0.019750215701841593","0.08925527619722592, 1.4713299027563824, 1.8788301494509088, 1.4713295826396258, 0.08925508895585997","0.003958316435052387, 0.5058121130763418, 0.8802226276494137, 0.5058118989281218, 0.003958274533952889"
-2.8484848484848486,-1.898989898989899,"0.021586501468141006, 0.19963986257234084, 0.05754727226896794, 0.19963986146319113, 0.021586502227358997","0.09782572660337288, 1.467816978625895, 1.868714581666872, 1.4678169835767685, 0.09782572952708973","0.004653805956558117, 0.5050437793426937, 0.8704829046691229, 0.5050437827317019, 0.004653806634253041"
-2.727272727272727,-1.8181818181818181,"0.023689954277705046, 0.1955123782173004, 0.06159540626738674, 0.19551214896516794, 0.02369011227243977","0.10767978504442864, 1.463690848631143, 1.8572570659881253, 1.4636918868308366, 0.10768041350546444","0.005514503360296326, 0.5039895373217171, 0.8595224184150794, 0.5039902421607458, 0.005514648132569265"
-2.606060606060606,-1.7373737373737375,"0.02611236660060143, 0.19088799479215618, 0.06599927811625572, 0.19088799149847313, 0.026112368992513527","0.11907380890110411, 1.4588227079130132, 1.8442069419332516, 1.4588227228348138, 0.11907381841781772","0.006588029563388822, 0.5025695265707075, 0.8471351317173745, 0.5025695366201904, 0.006588031811312852"
-2.484848484848485,-1.6565656565656566,"0.02891647559068701, 0.1856942009048536, 0.07077864644845094, 0.1856942024745027, 0.028916474581505737","0.13232194448725781, 1.4530507755854267, 1.8292545707592813, 1.4530507686767327, 0.13232194049130197","0.007936957463147671, 0.5006800542292665, 0.8330740040140552, 0.5006800497522538, 0.00793695660700625"
-2.3636363636363638,-1.5757575757575757,"0.03217834338186036, 0.1798488578965846, 0.07594559818498386, 0.17984885447565313, 0.03217834606091825","0.14781011523287096, 1.4461807698363156, 1.81201820294232, 1.4461807857062683, 0.14781012628222603","0.009643973298006767, 0.498192323425856, 0.8170449593538104, 0.49819233366976867, 0.009643975888961228"
-2.242424242424242,-1.494949494949495,"0.03598861762601433, 0.1732617423656942, 0.08149928002784523, 0.1732617423672086, 0.03598861761323743","0.1660068141994197, 1.4379785660884266, 1.7920292394281714, 1.437978566144992, 0.16600681413898855","0.011817456357777473, 0.494946097105099, 0.7987018420375794, 0.49494609713123366, 0.011817456334706235"
-2.121212121212121,-1.4141414141414141,"0.040452613210854235, 0.16583795094821674, 0.0874188716757362, 0.16583795098930826, 0.04045261317588461","0.1874708007910539, 1.4281689508923814, 1.768720496969904, 1.4281689507113202, 0.18747080063534038","0.014597806010858983, 0.4907468999708806, 0.7776467495485687, 0.49074689985194375, 0.014597805970719724"
-2.0,-1.3333333333333333,"0.04568732539114917, 0.15748521520519276, 0.09365491880045812, 0.15748521527705878, 0.045687325326141","0.21284767883200345, 1.4164401345789022, 1.741424373807726, 1.416440134247638, 0.21284767853372877","0.018163004212543434, 0.4853670757583474, 0.7534416258857134, 0.4853670755476463, 0.018163004137083508"
-1.878787878787879,-1.2525252525252526,"0.051812641622211546, 0.14812726231666562, 0.1001201921223614, 0.14812726232779377, 0.051812641610967616","0.24284308563778412, 1.4024595798867439, 1.7093946690497752, 1.4024595798419193, 0.24284308558377668","0.022730492115816018, 0.4785550265916959, 0.7256413132009696, 0.4785550265629407, 0.02273049210093141"
-1.7575757575757576,-1.1717171717171717,"0.058933264352306815, 0.1377252388462663, 0.10668299360395517, 0.13772523884025722, 0.05893326435721468","0.2781551029739312, 1.385908059958613, 1.6718736740827536, 1.385908059985902, 0.27815510299880086","0.028550261587308102, 0.4700584463761308, 0.6938617617013956, 0.4700584463928695, 0.028550261593601425"
-1.6363636363636365,-1.0909090909090908,"0.06710832526846999, 0.12630758201458364, 0.11316818543441104, 0.12630758200224762, 0.06710832528028786","0.31934724946028065, 1.3665374779523694, 1.6282305450612382, 1.3665374780029067, 0.3193472495232056","0.03588191858476846, 0.4596668375794739, 0.6578957820670233, 0.4596668376100728, 0.03588191860206898"
-1.5151515151515151,-1.0101010101010102,"0.07630977136127712, 0.11400385823921977, 0.1193727407988791, 0.11400385823801606, 0.0763097713626078","0.36665686334402586, 1.3442504955816683, 1.5781852821360327, 1.3442504955865004, 0.3666568633517726","0.04494920869438695, 0.44727319081623934, 0.6178738305185287, 0.4472731908191073, 0.044949208696603765"
-1.393939393939394,-0.9292929292929293,"0.08638006852136784, 0.10106986364309672, 0.1251001356710736, 0.10106986364311338, 0.08638006852134827","0.41977270673128114, 1.319183312494614, 1.5220879615484078, 1.3191833124945536, 0.4197727067311434","0.05587341023812824, 0.43294142330465807, 0.5744308649383876, 0.43294142330462193, 0.05587341023808458"
-1.2727272727272727,-0.8484848484848485,"0.09701172083374016, 0.08788409878794434, 0.13020836075663345, 0.08788409878793835, 0.09701172083374379","0.4776744471844665, 1.291752580624343, 1.4611459443823385, 1.291752580624358, 0.47767444718449564","0.06860412339667371, 0.41694886631758526, 0.528792143757828, 0.4169488663175948, 0.06860412339668297"
-1.1515151515151516,-0.7676767676767676,"0.10777380335346909, 0.07489989526896262, 0.13465260275513696, 0.07489989526896296, 0.10777380335346856","0.5386587361913882, 1.2626231285428435, 1.3974362705315468, 1.2626231285428422, 0.538658736191381","0.08288336792677217, 0.39976777843009276, 0.48267650060228634, 0.39976777843009204, 0.08288336792676997"
-1.0303030303030303,-0.6868686868686869,"0.11819098346627344, 0.06255987623319814, 0.13849828060105707, 0.06255987623319748, 0.11819098346627395","0.6006144365832154, 1.232585752169369, 1.333599622494827, 1.2325857521693702, 0.60061443658322","0.09827548216881334, 0.38197474714179425, 0.4379897022875118, 0.3819747471417948, 0.09827548216881486"
-0.9090909090909091,-0.6060606060606061,"0.12784535951667347, 0.05120738214875664, 0.14189451666913977, 0.05120738214875675, 0.1278453595166734","0.6614581181349346, 1.2023914437309093, 1.2723008762683132, 1.202391443730909, 0.6614581181349346","0.11426036293658755, 0.36412326837082687, 0.39642005362842103, 0.36412326837082687, 0.11426036293658781"
-0.7878787878787878,-0.5252525252525253,"0.13645296469068466, 0.04103532578221558, 0.14502341905420063, 0.04103532578221564, 0.13645296469068363","0.7195280143396634, 1.17261886205578, 1.2157062472091145, 1.17261886205578, 0.7195280143396634","0.13034641333482289, 0.34664076209596717, 0.3591271483593558, 0.3466407620959668, 0.130346413334823"
-0.6666666666666666,-0.4444444444444444,"0.1438856424933475, 0.032087968013817636, 0.14805277898567065, 0.0320879680138183, 0.14388564249334607","0.7737764066228933, 1.14362365147575, 1.1651998838027153, 1.1436236514757496, 0.7737764066228926","0.14615192749850678, 0.32978937442890194, 0.3266450695853561, 0.32978937442890155, 0.14615192749850706"
-0.5454545454545454,-0.36363636363636365,"0.15014510854388005, 0.02429992605033504, 0.15110993081156776, 0.024299926050335652, 0.15014510854388158","0.8237454886776725, 1.1155627004842918, 1.121383621676072, 1.1155627004842898, 0.8237454886776735","0.1614329895282536, 0.3136851947990795, 0.29897826377249465, 0.3136851947990782, 0.16143298952825352"
-0.42424242424242425,-0.2828282828282828,"0.15531621105414584, 0.017545233443485353, 0.15427711100473568, 0.017545233443485297, 0.15531621105414778","0.8694183188114413, 1.0884544151975128, 1.0842545319820927, 1.088454415197511, 0.869418318811442","0.1760690927477029, 0.2983448169082972, 0.2757848008422379, 0.29834481690829634, 0.17606909274770266"
-0.30303030303030304,-0.20202020202020202,"0.15952296342683936, 0.011677437490137277, 0.1575991981660446, 0.011677437490137332, 0.1595229634268414","0.9110462302237181, 1.0622396722329748, 1.053428195086618, 1.0622396722329737, 0.9110462302237153","0.19003004035059892, 0.28373140598090973, 0.2565524695476603, 0.283731405980909, 0.1900300403505969"
-0.18181818181818182,-0.12121212121212122,"0.1628978156301384, 0.006554720075279907, 0.16109492858916552, 0.006554720075279186, 0.16289781563013717","0.9490099844735955, 1.0368267494986407, 1.0283265320555277, 1.0368267494986432, 0.9490099844735942","0.20334223922284558, 0.2697875991742368, 0.24072429277814641, 0.2697875991742385, 0.20334223922284578"
-0.06060606060606061,-0.04040404040404041,"0.1655645154397686, 0.002052130876734004, 0.16476670736699425, 0.002052130876733782, 0.16556451543976955","0.9837288887123161, 1.0121183683312802, 1.0083054859128058, 1.0121183683312802, 0.9837288887123181","0.2160624875155607, 0.25645433561025194, 0.2277705957626161, 0.25645433561025216, 0.21606248751556148"
0.06060606060606061,0.04040404040404041,"0.16763079496434513, -0.0019345710910149971, 0.16860755225333815, -0.0019345710910148028, 0.16763079496434657","1.0156100425242274, 0.9880253069559524, 0.9927293010396405, 0.988025306955953, 1.0156100425242274","0.22826044219756284, 0.2436794944275124, 0.21722176120933795, 0.24367949442751274, 0.22826044219756234"
0.18181818181818182,0.12121212121212122,"0.1691868483033172, -0.00548955820096389, 0.17260541979529295, -0.005489558200963557, 0.16918684830331723","1.045024441481388, 0.9644717914132244, 0.9810075342107754, 0.9644717914132248, 1.0450244414813883","0.24000804529015063, 0.2314205696985806, 0.2086773604014414, 0.23142056969858096, 0.24000804529015052"
0.30303030303030304,0.20202020202020202,"0.1703066696721659, -0.008679502245132087, 0.17674566514593357, -0.00867950224513206, 0.1703066696721649","1.0722986991318524, 0.9413965438103197, 0.9726095141156561, 0.9413965438103196, 1.0722986991318528","0.2513736815301026, 0.2196444132865631, 0.20180323141677758, 0.21964441328656295, 0.25137368153010303"
0.42424242424242425,0.2828282828282828,"0.17105049350644105, -0.01155666381964321, 0.18101234062640317, -0.011556663819643431, 0.17105049350644244","1.097714857705643, 0.9187518519319708, 0.9670665807247738, 0.9187518519319714, 1.0977148577056417","0.26241926074469296, 0.20832581875252953, 0.19632353882232823, 0.2083258187525299, 0.26241926074469185"
0.5454545454545454,0.36363636363636365,"0.1714674174250786, -0.014161837239266728, 0.18538883962837854, -0.014161837239266534, 0.1714674174250763","1.1215138613992637, 0.8965019203124559, 0.9639684365765598, 0.8965019203124551, 1.1215138613992663","0.2731989984922472, 0.1974458408367359, 0.19201155708199275, 0.1974458408367356, 0.27319899849224955"
0.6666666666666666,0.4444444444444444,"0.17159779242556955, -0.016526894728965902, 0.18985820460679098, -0.016526894728965985, 0.1715977924255716","1.1439003250573458, 0.8746210981591566, 0.9629571535669964, 0.8746210981591571, 1.1439003250573445","0.2837591384236511, 0.18699023628109163, 0.18868092605893821, 0.18699023628109204, 0.2837591384236497"
0.7878787878787878,0.5252525252525253,"0.1714752337946052, -0.01867687521144845, 0.194403282833685, -0.018676875211448563, 0.17147523379460686","1.1650474408894584, 0.8530922248098785, 0.9637206686013287, 0.8530922248098791, 1.1650474408894562","0.29413817664065944, 0.1769481529235048, 0.18617804939641208, 0.17694815292350505, 0.2941381766406576"
0.9090909090909091,0.6060606060606061,"0.17112823603214192, -0.020631650008674784, 0.19900682795306568, -0.020631650008674396, 0.17112823603214186","1.185101521288718, 0.8319051628804033, 0.9659866316617585, 0.8319051628804032, 1.185101521288718","0.3043673426642128, 0.16731107799876488, 0.18437577765639687, 0.16731107799876482, 0.3043673426642128"
1.0303030303030303,0.6868686868686869,"0.17058142993793665, -0.022407227443879518, 0.20365159501188618, -0.022407227443879185, 0.17058142993793557","1.2041860072087387, 0.8110555171629968, 0.969516951256527, 0.8110555171629963, 1.2041860072087394","0.31447120405539425, 0.158072013524982, 0.18316828695644752, 0.15807201352498185, 0.3144712040553952"
1.1515151515151516,0.7676767676767676,"0.16985653764904954, -0.024016761931301617, 0.2083204485645019, -0.02401676193130156, 0.16985653764905193","1.2224049264254697, 0.7905435134526009, 0.9741031202438604, 0.7905435134526024, 1.2224049264254686","0.3244683240636038, 0.14922483710608497, 0.1824669823969389, 0.14922483710608558, 0.32446832406360215"
1.2727272727272727,0.8484848484848485,"0.1689730821744611, -0.025471326437664615, 0.21299648852640535, -0.025471326437665004, 0.16897308217446358","1.2398458498934857, 0.7703730089557985, 0.9795622823014359, 0.7703730089557994, 1.2398458498934835","0.33437193495633943, 0.14076381024243462, 0.18219724357458086, 0.14076381024243487, 0.33437193495633716"
1.393939393939394,0.9292929292929293,"0.1679489020872079, -0.026780497575142836, 0.21766319097586884, -0.026780497575143475, 0.16794890208720928","1.2565824139576356, 0.7505506113947541, 0.9857339492952211, 0.7505506113947553, 1.2565824139576327","0.34419060674636853, 0.1326832038300532, 0.18229584610114524, 0.13268320383005336, 0.3441906067463661"
1.5151515151515151,1.0101010101010102,"0.16680051431525322, -0.027952793179951196, 0.22230455772939692, -0.02795279317995128, 0.1668005143152524","1.2726764757361912, 0.7310848911443747, 0.9924772662388694, 0.7310848911443744, 1.272676475736191","0.3539288993563051, 0.1249770179598222, 0.1827089187254948, 0.12497701795982223, 0.3539288993563052"
1.6363636363636365,1.0909090909090908,"0.16554336046659787, -0.02899599415700635, 0.22690526738081543, -0.028995994157006877, 0.16554336046660043","1.2881799607391864, 0.7119856771352138, 0.9996687242512026, 0.7119856771352155, 1.2881799607391842","0.36358799009174275, 0.11763877904761483, 0.1833903217217273, 0.11763877904761519, 0.3635879900917401"
1.7575757575757576,1.1717171717171717,"0.16419196554921098, -0.029917375838722726, 0.23145082057902472, -0.029917375838721755, 0.16419196554920895","1.3031364515416668, 0.6932634319433364, 1.0072002330299923, 0.6932634319433348, 1.3031364515416697","0.3731662699898252, 0.1106614015412452, 0.18430035530729338, 0.11066140154124496, 0.3731662699898278"
1.878787878787879,1.2525252525252526,"0.16276003242541484, -0.030723868964679102, 0.23592767307853013, -0.030723868964678852, 0.16276003242541315","1.3175825566681671, 0.6749287043788502, 1.0149774779059657, 0.6749287043788497, 1.3175825566681698","0.38265990344811146, 0.10403710421434062, 0.18540472610036737, 0.10403710421434045, 0.38265990344811357"
2.0,1.3333333333333333,"0.16126049076640064, -0.03142216637996356, 0.24032335122712428, -0.031422166379964034, 0.1612604907664026","1.3315490907288816, 0.65699165921192, 1.0229185001184002, 0.6569916592119207, 1.3315490907288785","0.392063346177966, 0.0977573727469623, 0.18667371516356698, 0.0977573727469624, 0.39206334617796335"
2.121212121212121,1.4141414141414141,"0.15970551547609063, -0.03201878841383557, 0.2446265458754881, -0.03201878841383607, 0.15970551547609296","1.345062090482914, 0.6394616837873399, 1.0309524514594934, 0.6394616837873415, 1.3450620904829105","0.40136981727323645, 0.09181296126909591, 0.18808150352671793, 0.09181296126909613, 0.40136981727323306"
2.242424242424242,1.494949494949495,"0.1581065263763306, -0.03252011741719363, 0.24882718208172389, -0.03252011741719413, 0.15810652637633343","1.3581436867494823, 0.6223470705435908, 1.0390184854138576, 0.622347070543592, 1.3581436867494792","0.41057172213970106, 0.08619392610259329, 0.1896056208166029, 0.08619392610259372, 0.41057172213969795"
2.3636363636363638,1.5757575757575757,"0.15647417826274396, -0.03293240993618751, 0.2529164633468889, -0.03293240993618693, 0.15647417826274185","1.3708128486713922, 0.6056547732100958, 1.0470647562370219, 0.6056547732100956, 1.3708128486713957","0.4196610241814789, 0.0808896853007488, 0.19122649027519267, 0.08088968530074887, 0.41966102418148193"
2.484848484848485,1.6565656565656566,"0.1548183481647622, -0.033261793355261554, 0.256886890380997, -0.033261793355261804, 0.1548183481647642","1.3830860144526858, 0.5893902329998573, 1.0550475050949149, 0.5893902329998589, 1.383086014452684","0.42862956441580624, 0.07588909790265626, 0.19292704945832123, 0.07588909790265674, 0.4286295644158041"
2.606060606060606,1.7373737373737375,"0.1531481247165446, -0.03351425246862941, 0.2607322555041671, -0.03351425246863041, 0.15314812471654782","1.3949776210580522, 0.5735572696783673, 1.0629302185271636, 0.5735572696783688, 1.3949776210580471","0.43746932949235257, 0.07118055718236904, 0.19469243062273567, 0.07118055718236943, 0.4374693294923482"
2.727272727272727,1.8181818181818181,"0.1514718029296105, -0.03369561027610783, 0.2644476146929927, -0.033695610276108734, 0.1514718029296132","1.4065005442306406, 0.558158031146503, 1.0706828492457159, 0.5581580311465042, 1.4065005442306369","0.44617266983318066, 0.06675209262395089, 0.19650968850265083, 0.06675209262395093, 0.4461726698331771"
2.8484848484848486,1.898989898989899,"0.1497968863274044, -0.03381150630947646, 0.2680292399641454, -0.033811506309475145, 0.14979688632740185","1.417666459360186, 0.5431929942370097, 1.0782810928056055, 0.5431929942370097, 1.4176664593601898","0.4547324707036515, 0.06259147590129382, 0.19836756605833997, 0.06259147590129402, 0.4547324707036548"
2.9696969696969697,1.97979797979798,"0.14813009733454624, -0.03386737495441264, 0.2714745552397308, -0.03386737495441318, 0.14813009733454896","1.4284861330684517, 0.5286610088477848, 1.0857057161675288, 0.5286610088477868, 1.4284861330684477","0.4631422799155834, 0.05868632677120926, 0.20025629101388973, 0.05868632677120959, 0.46314227991557944"
3.090909090909091,2.0606060606060606,"0.14647739598846105, -0.03386842552452653, 0.2747820590721336, -0.0338684255245261, 0.1464773959884581","1.4389696547717663, 0.5145593773300072, 1.0929419357964523, 0.5145593773300055, 1.438969654771771","0.4713963965182754, 0.055024215471280585, 0.20216739771979236, 0.05502421547128012, 0.47139639651827936"
3.212121212121212,2.1414141414141414,"0.14484400643420875, -0.0338196252557061, 0.27795123764299234, -0.03381962525570703, 0.14484400643421214","1.4491266168690204, 0.5008839611883222, 1.099978843885319, 0.5008839611883243, 1.4491266168690158","0.4794899252421813, 0.05159275891629217, 0.20409357018364827, 0.05159275891629252, 0.47948992524217654"
3.3333333333333335,2.2222222222222223,"0.14323445024921122, -0.03372568591097741, 0.2809824713235317, -0.03372568591097806, 0.1432344502492131","1.4589662515556923, 0.4876293075817547, 1.106808881725109, 0.4876293075817557, 1.4589662515556898","0.4874188016344299, 0.04837970867504274, 0.20602850309476362, 0.04837970867504282, 0.4874188016344273"
3.4545454545454546,2.303030303030303,"0.14165258539344167, -0.0335910543077762, 0.2838769378286714, -0.03359105430777566, 0.141652585393439","1.468497531573437, 0.4747887887712031, 1.113427359310718, 0.4747887887712009, 1.4684975315734419","0.4951797927927024, 0.04537302935385919, 0.2079667783962049, 0.04537302935385897, 0.49517979279270724"
3.5757575757575757,2.3838383838383836,"0.14010164946423204, -0.03341990679071337, 0.28663651465296497, -0.03341990679071283, 0.14010164946422954","1.4777292414765393, 0.4623547484714554, 1.1198320201040093, 0.46235474847145486, 1.4777292414765446","0.5027704783988264, 0.04256096659187089, 0.20990375548912982, 0.04256096659187081, 0.5027704783988308"
3.696969696969697,2.4646464646464645,"0.13858430592292825, -0.033216147462176354, 0.2892636830784941, -0.03321614746217738, 0.1385843059229312","1.4866700252488871, 0.45031864996387966, 1.1260226495744687, 0.45031864996388127, 1.486670025248885","0.510189216417635, 0.039932104371311644, 0.21183547353627674, 0.03993210437131191, 0.5101892164176322"
3.8181818181818183,2.5454545454545454,"0.13710269202658776, -0.032983409839012934, 0.29176143562485274, -0.03298340983901196, 0.13710269202658437","1.495328415357655, 0.43867122174987205, 1.1320007257849438, 0.43867122174987033, 1.49532841535766","0.5174350974001904, 0.03747541175663141, 0.2137585646030444, 0.03747541175663117, 0.5174350974001953"
3.9393939393939394,2.6262626262626263,"0.13565846731703274, -0.03272506151465067, 0.2941331883952381, -0.03272506151465013, 0.13565846731703002","1.5037128476031278, 0.4274025974254454, 1.1377691099428522, 0.4274025974254439, 1.5037128476031305","0.5245078908511939, 0.035180279498217906, 0.21567017656611645, 0.03518027949821764, 0.5245078908511972"
