m_sdw,V,E_GS,E_p_bits,E_p,coh_1rdm,S,m_cdw,coh_2rdm,Q_2,U
0.09028921850970816,-4.0,-36.573240898707084,0.15305002970391612,0.1060861965738853,0.0,0.2330284867596717,0.3963895641957326,0.0,0.0,-6.0
0.08987314621935857,-3.919191919191919,-35.85771640404904,0.15344746691416433,0.10636167905561855,0.0,0.23444724674566425,0.39616496356952907,0.0,0.0,-5.878787878787879
0.08972765652456068,-3.8383838383838382,-35.14221194815202,0.15469008160714104,0.10722299392657786,0.0,0.23499959782684243,0.3965551317382691,0.0,0.0,-5.757575757575758
0.08925417981118695,-3.757575757575758,-34.42803526012379,0.15334379089356642,0.10628981631424939,0.0,0.23651758979197623,0.39631345960855857,0.0,0.0,-5.636363636363637
0.0849620017081719,-3.676767676767677,-33.712110692038664,0.16901659432562188,0.1171533758246488,0.0,0.25183046023978933,0.38743440819137426,0.0,0.0,-5.515151515151516
0.08820979887727734,-3.595959595959596,-33.00083073417496,0.15542032195801503,0.10772915796691684,0.0,0.24010378241147534,0.3956897901583735,0.0,0.0,-5.393939393939394
0.08748216146050815,-3.515151515151515,-32.2881202288504,0.15633178926096924,0.10836093895813237,0.0,0.2426160927112934,0.39500193422816565,0.0,0.0,-5.2727272727272725
0.08687437336676228,-3.4343434343434343,-31.576066645116004,0.15704115108439698,0.10885263110603804,0.0,0.24469519423566083,0.3946420400180568,0.0,0.0,-5.151515151515151
0.08648107961839495,-3.3535353535353534,-30.86469876537722,0.15690194713650274,0.10875614228203245,0.0,0.24598265096553548,0.39484461545458116,0.0,0.0,-5.03030303030303
0.007746263386249885,-3.272727272727273,-30.053229475917597,0.48512700239432416,0.3362644139231238,0.0,0.39952124916416043,0.18268368972139087,0.0,0.0,-4.909090909090909
0.08504501177956812,-3.191919191919192,-29.444461817899562,0.15930640170051702,0.11042278318386334,0.0,0.2509416362541982,0.3939438533969092,0.0,0.0,-4.787878787878788
0.0841289881444037,-3.111111111111111,-28.735666578934868,0.16020432037075283,0.11104517297850935,0.0,0.254086628932146,0.3931835925353908,0.0,0.0,-4.666666666666667
0.08329561879076255,-3.0303030303030303,-28.027827760550608,0.16120708401230432,0.11174023576941883,0.0,0.25694182568960694,0.39269389765477125,0.0,0.0,-4.545454545454546
0.08238703603337344,-2.9494949494949494,-27.32103958194632,0.16224286479236372,0.11245818429679533,0.0,0.2600575046203588,0.39212874616738613,0.0,0.0,-4.424242424242424
0.08144191310277718,-2.8686868686868685,-26.615390460172424,0.16341442597122002,0.1132702486247732,0.0,0.2632957402304279,0.39159106363220236,0.0,0.0,-4.303030303030303
0.0803963568329321,-2.787878787878788,-25.910976715421175,0.1646925594939741,0.11415618327244936,0.0,0.2668832931602288,0.3909390986498459,0.0,0.0,-4.181818181818182
0.07925479336947112,-2.707070707070707,-25.207907448010058,0.16608257891689182,0.11511967131636824,0.0,0.2708028113932611,0.3901951951821959,0.0,0.0,-4.0606060606060606
0.0780248029437894,-2.6262626262626263,-24.50630468281739,0.1676302919663386,0.11619246425290819,0.0,0.2750284323642201,0.38938847073181815,0.0,0.0,-3.9393939393939394
0.07667731852150717,-2.5454545454545454,-23.80630539677631,0.16933123378764758,0.11737146728064474,0.0,0.2796613470916746,0.38846457422193276,0.0,0.0,-3.8181818181818183
0.07520527305701993,-2.4646464646464645,-23.108064308518287,0.17121312783864617,0.11867589683620694,0.0,0.2847263342951541,0.3874213462434853,0.0,0.0,-3.696969696969697
0.07359032106217728,-2.3838383838383836,-22.41175660559937,0.17331781813152913,0.12013475697867082,0.0,0.29028804739833847,0.38623117749388547,0.0,0.0,-3.5757575757575757
0.07181760367762194,-2.303030303030303,-21.717581456744814,0.17566347887746092,0.12176064511126361,0.0,0.29639814315708934,0.38487658798436675,0.0,0.0,-3.4545454545454546
0.06986510803055132,-2.2222222222222223,-21.02576623437189,0.17829600832920245,0.12358537547847925,0.0,0.3031339250946938,0.38332413701903933,0.0,0.0,-3.3333333333333335
0.06770869585651232,-2.1414141414141414,-20.336571611686754,0.1812643369111715,0.12564286406604652,0.0,0.31057995685052575,0.38153660027388747,0.0,0.0,-3.212121212121212
0.06532036879792473,-2.0606060606060606,-19.65029777316246,0.18462860791220437,0.12797479902505215,0.0,0.31883418846493317,0.3794685536027485,0.0,0.0,-3.090909090909091
0.0626673986122657,-1.97979797979798,-18.967291990881716,0.18846182608429518,0.13063178339350823,0.0,0.328010745658451,0.37706379415840263,0.0,0.0,-2.9696969696969697
0.05971188961421281,-1.898989898989899,-18.287957882497558,0.19285462659648323,0.13367664068329366,0.0,0.3382410993133623,0.3742535848810658,0.0,0.0,-2.8484848484848486
0.056409810872987354,-1.8181818181818181,-17.612766714435427,0.19791915227470147,0.13718710237802378,0.0,0.3496766796289819,0.3709530941847922,0.0,0.0,-2.727272727272727
0.052710394516251736,-1.7373737373737375,-16.94227114026853,0.20379435651792588,0.14125948363442853,0.0,0.3624896106026621,0.36705817229913074,0.0,0.0,-2.606060606060606
0.04855536135174253,-1.6565656565656566,-16.27712172614766,0.2106545095184873,0.1460145793449774,0.0,0.37687319679544196,0.3624406177048637,0.0,0.0,-2.484848484848485
0.04387908494889505,-1.5757575757575757,-15.618086431929086,0.21871545442250606,0.15160200057784712,0.0,0.393037208731279,0.3569446222170334,0.0,0.0,-2.3636363636363638
0.03860939389316116,-1.494949494949495,-14.966072737041815,0.22824384504501083,0.15820657767311008,0.0,0.4111984311364075,0.3503828528933678,0.0,0.0,-2.242424242424242
0.03267036077500999,-1.4141414141414141,-14.322151066024643,0.23956376318187567,0.16605294701384743,0.0,0.4315601025889254,0.34253516064148065,0.0,0.0,-2.121212121212121
0.02598817219290065,-1.3333333333333333,-13.687576188237212,0.25305784771082074,0.17540633365932323,0.0,0.45427500879909133,0.3331521075306164,0.0,0.0,-2.0
0.018501809857783765,-1.2525252525252526,-13.063799878614788,0.26915540766823653,0.18656431195770096,0.0,0.47938558588081986,0.3219676638914654,0.0,0.0,-1.878787878787879
0.010180191074609376,-1.1717171717171717,-12.452463137414098,0.28829609705438486,0.19983162683968314,0.0,0.5067380685983703,0.30872644797780585,0.0,0.0,-1.7575757575757576
0.0010460656067324743,-1.0909090909090908,-11.855350653792753,0.3108559249706051,0.21546890795372886,0.0,0.5358800829163153,0.29322998238211034,0.0,0.0,-1.6363636363636365
0.008796913409105638,-1.0101010101010102,-11.274287658981542,0.33702922966287363,0.23361086030711076,0.0,0.5659760345529765,0.2754003964672675,0.0,0.0,-1.5151515151515151
0.01914410908551592,-0.9292929292929293,-10.71096722921332,0.36668425162286233,0.2541661551681207,0.0,0.5958044714360563,0.25534664999566703,0.0,0.0,-1.393939393939394
0.02969272096964694,-0.8484848484848485,-10.166722072427234,0.39924964415700925,0.27673876518699236,0.0,0.6239051639619608,0.2334020644994801,0.0,0.0,-1.2727272727272727
0.04008008378482981,-0.7676767676767676,-9.642295282691029,0.43371555682815677,0.3006287153804237,0.0,0.6488803034089916,0.21009850283427395,0.0,0.0,-1.1515151515151516
0.04995209901344176,-0.6868686868686869,-9.137693590509404,0.46879784758593157,0.32494590630675957,0.0,0.6697369404135094,0.18606860173549536,0.0,0.0,-1.0303030303030303
0.05903409428099464,-0.6060606060606061,-8.652189492095625,0.5032138395132093,0.34880125407732565,0.0,0.6860929920519989,0.16191315498472716,0.0,0.0,-0.9090909090909091
0.06717173937422753,-0.5252525252525253,-8.184473073558538,0.5359369638713658,0.37148319546529474,0.0,0.6981494623148004,0.13809508964462375,0.0,0.0,-0.7878787878787878
0.07432962558894565,-0.4444444444444444,-7.732887269895618,0.566321021122848,0.3925438190831313,0.0,0.7064884025609557,0.1148989211805997,0.0,0.0,-0.6666666666666666
0.08056005915973175,-0.36363636363636365,-7.295660876119502,0.5940827237355044,0.4117867649766376,0.0,0.7118357632697874,0.09245016038743274,0.0,0.0,-0.5454545454545454
0.08596381324521173,-0.2828282828282828,-6.871082659869011,0.6192043818437849,0.42919977146538324,0.0,0.7148893966128642,0.0707635321580096,0.0,0.0,-0.42424242424242425
0.09065805000789015,-0.20202020202020202,-6.457602239497476,0.6418244291760762,0.4448787934978937,0.0,0.7162349171199853,0.049791737786379395,0.0,0.0,-0.30303030303030304
0.0947562239397764,-0.12121212121212122,-6.0538709582488455,0.6621523718733331,0.45896904966508134,0.0,0.7163258526188028,0.029461399598913297,0.0,0.0,-0.18181818181818182
0.09835829529861292,-0.04040404040404041,-5.658744257839542,0.6804155697261283,0.47162813376475454,0.0,0.7154966484070957,0.009694694665024085,0.0,0.0,-0.06060606060606061
0.10154765687281193,0.04040404040404041,-5.271264047487888,0.6968313095499067,0.4830066575404124,0.0,0.7139866014609713,0.009579754435237975,0.0,0.0,0.06060606060606061
0.10439164656077096,0.12121212121212122,-4.890633319995823,0.7115949600501653,0.4932400402594391,0.0,0.7119636915334818,0.028422566869420508,0.0,0.0,0.18181818181818182
0.1069436017961057,0.20202020202020202,-4.516189823066239,0.7248769415133336,0.5024464082628834,0.0,0.7095442977334366,0.04688276495174441,0.0,0.0,0.30303030303030304
0.10924533105571466,0.2828282828282828,-4.147381976361531,0.7368239121722976,0.510727417291377,0.0,0.706808197763615,0.06499851845442325,0.0,0.0,0.42424242424242425
0.11132946979141334,0.36363636363636365,-3.7837481709890257,0.7475616174636044,0.5181702274397298,0.0,0.703809518102825,0.08279846375003577,0.0,0.0,0.5454545454545454
