U,V,magnetization,charge_density
-4.040816326530612,2.5306122448979593,"0.2031820731176448, 0.018753853172638148, 0.5558771297169727, 0.018756751577433606, 0.20343019241531046","1.7572586138652788, 0.07488372018057501, 1.3359623892495045, 0.07490381895630936, 1.7569914577483323"
-4.040816326530612,2.693877551020408,"0.20430861080322604, 0.016484406850306384, 0.5583741829627183, 0.016484718083863717, 0.20434808129988613","1.7603380842175853, 0.06715451422736547, 1.3450540582634876, 0.06715717473457286, 1.760296168556992"
-4.040816326530612,2.857142857142857,"0.20472101458588987, 0.01455629339588966, 0.5603153753084069, 0.014565630841313501, 0.2058416858685006","1.7634934684695094, 0.06057453391317768, 1.3529797389420315, 0.06063911942651071, 1.7623131392487743"
-4.040816326530612,3.020408163265306,"0.20450639414678706, 0.012913606561140063, 0.5618450979727201, 0.01293043094939704, 0.20780447036995642","1.7667734984229497, 0.05491363341127321, 1.3599143234593574, 0.05511716962494209, 1.7632813750814795"
-4.040816326530612,3.183673469387755,"0.20625614356785504, 0.01152096189430988, 0.562995999894494, 0.011536349681647382, 0.2076905449616938","1.767535918855729, 0.0501532448038154, 1.3660514863842912, 0.05021704847688345, 1.7660423014792817"
-4.040816326530612,3.3469387755102042,"0.20465667636555662, 0.010306533864815347, 0.5639105019918736, 0.010311587387097136, 0.21081470039065675","1.7714596670779248, 0.045859404784148836, 1.3714799865974165, 0.046168603680138386, 1.76503233786037"
-4.040816326530612,3.510204081632653,"0.20778771617023784, 0.009280251774552974, 0.5646154633750309, 0.009282774433333633, 0.20903379424684476","1.7701554834479052, 0.0423163087441171, 1.3762952492503195, 0.042365761131278885, 1.7688671974263788"
-4.040816326530612,3.673469387755102,"0.20440078577731358, 0.00835444346981783, 0.565019619399715, 0.008400344519812246, 0.2138248068333416","1.7753782237470335, 0.03894502066711912, 1.3807472493037336, 0.039246175155035035, 1.76568333112708"
-4.040816326530612,3.836734693877551,"0.20654256638232404, 0.007573097130645641, 0.5655048468909041, 0.007600267599787186, 0.21277922199633859","1.7746680684210498, 0.03616601161400076, 1.3845444619533287, 0.036371540296455306, 1.7682499177151647"
-4.040816326530612,4.0,"0.2081693737208401, 0.00688553631408409, 0.5657948390382839, 0.006900982559172229, 0.2122492683676196","1.7743373421670932, 0.03367404467432786, 1.3880407024740042, 0.03379487537199603, 1.7701530353125785"
-3.795918367346939,-4.0,"0.01154173719701225, 0.4728212339665169, 0.03126879002406302, 0.47273398912006104, 0.011634249692346596","0.029211889033625787, 1.4870733875656557, 1.9669984039443444, 1.487364591354477, 0.029351728101898164"
-3.795918367346939,-3.836734693877551,"0.0133508699748471, 0.46877410372956874, 0.0339625334856426, 0.47168342998246315, 0.012229062827478914","0.03244358772756959, 1.4892616171241526, 1.9640643147832397, 1.4836052365507424, 0.030625243814298323"
-3.795918367346939,-3.673469387755102,"0.01817702377012586, 0.4611455693458203, 0.037541461341502935, 0.4702405299479975, 0.012895415594553278","0.04067207513367661, 1.4948640859196267, 1.9599396371494184, 1.47263041587296, 0.031893785924316326"
-3.795918367346939,-3.510204081632653,"0.014084711676031963, 0.466114359438476, 0.03989691918945071, 0.46560339900786407, 0.014300610688177402","0.03446205737737926, 1.4859547477180302, 1.9578016298363916, 1.4869664018353739, 0.03481516323282537"
-3.795918367346939,-3.3469387755102042,"0.015207161457613824, 0.4630381142730523, 0.04350256277880904, 0.46305423865566486, 0.015197922834860359","0.03669556997830969, 1.4863451733468112, 1.953968085863247, 1.4863100288119577, 0.03668114199967513"
-3.795918367346939,-3.183673469387755,"0.014171775388138222, 0.4641760497206481, 0.04744065121414198, 0.45744075412596863, 0.016770769551102786","0.03561344563562982, 1.4809661915198413, 1.9500071360602877, 1.4935826541211252, 0.03983057266311523"
-3.795918367346939,-3.020408163265306,"0.09775916753054376, 0.34341108119273855, 0.08360894951185893, 0.4432515048309012, 0.03196929693395778","0.19509532058241463, 1.5498218805230493, 1.903913148385946, 1.2777591026323032, 0.07341054787628842"
-3.795918367346939,-2.857142857142857,"0.019473239128724555, 0.45169888959477855, 0.057655626168021334, 0.45169913377794557, 0.019473111330530146","0.04489206540417678, 1.4857183320879161, 1.9387800308053897, 1.4857177630650695, 0.04489180863744878"
-3.795918367346939,-2.693877551020408,"0.02134668906488181, 0.4467406477189294, 0.06378403681770628, 0.4468263546750758, 0.021302271723406846","0.04838552732489085, 1.4856672517835734, 1.9321716084592555, 1.4854728345991566, 0.048302777833123034"
-3.795918367346939,-2.5306122448979593,"0.02352068121443608, 0.44108824253040835, 0.07085421411430437, 0.4409228358321997, 0.023614026308651902","0.05236824941594517, 1.4851110163444905, 1.924471383714987, 1.485503401416633, 0.05254594910794533"
-3.795918367346939,-2.36734693877551,"0.026089552329571664, 0.43441614002270934, 0.07898818252751605, 0.43441731763307556, 0.026088807487127545","0.05703864741183973, 1.4851616343673406, 1.9156035989934557, 1.4851588760713184, 0.05703724315604653"
-3.795918367346939,-2.204081632653061,"0.029092467268064092, 0.42670579447876833, 0.0884028675797559, 0.42670754268162703, 0.029091327991784578","0.062448339500422154, 1.4849363219188065, 1.905237170857143, 1.4849320747366392, 0.06244609298698956"
-3.795918367346939,-2.0408163265306123,"0.03264335442331542, 0.41770129059633043, 0.09930780240620818, 0.41771056323871225, 0.03263698933543377","0.06882326866707536, 1.484644175648407, 1.8931008872196307, 1.4846214829249602, 0.06881018553992803"
-3.795918367346939,-1.8775510204081634,"0.03686432564731559, 0.4071633948595845, 0.11194449352733016, 0.40716366024582795, 0.03686412571994159","0.07642001423922636, 1.4841678876964879, 1.8788253518541629, 1.4841671680961996, 0.07641957811392101"
-3.795918367346939,-1.7142857142857142,"0.04190801586544039, 0.39480848455562856, 0.12656699341302347, 0.39480851707516673, 0.04190798909074056","0.08559928968102774, 1.4834161628171125, 1.8619692512577077, 1.4834160689720715, 0.0855992272720805"
-3.795918367346939,-1.5510204081632653,"0.047963823048180726, 0.38032430720169264, 0.14342374272722014, 0.3803242877850863, 0.047963839237820265","0.09687472229308805, 1.482143177370585, 1.841964096209335, 1.4821432417331848, 0.09687476239380671"
-3.795918367346939,-1.3877551020408163,"0.05527014739816674, 0.3633719185894497, 0.16271586759950174, 0.36337195588178284, 0.05527011053109907","0.11102326470967061, 1.4799459876653167, 1.8180617350917871, 1.4799458509670598, 0.11102316156616515"
-3.795918367346939,-1.2244897959183674,"0.06413283131168927, 0.34360438483233613, 0.18452556638511075, 0.34360437087781737, 0.06413284659304638","0.1292941561656082, 1.4761107858856675, 1.7891900135804684, 1.4761108373031557, 0.12929420706509928"
-3.795918367346939,-1.0612244897959184,"0.07495975045597966, 0.32069611177720103, 0.20868827669946333, 0.3206961197026257, 0.07495974136473031","0.1538534292266776, 1.4693376841831345, 1.7536178311437296, 1.469337658586826, 0.15385339685963229"
-3.795918367346939,-0.8979591836734694,"0.08832120598872001, 0.2944015206267542, 0.23455454672531806, 0.2944015206721332, 0.08832120598707453","0.18875812354928723, 1.4571670586700987, 1.7081496355411752, 1.4571670589158234, 0.18875812332361458"
-3.795918367346939,-0.7346938775510204,"0.10502516439132861, 0.26471611513019666, 0.26051744115816144, 0.26471611568107123, 0.10502516363924227","0.24209136185280752, 1.4347805837665655, 1.6462561155614013, 1.4347805807584435, 0.24209135806078189"
-3.795918367346939,-0.5714285714285714,"0.12598860310015614, 0.23243847772996684, 0.2831458383371237, 0.2324384777207935, 0.12598860311195986","0.32985154490225777, 1.3928511023176962, 1.5545947054204021, 1.3928511023650696, 0.3298515449945743"
-3.795918367346939,-0.40816326530612246,"0.1508086008434719, 0.20080052833469675, 0.29678174165477766, 0.20080052833675643, 0.15080860083029704","0.4767851704483994, 1.3167621851356655, 1.4129052889983384, 1.316762185087843, 0.476785170329752"
-3.795918367346939,-0.24489795918367346,"0.17382914551858974, 0.1766967965567886, 0.2989481158492533, 0.17669679655678705, 0.17382914551858064","0.6883210070159275, 1.1997981737304952, 1.2237616385072259, 1.199798173730493, 0.6883210070158555"
-3.795918367346939,-0.08163265306122448,"0.18666499444301132, 0.1635282001040873, 0.2996136109058021, 0.16352820010408814, 0.18666499444301132","0.9070448124232274, 1.065196934467692, 1.055516506218236, 1.0651969344677075, 0.9070448124231384"
-3.795918367346939,0.08163265306122448,"0.19032471497644227, 0.15525269540278253, 0.30884517924141747, 0.1552526954027698, 0.1903247149765882","1.0805721182900832, 0.9372170557929457, 0.9644216518385815, 0.9372170557959114, 1.08057211828248"
-3.795918367346939,0.24489795918367346,"0.19069140778714622, 0.14597953056556634, 0.32665812329450755, 0.14597953056556517, 0.19069140778721494","1.2139941564084136, 0.81607364264453, 0.9398644018944418, 0.8160736426447479, 1.2139941564078671"
-3.795918367346939,0.40816326530612246,"0.19083729152486884, 0.133931076785321, 0.35046326337971573, 0.13393107678531874, 0.19083729152477646","1.3243182508183726, 0.6976893759744283, 0.955984746414176, 0.6976893759742091, 1.3243182508188156"
-3.795918367346939,0.5714285714285714,"0.19149836920167063, 0.11951820337678748, 0.3779668548414341, 0.11951820337690608, 0.19149836920320162","1.4191399812639958, 0.5837156633364857, 0.9942887108014591, 0.5837156633387671, 1.4191399812592929"
-3.795918367346939,0.7346938775510204,"0.19256687967271924, 0.10403595969420343, 0.40679432126407894, 0.10403595969433374, 0.19256687967466468","1.4993217005321284, 0.47952321738332027, 1.042310164171553, 0.47952321738540493, 1.4993217005275925"
-3.795918367346939,0.8979591836734694,"0.19380258384999505, 0.08889909197187548, 0.4345966481463484, 0.08889909198679583, 0.1938025840449853","1.564245857696081, 0.38992427639379557, 1.091659732034129, 0.38992427654689266, 1.5642458573291023"
-3.795918367346939,1.0612244897959184,"0.19506594773505648, 0.07512905516763374, 0.4596099934147503, 0.07512905521303989, 0.1950659484695194","1.614575840327367, 0.3166973694104981, 1.1374535812864992, 0.3166973698102027, 1.6145758391654321"
-3.795918367346939,1.2244897959183674,"0.1963179129963919, 0.06320277200137846, 0.48095862784308846, 0.06320277209970364, 0.19631791505943774","1.6524316233209215, 0.25876982825455797, 1.177597098937549, 0.2587698291111591, 1.652431620375813"
-3.795918367346939,1.3877551020408163,"0.1975595329908254, 0.053177111179559824, 0.4985285084152202, 0.053177035208110845, 0.19755781220628432","1.6804940904930703, 0.2136313716073468, 1.211747338042421, 0.21363084137396876, 1.6804963584831953"
-3.795918367346939,1.5510204081632653,"0.1987891156724093, 0.044882110956146, 0.5126575193459137, 0.04488211182791112, 0.19878914219762023","1.701260371815729, 0.1785354470943946, 1.2404083895768943, 0.1785354536310293, 1.7012603378819549"
-3.795918367346939,1.7142857142857142,"0.20000140343371897, 0.03806519762913843, 0.5238662974809283, 0.03806521176299756, 0.20000188969321742","1.716724669997556, 0.1510898230023419, 1.2643715010732635, 0.15108990554338614, 1.7167241003834541"
-3.795918367346939,1.8775510204081634,"0.20118074680735565, 0.03246894438804278, 0.532695070522465, 0.032469016046586044, 0.20118622223555083","1.7283733612324033, 0.12940891062837262, 1.2844408665050295, 0.12940978102577727, 1.7283670806084173"
-3.795918367346939,2.0408163265306123,"0.20231863432056463, 0.027864180512051438, 0.5396282678400316, 0.027864357544640443, 0.20232455978271158","1.7372632515830202, 0.1120758048621617, 1.3013278082462594, 0.11207650231881808, 1.737256632989741"
-3.795918367346939,2.204081632653061,"0.20339725934820796, 0.024059138923578798, 0.545070127062093, 0.024059349189346373, 0.2034141254767733","1.744152646655977, 0.09804353265721907, 1.3156243840446036, 0.0980452959243509, 1.7441341407178483"
-3.795918367346939,2.36734693877551,"0.20437553077062642, 0.020897618753208197, 0.5493453944471047, 0.020898859886653402, 0.20448259614240794","1.7496076958796754, 0.08654064710161508, 1.3278097439988061, 0.08655022678818161, 1.7494916862317227"
-3.795918367346939,2.5306122448979593,"0.20530569396852938, 0.018255997221959894, 0.5527092092580885, 0.018259255089115106, 0.20546984446230754","1.753942849254157, 0.07700536558292623, 1.3382675973891593, 0.07701716846810863, 1.753767019305649"
-3.795918367346939,2.693877551020408,"0.20635330851934996, 0.0160381293248126, 0.5553611844488677, 0.016036590111297204, 0.20621078759567235","1.7572504479972584, 0.06902704556094749, 1.347303231192099, 0.06901679924227924, 1.7574024760074156"
-3.795918367346939,2.857142857142857,"0.2068017293550397, 0.014156790423294048, 0.5574536404992096, 0.014164893957614784, 0.20742294576484155","1.7604893144249252, 0.06224018978263008, 1.3551631132969495, 0.06227202825882982, 1.7598353542366645"
-3.795918367346939,3.020408163265306,"0.20783802042491417, 0.012563492882658615, 0.5591089288567956, 0.012563993582816593, 0.20792556425281516","1.7625466768647426, 0.056478768969259845, 1.362036273185307, 0.056483552206556764, 1.7624547287741361"
-3.795918367346939,3.183673469387755,"0.20595414046665805, 0.011176663076243196, 0.5603777341021714, 0.01121195353188064, 0.2112795088230467","1.767211976345084, 0.051374232656793306, 1.3681368011975923, 0.05160724194230731, 1.7616697478582246"
-3.795918367346939,3.3469387755102042,"0.2077306254746667, 0.010012721442989769, 0.5614352939207404, 0.01001920861061022, 0.21080215055099238","1.7676818745509506, 0.04711483815589135, 1.3734507092300743, 0.04724359817996489, 1.7645089798831184"
-3.795918367346939,3.510204081632653,"0.20917704783792024, 0.009004287716116055, 0.5622633363174028, 0.009011515644045003, 0.21054381248451615","1.7681964312449603, 0.04338486970105908, 1.3781985002612147, 0.04343969766636558, 1.7667805011264024"
-3.795918367346939,3.673469387755102,"0.2084105862468989, 0.008118473633543205, 0.5628864474827984, 0.008120622942220292, 0.21246386969453968","1.7707611054013666, 0.04001546269294736, 1.3824644791591723, 0.04017219883607952, 1.7665867539104365"
-3.795918367346939,3.836734693877551,"0.19910065028994017, 0.007325021837580877, 0.5630047438903771, 0.007321910320971807, 0.22324767366113019","1.781931837215051, 0.036714467076508245, 1.3867066822191, 0.03759048706631763, 1.7570565264230233"
-3.795918367346939,4.0,"0.19676712176372446, 0.006626583826181781, 0.5629154858011237, 0.006761834208688984, 0.22692897440028037","1.7856771968440728, 0.03405230535385352, 1.3905941078421895, 0.0348864564149867, 1.7547899335448967"
-3.5510204081632653,-4.0,"0.012594413609503311, 0.4716771516837277, 0.03169345964813497, 0.4703892236341165, 0.013645751424517197","0.03159879618056968, 1.4826568141020509, 1.966133347015652, 1.4864112362951867, 0.03319980640654087"
-3.5510204081632653,-3.836734693877551,"0.01272566403732238, 0.47045582921038354, 0.03394814122474077, 0.4700732669776676, 0.012797098549886135","0.03240129822579024, 1.4853172026917705, 1.9639205782067166, 1.4858445500702313, 0.03251637080549272"
-3.5510204081632653,-3.673469387755102,"0.01367356672624029, 0.4678606640588673, 0.036833933108537886, 0.467956905545062, 0.01367493056129294","0.034378506416288715, 1.4852639672399728, 1.960813765962316, 1.485167348920458, 0.03437641146096497"
-3.5510204081632653,-3.510204081632653,"0.01465822590931535, 0.4652949025161771, 0.040073701338277035, 0.46532341729597015, 0.014649752940261215","0.0364410173463798, 1.4849238969972682, 1.9573313689938976, 1.4848766560487685, 0.03642706061368685"
-3.5510204081632653,-3.3469387755102042,"0.01574974064655803, 0.46237126412635654, 0.04373441956846846, 0.4623821868499529, 0.015762388808664193","0.03870269282118918, 1.4845873235236615, 1.953391537807133, 1.4845995724584253, 0.03871887338959012"
-3.5510204081632653,-3.183673469387755,"0.017052832702809953, 0.4590018038299605, 0.04789890272955366, 0.4589866064263728, 0.017059854311303246","0.04131520074156457, 1.4842220640763162, 1.9488865491973386, 1.4842500664535268, 0.04132611953125609"
-3.5510204081632653,-3.020408163265306,"0.018517318190776517, 0.45516594023055024, 0.05263562673022937, 0.45516185337779447, 0.018519261470649785","0.044216962788748516, 1.4838993155300755, 1.9437562218525484, 1.4839073719027684, 0.04422012792586113"
-3.5510204081632653,-2.857142857142857,"0.020199483669197264, 0.45077594890316297, 0.058049986320116154, 0.4507741465699149, 0.02020043453760925","0.047496171689995974, 1.4835654836579661, 1.937871573377913, 1.4835690555496377, 0.047497715724488854"
-3.5510204081632653,-2.693877551020408,"0.022145170140173594, 0.445724405080985, 0.06426124991291782, 0.44572356002088775, 0.02214561484503582","0.05123041521866841, 1.4832223202502308, 1.9310919396487611, 1.483224141056252, 0.05123118382608834"
-3.5510204081632653,-2.5306122448979593,"0.024410396525261467, 0.4398839720361247, 0.0714109344017575, 0.4398847356950657, 0.02440996134179117","0.05551732666983398, 1.4828613446257135, 1.9232451339877679, 1.4828596532112464, 0.055516541505439596"
-3.5510204081632653,-2.36734693877551,"0.027061856754884595, 0.4331047853558536, 0.07966506217243408, 0.433108675635721, 0.027059620081106454","0.06047721875257675, 1.482467655211929, 1.9141229934481045, 1.4824590722935982, 0.06047306029379102"
-3.5510204081632653,-2.204081632653061,"0.030185634495640202, 0.425205502601262, 0.08921779095525162, 0.4252053266998369, 0.03018574524800968","0.06627099436283887, 1.4819951845543817, 1.9034669885717201, 1.481995636734759, 0.06627119577630182"
-3.5510204081632653,-2.0408163265306123,"0.03388802777206355, 0.415967363970157, 0.10028920681197906, 0.4159673994340777, 0.033888002011722734","0.0731108268095512, 1.4814063319828934, 1.890965812023524, 1.4814062540165422, 0.0731107751674885"
-3.5510204081632653,-1.8775510204081634,"0.03829989434232334, 0.4051385073792455, 0.11312317996066934, 0.4051385704372652, 0.03829984788049714","0.08127890033494035, 1.4806044867835733, 1.8762334884431853, 1.4806043231677393, 0.0812788012705637"
-3.5510204081632653,-1.7142857142857142,"0.043586451180630634, 0.3924258379096077, 0.12797544227864166, 0.3924257232275088, 0.04358654540361099","0.09117035730609134, 1.479434620442259, 1.858789518444363, 1.4794349333561372, 0.09117057045115093"
-3.5510204081632653,-1.5510204081632653,"0.049954788674149375, 0.37750053911704085, 0.14508934898420067, 0.37750049244917616, 0.04995483077543325","0.10335413434815555, 1.4776348590119741, 1.8380217703360135, 1.4776349979812213, 0.1033542383226376"
-3.5510204081632653,-1.3877551020408163,"0.057666608093628266, 0.3600083293398062, 0.16465012607978935, 0.36000832716743925, 0.05766660931933718","0.11868909887585864, 1.4747544082921134, 1.8131129722753068, 1.47475441889581, 0.11868910166091248"
-3.5510204081632653,-1.2244897959183674,"0.06705913268418315, 0.339589354624652, 0.18670302318757392, 0.3395893247101255, 0.06705916479346569","0.13855319244877037, 1.4700058403188057, 1.7828817303819884, 1.4700059390561266, 0.13855329779431164"
-3.5510204081632653,-1.0612244897959184,"0.07858003010592032, 0.315915820275088, 0.2110082992078104, 0.315915820032579, 0.07858003037860181","0.16531476083904237, 1.461976354652035, 1.745417766917393, 1.4619763558263097, 0.16531476176521934"
-3.5510204081632653,-0.8979591836734694,"0.09284179329101139, 0.28877011381864603, 0.23677618575065906, 0.2887701137419296, 0.09284179339775382","0.20333298227085778, 1.448047852037377, 1.6972383305671945, 1.4480478524416067, 0.20333298268296335"
-3.5510204081632653,-0.7346938775510204,"0.11065757948597417, 0.25825691322265965, 0.2621710145812902, 0.25825691321737987, 0.11065757949269717","0.2610031502104753, 1.4232631517849281, 1.6314673959510482, 1.4232631518091505, 0.2610031502444011"
-3.5510204081632653,-0.5714285714285714,"0.13276272575081935, 0.22546671847982136, 0.283541111538511, 0.22546671847899957, 0.13276272575184905","0.3538817831211626, 1.3786017911865873, 1.5350328513733467, 1.3786017911906967, 0.3538817831282079"
-3.5510204081632653,-0.40816326530612246,"0.15811495370503156, 0.1940785747711058, 0.295612943048274, 0.1940785747717042, 0.1581149537038843","0.5028430122026444, 1.3015556232894074, 1.3912027290304354, 1.301555623286719, 0.5028430121907942"
-3.5510204081632653,-0.24489795918367346,"0.18053645481663494, 0.1707814793798409, 0.29736413160704617, 0.17078147937983257, 0.18053645481664538","0.7062972437130807, 1.1890755122426917, 1.209254488088271, 1.1890755122427201, 0.7062972437132361"
-3.5510204081632653,-0.08163265306122448,"0.19262634291772884, 0.15804847285331147, 0.2986503684579212, 0.15804847285331108, 0.19262634291772818","0.9118162772201686, 1.0620904711963708, 1.0521865031669195, 1.0620904711963686, 0.9118162772201761"
-3.5510204081632653,0.08163265306122448,"0.1959047990776776, 0.15003579198976202, 0.308118817865116, 0.1500357919897639, 0.19590479907768066","1.0773589840652178, 0.9396229434412647, 0.9660361449870223, 0.9396229434412577, 1.0773589840652376"
-3.5510204081632653,0.24489795918367346,"0.19590230409500653, 0.1412325025427243, 0.3257303867245335, 0.14123250254272096, 0.1959023040950144","1.2072389174665872, 0.8218905635800156, 0.9417410379068398, 0.8218905635800524, 1.2072389174665057"
-3.5510204081632653,0.40816326530612246,"0.19562210488277032, 0.12982784581546192, 0.349100098603541, 0.12982784581546358, 0.19562210488276355","1.315694520033425, 0.7058912568027104, 0.9568284463277081, 0.705891256802688, 1.3156945200334698"
-3.5510204081632653,0.5714285714285714,"0.19587891547187064, 0.1161098935690763, 0.37602238191773657, 0.1161098935690944, 0.19587891547222225","1.4094270758327632, 0.5934588708667662, 0.9942281066015042, 0.593458870867274, 1.409427075831694"
-3.5510204081632653,0.7346938775510204,"0.19661777216210963, 0.10126687667283954, 0.4042307023248031, 0.10126687667312306, 0.19661777216712495","1.4892358155109982, 0.48982534994451765, 1.041877669095354, 0.48982534994950133, 1.4892358154996288"
-3.5510204081632653,0.8979591836734694,"0.19759891001108987, 0.08665361098311875, 0.4314949578314279, 0.08665361099280533, 0.19759891018155806","1.554446264883675, 0.39987539254388677, 1.0913566853284182, 0.3998753926770101, 1.5544462645670094"
-3.5510204081632653,1.0612244897959184,"0.19865477921428565, 0.07328469640688648, 0.4561210487358145, 0.07328469640783591, 0.19865477923517738","1.605501791714824, 0.32571100066268655, 1.1375744152664258, 0.3257110006742298, 1.6055017916818357"
-3.5510204081632653,1.2244897959183674,"0.199718634991511, 0.06166047988500013, 0.477241765373654, 0.06166048006672682, 0.1997186396831091","1.6442691879104465, 0.2666167302631516, 1.178228168402531, 0.2666167320757416, 1.6442691813481325"
-3.5510204081632653,1.3877551020408163,"0.20077557367541454, 0.05186615351273298, 0.49471651395514143, 0.05186615443896324, 0.2007756044177481","1.6732536256862942, 0.22032375624799155, 1.2128452668907255, 0.22032376496879436, 1.673253586206196"
-3.5510204081632653,1.5510204081632653,"0.20182238016576326, 0.04375367002788892, 0.5088478361409576, 0.043753671699531385, 0.20182244196585863","1.6948614310352221, 0.1842001792834077, 1.2418768406584095, 0.1842001933936145, 1.694861355629346"
-3.5510204081632653,1.7142857142857142,"0.20285248446081594, 0.03708471018698442, 0.5201247712092745, 0.037084724327141674, 0.20285330981578353","1.711061987500929, 0.15588491118006778, 1.2661070231724596, 0.15588507510767108, 1.7110610030388727"
-3.5510204081632653,1.8775510204081634,"0.20385627716264343, 0.031610902266855354, 0.5290635586575951, 0.03161097237846693, 0.20385828953443996","1.7233388244640722, 0.13348548647377645, 1.286353397296578, 0.13348577136208312, 1.723336520403492"
-3.5510204081632653,2.0408163265306123,"0.20482432863444655, 0.027108958726999678, 0.5361313746774106, 0.027108986519970457, 0.20482635144117245","1.7327648876931523, 0.11556313759857675, 1.30334597274437, 0.11556338004272881, 1.7327626219211734"
-3.5510204081632653,2.204081632653061,"0.20573265514025574, 0.023390767260299095, 0.5417206268032988, 0.023391596851180682, 0.2057643539449654","1.7401217181661535, 0.10104683215586417, 1.3176946474604445, 0.10104985060841318, 1.7400869516091253"
-3.5510204081632653,2.36734693877551,"0.20662929780549788, 0.02030472594168367, 0.5461484604475652, 0.02030463080235355, 0.2066128850029002","1.7458927584408994, 0.08915236964326825, 1.329893491142308, 0.08915088082709127, 1.7459104999464339"
-3.5510204081632653,2.5306122448979593,"0.20738671821240318, 0.01772686843192896, 0.5496650197019668, 0.017727639998655502, 0.20749375365504497","1.750600254069586, 0.07928434031272272, 1.340336972509801, 0.07929333545455872, 1.7504850976533288"
-3.5510204081632653,2.693877551020408,"0.20803294494387303, 0.015561007534376357, 0.5524659894813512, 0.015563233758399887, 0.208376824282","1.7544893006819646, 0.07101153237288807, 1.3493397131823612, 0.071036938435691, 1.7541225153270967"
-3.5510204081632653,2.857142857142857,"0.2088015385338613, 0.013732358079509302, 0.5547019650203806, 0.013733796748677758, 0.20903034161757061","1.75751529249239, 0.06402179347046141, 1.357152643949248, 0.06403650898009, 1.7572737611078084"
-3.5510204081632653,3.020408163265306,"0.209242559361153, 0.012174868259350189, 0.5564905644738511, 0.012179574010868565, 0.2099124338947772","1.7603060527537409, 0.058038339887743665, 1.363974612451056, 0.05807750796023707, 1.7596034869472237"
-3.5510204081632653,3.183673469387755,"0.20979742831304904, 0.010846705840526282, 0.5579277987630344, 0.010853135436674832, 0.21057493164671504","1.7625097025298357, 0.05289336365318105, 1.3699666960967956, 0.05292861520276869, 1.7617016225174167"
-3.5510204081632653,3.3469387755102042,"0.2618616757756076, 0.009689178486505447, 0.5585350414131857, 0.009646988509758234, 0.16026711581494413","1.7109541059549493, 0.050640372619248565, 1.3762175124815479, 0.046429333529903985, 1.8157586754143527"
-3.5510204081632653,3.510204081632653,"0.19659667403883585, 0.008652481868093965, 0.5595053359004966, 0.008808948938826073, 0.22643655925374762","1.7807286794675552, 0.04392652340333392, 1.3804075683153263, 0.04529311814290854, 1.749644110670876"
-3.5510204081632653,3.673469387755102,"0.20904137924506738, 0.007850716405966275, 0.5607131834798846, 0.007885799499117697, 0.21450892136996413","1.7696092880395002, 0.041015540312869164, 1.3841843385097596, 0.04121529580864792, 1.7639755373292232"
-3.5510204081632653,3.836734693877551,"0.19461985914596847, 0.0070439537365360304, 0.5599739871835756, 0.007211296729272093, 0.23115090320464704","1.7860763396060684, 0.037436631542696275, 1.3893396985500153, 0.03847672617399259, 1.7486706041272249"
-3.5510204081632653,4.0,"0.19660200427060848, 0.006426412148792129, 0.5609050290576731, 0.00642474380700348, 0.2296418107159226","1.7854366543123614, 0.03481766983024143, 1.3922610882226285, 0.0358756837018681, 1.7516089039329"
-3.306122448979592,-4.0,"0.012343563151234901, 0.4708639298765377, 0.03133009735926584, 0.4757517712654078, 0.009710638347553556","0.032433886936645444, 1.4912889233665418, 1.9668314422673994, 1.4807412335612127, 0.02870451386820065"
-3.306122448979592,-3.836734693877551,"0.013307616728549807, 0.46970088940476884, 0.03410448261061194, 0.46954944640245777, 0.01333756485361268","0.03430867870814652, 1.483832581168902, 1.963463880087926, 1.4840398085644186, 0.034355051470610326"
-3.306122448979592,-3.673469387755102,"0.014679426717830993, 0.46646001106724566, 0.03705890775518017, 0.46759294274730334, 0.014208711712439592","0.03700313168555111, 1.4843789942761794, 1.9602161489259127, 1.482145247196825, 0.036256477915532256"
-3.306122448979592,-3.510204081632653,"0.015248923886507422, 0.46466940403394696, 0.040287662921085876, 0.46446345723049565, 0.015330551927964852","0.038526139021272124, 1.4828598947392395, 1.9567390061252685, 1.483224044866946, 0.038650915247276624"
-3.306122448979592,-3.3469387755102042,"0.01661149562742798, 0.46147211307487745, 0.04404036181322446, 0.4611475016291282, 0.016728527855341756","0.04127007140347667, 1.482045845078694, 1.9525959420510985, 1.4826252447663832, 0.04146289670034688"
-3.306122448979592,-3.183673469387755,"0.017791427720995765, 0.45807668182869243, 0.04818942724718944, 0.4582149927519824, 0.01772747045114021","0.043830423706319566, 1.4822929588522897, 1.9481284940523085, 1.482019942105428, 0.043728181283655"
-3.306122448979592,-3.020408163265306,"0.01931049207503861, 0.4541772721931291, 0.05298369165149197, 0.45425763932076846, 0.019270904759572494","0.04693483763615931, 1.481743965535704, 1.9428707631353612, 1.48158007845898, 0.04687035523379818"
-3.306122448979592,-2.857142857142857,"0.02104145159806016, 0.449724579112047, 0.05846533340269677, 0.4497298919046937, 0.021038743982502543","0.050421441604607445, 1.4811661006889132, 1.9368403459664425, 1.4811551631367323, 0.05041694860330439"
-3.306122448979592,-2.693877551020408,"0.02319372257309732, 0.444501717997537, 0.06480519753091085, 0.4441073914339212, 0.023391970464534128","0.054608644047454344, 1.479920463843923, 1.9297407205047858, 1.4807508271411045, 0.054979344462734545"
