U,quantum_coherence_1rdm_GS,energy_GS,V,quantum_coherence_2rdm_GS,von_neumann_1rdm_GS,von_neumann_2rdm_GS
-6.0,0.7653630277051686,-12.96628078116214,2.121212121212121,1.9988231085140629,0.0505746453633209,0.0792994626259067
-6.0,0.7504923964622134,-12.931072039683206,2.242424242424242,1.943945795400356,0.04493598602396709,0.07039218906703404
-6.0,0.7367915813242112,-12.898617115095597,2.3636363636363638,1.8938593832258186,0.04009676308557997,0.06275763654858535
-6.0,0.7241308800289323,-12.868591608556523,2.484848484848485,1.847976127661673,0.035924678398364884,0.056183170894863466
-6.0,0.7123968443093416,-12.84071990223006,2.606060606060606,1.805832849869172,0.03231162558275735,0.050495521049065406
-6.0,0.7014904957404331,-12.814766623971478,2.727272727272727,1.7669691089451187,0.02916909924376454,0.04555317293751715
-6.0,0.691325470253547,-12.790529747285902,2.8484848484848486,1.7310040237081668,0.026424368558191746,0.04124008137852542
-6.0,0.6818264458882459,-12.76783500102078,2.9696969696969697,1.6976224727170264,0.024017433466734017,0.03746069434727417
-6.0,0.6729277238278801,-12.746531326064597,3.090909090909091,1.6665522298852546,0.02189859576458919,0.03413599923865451
-6.0,0.6645717631790677,-12.726487169198165,3.212121212121212,1.6375570646909003,0.020026507619014478,0.031200358745381518
-6.0,0.6567081358952658,-12.707587447405315,3.3333333333333335,1.6104315472087483,0.018366628596271584,0.028599016696578605
-6.0,0.6492926859448209,-12.689731050535162,3.4545454545454546,1.5849968256290698,0.0168899813475909,0.026286093010287725
-6.0,0.6422860125743663,-12.672828777628617,3.5757575757575757,1.5610950045944156,0.015572137429829214,0.024222952503720308
-6.0,0.6356534906406983,-12.656801623907691,3.696969696969697,1.5385878248498228,0.014392401609431227,0.02237689790535624
-6.0,0.6293641919352797,-12.641579352381912,3.8181818181818183,1.5173527216384537,0.013333181334747701,0.020720159841487895
-6.0,0.6233904627867297,-12.627099297479402,3.9393939393939394,1.497280953451945,0.012379499104173242,0.019229116798557655
-6.0,0.6177082959208637,-12.613305358608068,4.0606060606060606,1.4782778679570145,0.011518604817518874,0.01788367728879603
-6.0,0.6122956827731101,-12.60014714981495,4.181818181818182,1.460257585970651,0.010739450185640598,0.016666441089671746
-6.0,0.6071314208760423,-12.587579278343888,4.303030303030303,1.4431396715967768,0.010032552812382356,0.01556248784359271
-6.0,0.6021981301466538,-12.575560730117184,4.424242424242424,1.42685642547948,0.009389621729757547,0.014558774455194268
-6.0,0.5974797725998315,-12.564054344140784,4.545454545454546,1.4113540297001375,0.008803574029244698,0.013644169266998851
-6.0,0.592962081151958,-12.553026361288916,4.666666666666667,1.3965692403366488,0.0082682454372065,0.012808987989754161
-6.0,0.588632021710027,-12.542446035502609,4.787878787878788,1.382451845821659,0.007778231251576395,0.012044743127848534
-6.0,0.584477614916707,-12.532285297574914,4.909090909090909,1.3689564026854084,0.007328802390972111,0.01134401176491684
-6.0,0.5804878729683034,-12.522518463416574,5.03030303030303,1.3560414777027001,0.006915803567555168,0.010700274302716473
-6.0,0.5766526968608361,-12.513121980078614,5.151515151515151,1.3436692055927701,0.006535573971145459,0.010107789201674766
-6.0,0.5729627882102164,-12.50407420393739,5.2727272727272725,1.3318049100077065,0.006184882982711359,0.009561491414456391
-6.0,0.5694095883116426,-12.49535520637492,5.393939393939394,1.3204168164307881,0.00586087418537784,0.009056904030686486
-6.0,0.5659852276121542,-12.48694660303809,5.515151515151516,1.3094758074851818,0.0055610164086554725,0.008590061078716626
-6.0,0.5626824783832793,-12.478831403392196,5.636363636363637,1.2989552030296443,0.005283062085308821,0.008157441898886564
-6.0,0.5594947072523444,-12.470993877786212,5.757575757575758,1.2888305605493633,0.005025011140895375,0.007755914308856582
-6.0,0.5564158146791073,-12.463419439683284,5.878787878787879,1.2790794594346224,0.004785078851146318,0.007382684087292368
-6.0,0.55344015189567,-12.456094541053584,6.0,1.2696812225766738,0.004561670268785845,0.007035254765210386
-5.878787878787879,0.4362414926657414,-48.175356738010585,-6.0,0.9937811785436542,0.012494179933332461,0.019024827309589654
-5.878787878787879,0.43628544760357724,-47.456089617102435,-5.878787878787879,0.9831109513074147,0.006738096820919415,0.010227388452565656
-5.878787878787879,0.4377415362503887,-46.73595285693324,-5.757575757575758,0.984961101194834,0.005643061694350582,0.00855952103119284
-5.878787878787879,0.4410499175612217,-46.016059514705795,-5.636363636363637,0.9935547557226017,0.005554518127163677,0.00842547737860544
-5.878787878787879,0.4447187662090716,-45.2964433429774,-5.515151515151516,1.003362424877505,0.005593816291045384,0.008486264027597556
-5.878787878787879,0.4485271784742575,-44.57712106975286,-5.393939393939394,1.0135802251506565,0.005641748723123952,0.0085603702809256
-5.878787878787879,0.4524717092663333,-43.85811066118089,-5.2727272727272725,1.0241914489377995,0.005693590095115386,0.008640604950861164
-5.878787878787879,0.45655919233073416,-43.13943159124348,-5.151515151515151,1.0352176347142676,0.005749528272799731,0.00872726547156022
