0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,-0.0833333333333334 + 0.0im,0.030502116982036823 + 0.0im,-0.11383545031536974 + 0.0im,0.08333333333333366 + 0.0im,0.08333333333333338 + 0.0im,-0.08333333333333329 + 0.0im,-0.08333333333333307 + 0.0im,0.11383545031537026 + 0.0im,0.14433756729740654 + 0.0im,-0.030502116982036274 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im
0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.030502116982036823 + 0.0im,-0.011164549684630298 + 0.0im,0.04166666666666694 + 0.0im,-0.030502116982036906 + 0.0im,-0.030502116982036816 + 0.0im,0.030502116982036767 + 0.0im,0.030502116982036684 + 0.0im,-0.04166666666666713 + 0.0im,-0.05283121635129724 + 0.0im,0.011164549684630093 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im
0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,-0.11383545031536974 + 0.0im,0.04166666666666694 + 0.0im,-0.15550211698203598 + 0.0im,0.11383545031537004 + 0.0im,0.11383545031536971 + 0.0im,-0.11383545031536953 + 0.0im,-0.11383545031536924 + 0.0im,0.15550211698203667 + 0.0im,0.19716878364870288 + 0.0im,-0.041666666666666165 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im
0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.08333333333333366 + 0.0im,-0.030502116982036906 + 0.0im,0.11383545031537004 + 0.0im,-0.08333333333333387 + 0.0im,-0.0833333333333336 + 0.0im,0.0833333333333335 + 0.0im,0.08333333333333329 + 0.0im,-0.11383545031537058 + 0.0im,-0.14433756729740693 + 0.0im,0.03050211698203635 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im
0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.08333333333333338 + 0.0im,-0.030502116982036816 + 0.0im,0.11383545031536971 + 0.0im,-0.0833333333333336 + 0.0im,-0.08333333333333337 + 0.0im,0.08333333333333326 + 0.0im,0.08333333333333307 + 0.0im,-0.1138354503153702 + 0.0im,-0.1443375672974065 + 0.0im,0.030502116982036254 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im
0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,-0.08333333333333329 + 0.0im,0.030502116982036767 + 0.0im,-0.11383545031536953 + 0.0im,0.0833333333333335 + 0.0im,0.08333333333333326 + 0.0im,-0.08333333333333309 + 0.0im,-0.08333333333333291 + 0.0im,0.11383545031537008 + 0.0im,0.1443375672974063 + 0.0im,-0.030502116982036212 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im
0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,-0.08333333333333307 + 0.0im,0.030502116982036684 + 0.0im,-0.11383545031536924 + 0.0im,0.08333333333333329 + 0.0im,0.08333333333333307 + 0.0im,-0.08333333333333291 + 0.0im,-0.08333333333333268 + 0.0im,0.11383545031536978 + 0.0im,0.14433756729740593 + 0.0im,-0.03050211698203614 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im
0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.11383545031537026 + 0.0im,-0.04166666666666713 + 0.0im,0.15550211698203667 + 0.0im,-0.11383545031537058 + 0.0im,-0.1138354503153702 + 0.0im,0.11383545031537008 + 0.0im,0.11383545031536978 + 0.0im,-0.15550211698203742 + 0.0im,-0.19716878364870383 + 0.0im,0.04166666666666638 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im
0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.14433756729740654 + 0.0im,-0.05283121635129724 + 0.0im,0.19716878364870288 + 0.0im,-0.14433756729740693 + 0.0im,-0.1443375672974065 + 0.0im,0.1443375672974063 + 0.0im,0.14433756729740593 + 0.0im,-0.19716878364870383 + 0.0im,-0.2500000000000001 + 0.0im,0.052831216351296256 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im
0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,-0.030502116982036274 + 0.0im,0.011164549684630093 + 0.0im,-0.041666666666666165 + 0.0im,0.03050211698203635 + 0.0im,0.030502116982036254 + 0.0im,-0.030502116982036212 + 0.0im,-0.03050211698203614 + 0.0im,0.04166666666666638 + 0.0im,0.052831216351296256 + 0.0im,-0.01116454968462989 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im
0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,-0.22222222222222354 + 0.0im,-0.2628917115316049 + 0.0im,-0.1111111111111109 + 0.0im,0.07044162180172968 + 0.0im,0.11111111111111116 + 0.0im,-0.13144585576580287 + 0.0im,-0.15550211698203703 + 0.0im,-0.06572292788290102 + 0.0im,0.041666666666667185 + 0.0im,0.06572292788290113 + 0.0im,0.05555555555555574 + 0.0im,0.0657229278829011 + 0.0im,0.027777777777777693 + 0.0im,-0.017610405450432326 + 0.0im,-0.027777777777777686 + 0.0im,0.035220810900864444 + 0.0im,0.04166666666666656 + 0.0im,0.01761040545043223 + 0.0im,-0.011164549684630213 + 0.0im,-0.01761040545043213 + 0.0im,-0.05555555555555578 + 0.0im,-0.06572292788290125 + 0.0im,-0.027777777777777804 + 0.0im,0.01761040545043249 + 0.0im,0.02777777777777776 + 0.0im
0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,-0.2628917115316049 + 0.0im,-0.33333333333333315 + 0.0im,-0.19245008972987493 + 0.0im,-7.979727989493313e-17 + 0.0im,0.07044162180172833 + 0.0im,-0.15550211698203675 + 0.0im,-0.1971687836487032 + 0.0im,-0.11383545031536976 + 0.0im,2.42861286636753e-17 + 0.0im,0.04166666666666623 + 0.0im,0.06572292788290117 + 0.0im,0.08333333333333327 + 0.0im,0.04811252243246869 + 0.0im,1.2576745200831851e-17 + 0.0im,-0.01761040545043209 + 0.0im,0.041666666666666505 + 0.0im,0.05283121635129659 + 0.0im,0.03050211698203648 + 0.0im,-7.28583859910259e-17 + 0.0im,-0.011164549684629937 + 0.0im,-0.0657229278829011 + 0.0im,-0.0833333333333333 + 0.0im,-0.0481125224324688 + 0.0im,6.505213034913027e-17 + 0.0im,0.01761040545043206 + 0.0im
0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,-0.1111111111111109 + 0.0im,-0.19245008972987493 + 0.0im,-0.22222222222222215 + 0.0im,-0.19245008972987562 + 0.0im,-0.11111111111111152 + 0.0im,-0.06572292788290081 + 0.0im,-0.11383545031536964 + 0.0im,-0.131445855765802 + 0.0im,-0.11383545031537014 + 0.0im,-0.06572292788290134 + 0.0im,0.027777777777777825 + 0.0im,0.048112522432468864 + 0.0im,0.055555555555555525 + 0.0im,0.04811252243246881 + 0.0im,0.02777777777777775 + 0.0im,0.017610405450432194 + 0.0im,0.03050211698203644 + 0.0im,0.03522081090086435 + 0.0im,0.03050211698203643 + 0.0im,0.017610405450432215 + 0.0im,-0.02777777777777775 + 0.0im,-0.0481125224324688 + 0.0im,-0.05555555555555555 + 0.0im,-0.048112522432468906 + 0.0im,-0.027777777777777877 + 0.0im
0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.0 + 0.0im,0.07044162180172968 + 0.0im,-7.979727989493313e-17 + 0.0im,-0.19245008972987562 + 0.0im,-0.33333333333333354 + 0.0im,-0.26289171153160407 + 0.0im,0.04166666666666691 + 0.0im,-8.673617379884035e-17 + 0.0im,-0.11383545031536993 + 0.0im,-0.1971687836487034 + 0.0im,-0.15550211698203625 + 0.0im,-0.017610405450432458 + 0.0im,-5.637851296924623e-18 + 0.0im,0.048112522432468885 + 0.0im,0.08333333333333348 + 0.0im,0.06572292788290104 + 0.0im,-0.011164549684630097 + 0.0im,0.0 + 0.0im,0.030502116982036413 + 0.0im,0.05283121635129674 + 0.0im,0.0416666666666665 + 0.0im,0.017610405450432347 + 0.0im,8.673617379884035e-18 + 0.0im,-0.04811252243246877 + 0.0im,-0.0833333333333335 + 0.0im,-0.06572292788290099 + 0.0im
